41,n,9,"the serpent slain, according to the myth, near Delphi by Apollo, who was fabled to have been called Pythius in commemoration of this victory",1566
153218,08052122,n,10,deciduous aromatic shrubs or small trees,2158
153219,08052287,n,10,bog shrub of north temperate zone having bitter-tasting fragrant leaves,"2158,2172"
153220,08052462,n,10,any shrub or small tree of the genus Myrica with aromatic foliage and small wax-coated berries,"2158,2172"
153221,08052687,n,10,evergreen aromatic shrubby tree of southeastern United States having small hard berries thickly coated with white wax used for candles,"2158,2172"
153222,08052909,n,10,deciduous aromatic shrub of eastern North America with gray-green wax-coated berries,"2158,2172"
153223,08053115,n,10,a fragrant green wax obtained from the wax myrtle and used in making candles,2111
153225,08053420,n,10,deciduous shrub of eastern North America with scented fernlike leaves and catkin-like heads of tiny white flowers,"2158,2172"
153228,08054001,n,10,very small deciduous dioecious tree or shrub of damp habitats in southeastern United States having extremely light wood,"2158,2172"
153230,08054417,n,10,grasslike plants growing in wet places and having cylindrical often hollow stems,"2158,2172"
153232,08054877,n,10,"tall rush with soft erect or arching stems found in Eurasia, Australia, New Zealand, and common in North America","2158,2172"
153233,08055116,n,10,rush of Australia,"2158,2172"
153235,08055356,n,10,tall rush of temperate regions,"2158,2172"
153236,08055460,n,10,rush of North American Pacific coast,"2158,2172"
153237,08055570,n,10,tufted wiry rush of wide distribution,"2158,2172"
153238,08055682,n,10,a family of plants,2158
153239,08055940,n,10,a genus of plants,2158
153240,08056880,n,10,any of various trees or shrubs having mottled or striped wood,"2158,2172"
153244,08057663,n,10,tropical American and east African tree with strikingly marked hardwood used in cabinetwork,"2158,2172"
153246,08058531,n,10,an erect or climbing bean or pea plant of the family Leguminosae,"2158,2172"
153247,08059029,n,10,the fruit or seed of any of various bean or pea plants consisting of a two-valved case that splits along both sides when ripe and having the seeds attached to one edge of the valves,"2172,2354"
153248,08059372,n,10,a genus of plants with pods that ripen underground (see peanut),2158
153250,08059853,n,10,underground pod of of the peanut vine,"2172,2354"
153252,08060157,n,10,West Indian tree yielding a fine grade of green ebony,"2158,2172"
153253,08060318,n,10,wood of the granadilla tree used for making musical instruments especially clarinets,"2172,2415"
153254,08060507,n,10,a genus of Centrolobium,2158
153255,08060648,n,10,Brazilian tree with handsomely marked wood,"2158,2172"
153201,08048646,n,10,any plant of the genus Pulsatilla; sometimes included in genus Anemone,"2158,2172"
153257,08060965,n,10,tall tropical South American tree having pulpy egg-shaped pods of fragrant black almond-shaped seeds used for flavoring,"2158,2172"
153259,08061404,n,10,genus of tropical American timber trees,2158
153261,08061790,n,10,resin from the courbaril tree,2111
153263,08062034,n,10,erect annual or biennial plant grown extensively especially for hay and soil improvement,"2158,2172"
153267,08062808,n,10,either of two Australian plants of the genus Swainsona that are poisonous to sheep,"2158,2172"
153268,08063017,n,10,erect or trailing perennial of eastern Australia having axillary racemes of blue to purple or red flowers,"2158,2172"
153264,08062258,n,10,biennial plant; valuable honey plant,"2158,2172"
153265,08062392,n,10,biennial yellow-flowered Eurasian plant having aromatic leaves used as carminative or flavoring agent; widely cultivated especially as green manure or cover crop,"2158,2172"
153266,08062643,n,10,genus of Australian herbs and subshrubs: darling peas,2158
153273,08063998,n,10,clover native to Ireland with yellowish flowers; often considered the true or original shamrock,"2158,2172"
153275,08064416,n,10,erect to decumbent short-lived perennial having red-purple to pink flowers; the most commonly grown forage clover,"2158,2172"
153277,08064736,n,10,creeping European clover having white to pink flowers and bright green leaves; naturalized in United States; widely grown for forage,"2158,2172"
153281,08065786,n,10,genus of spiny woody shrubs or trees; named for their apparent imitation of animal sensitivity to light and heat and movement,2158
153285,08066847,n,10,"large genus of shrubs and trees and some woody vines of Central and South America, Africa, Australia and Polynesia: wattle; mimosa",2158
153287,08067536,n,10,source of a wood mentioned frequently in the Bible; probably a species of Acacia,"2158,2172"
153291,08068190,n,10,East Indian spiny tree having twice-pinnate leaves and yellow flowers followed by flat pods; source of black catechu,"2158,2172"
153292,08068433,n,10,extract of the heartwood of Acacia catechu used for dying and tanning and preserving fishnets and sails; formerly used medicinally,2111
153294,08068850,n,10,tropical American thorny shrub or small tree; fragrant yellow flowers used in making perfumery,"2158,2172"
153296,08069275,n,10,shrubby Australian tree having clusters of fragrant golden yellow flowers; widely cultivated as an ornamental,"2158,2172"
153299,08069798,n,10,East Indian tree with racemes of yellow-white flowers; cultivated as an ornamental,"2158,2172"
153269,08063211,n,10,shrubby perennial of southern Australia having downy or woolly stems and undersides of leaves and racemes of red to pink flowers,"2158,2172"
153270,08063447,n,10,any leguminous plant having leaves divided into three leaflets,2158
153271,08063621,n,10,a plant of the genus Trifolium,"2158,2172"
153272,08063859,n,10,European mountain clover with fragrant usually pink flowers,"2158,2172"
153276,08064623,n,10,clover of western United States,"2158,2172"
153278,08064972,n,10,clover of western United States,"2158,2172"
153280,08065341,n,10,alternative name used in some classification systems for the family Mimosaceae,2158
153282,08066046,n,10,any of various tropical shrubs or trees of the genus Mimosa having usually yellow flowers and compound leaves,"2158,2172"
153283,08066263,n,10,semi-climbing prickly evergreen shrub of tropical America having compound leaves sensitive to light and touch,"2158,2172"
153286,08067245,n,10,any of various spiny trees or shrubs of the genus Acacia,"2158,2172"
153288,08067723,n,10,wood of the shittah tree used to make the ark of the Hebrew tabernacle,"2172,2415"
153289,08067870,n,10,Australian tree that yields tanning materials,"2158,2172"
153290,08068017,n,10,scrubby Australian acacia having extremely foul-smelling blossoms,"2158,2172"
153293,08068652,n,10,evergreen Australasian tree having white or silvery bark and young leaves and yellow flowers,"2158,2172"
153295,08069121,n,10,tall Australian acacia yielding highly valued black timber,"2158,2172"
153297,08069482,n,10,African tree supposed to mark healthful regions,"2158,2172"
153298,08069627,n,10,small genus of trees of Tropical Asia and Pacific areas,2158
153300,08070035,n,10,large genus of unarmed trees and shrubs of Old World tropics,2158
153301,08070210,n,10,any of numerous trees of the genus Albizia,"2158,2172"
153302,08070390,n,10,attractive domed or flalt-topped Asiatic tree having bipinnate leaves and flowers with long silky stamens,"2158,2172"
153303,08070596,n,10,large spreading Old World tree having large leaves and globose clusters of greenish-yellow flowers and long seed pods that clatter in the wind,"2158,2172"
153304,08070840,n,10,large ornamental tropical American tree withbipinnate leaves and globose clusters of flowers with crimson stamens and sweet-pulp seed pods eaten by cattle,"2158,2172"
153305,08071116,n,10,2 species of tropical American shrubs or trees,2158
153307,08071548,n,10,genus of pinnate-leaved shrubs and small trees of tropical and subtropical North and South America and India and West Africa,2158
153308,08071773,n,10,any of various shrubs and small trees valued for their fine foliage and attractive spreading habit and clustered white to deep pink or red flowers,"2158,2172"
153262,08061900,n,10,Old World herbs: the sweet clovers,2158
153309,08071995,n,10,small genus of tropical American timber trees closely allied to genus Albiza,2158
153311,08072471,n,10,genus of tropical trees or shrubs with flowers in mimosiform heads,2158
153315,08073257,n,10,small genus of tropical evergreen trees or shrubs having pods like those of the acacia,2158
153316,08073453,n,10,low scrubby tree of tropical and subtropical North America having white mimosalike flowers tinged with yellow and long flattened pods,"2158,2172"
153317,08073719,n,10,small genus of tropical American trees and shrubs with pinnate leaves and flat straight pods,2158
153313,08072856,n,10,ornamental evergreen tree with masses of white flowers; tropical and subtropical America,"2158,2172"
153321,08074462,n,10,genus of tropical Old World trees: nitta trees,2158
153323,08074863,n,10,tall evergreen rain forest tree with wide-spreading crown having yellow-white flowers; grown as an ornamental in parks and large gardens,"2158,2172"
153324,08075061,n,10,tropical American trees and shrubs; often placed in other genera,2158
153328,08076088,n,10,genus of tropical or subtropical branching shrubs or trees: mesquite,2158
153335,08077594,n,10,chiefly tropical trees or shrubs or herbs having milky juice and often showy flowers; many are sources of drugs,2158
153338,08078614,n,10,North American perennial having pinkish flowers in loose cymes; used in folk medicine for pain or inflammation in joints,"2158,2172"
153339,08078861,n,10,Canadian dogbane yielding a tough fiber used as cordage by native Americans; used in folk medicine for pain or inflammation in joints,"2158,2172"
153341,08079226,n,10,small genus of trees and shrubs containing strongly toxic cardiac glycosides; Arabia to Africa,2158
153344,08079986,n,10,1 species: succulent shrub or tree of tropical Africa and Arabia,2158
153349,08080995,n,10,genus of evergreen trees or shrubs with white funnel-shaped flowers and milky sap; tropical Africa to southeastern Asia and Polynesia,2158
153350,08081238,n,10,evergreen tree of eastern Asia and Philippines having large leathery leaves and small green-white flowers in compact cymes; bark formerly used medicinally,"2158,2172"
153353,08081951,n,10,small genus of evergreen woody vines; East India and Asia,2158
157773,09005395,n,10,common trailing perennial milkwort of eastern North America having leaves like wintergreen and usually rosy-purple flowers with winged sepals,"2158,2172"
