60090,Gomphi,n,n-p---mn2-,Gomph,,,['gɔm.pʰɪ],,0
60425,60425,Iosephus,n,n-s---mn2-,Ioseph,,,['jɔ.sɛ.pʰʊs],,0
60426,60426,Iouius,n,n-s---mn2-,Ioui,,,[jjɔ.'jʊj.jʊs],,0
60390,60390,Isauri,n,n-p---mn2-,Isaur,,,[ɪ.'saw.rɪ],,0
60391,60391,Isaurus,n,n-s---mn2-,Isaur,,,[ɪ.'saw.rʊs],,0
60392,60392,Iseum,n,n-s---nn2-,Ise,,,['ɪsewm],,0
60393,60393,Isidorus,n,n-s---mn2-,Isidor,,,[ɪ.'sɪ.d̪ɔ.rʊs],,0
60394,60394,Isidotus,n,n-s---mn2-,Isidot,,,[ɪ.'sɪ.d̪ɔ.t̪ʊs],,0
60395,60395,Isigonus,n,n-s---mn2-,Isigon,,,[ɪ.'sɪ.gɔ.n̪ʊs],,0
60397,60397,Isis,n,n-s---fn3-,Isid,,,['ɪ.sɪs],,0
60398,60398,Ismael,n,n-s---mn3-,Ismael,,,['ɪs.majɫ],,0
60399,60399,Ismarus,n,n-s---mn2-,Ismar,,,['ɪs.ma.rʊs],,0
60400,60400,Ismenus,n,n-s---mn2-,Ismen,,,['ɪs.mɛ.n̪ʊs],,0
60401,60401,Isocrates,n,n-s---mn3i,Isocrat,,,[ɪ.'sɔ.kra.t̪ɛs],,0
60402,60402,Israël,a,aps---mn3-,Israël Israël Israël,,,['ɪs.ra/ɫ],,0
60403,60403,Issa,n,n-s---fn1-,Iss,,,['ɪs.sa],,0
60404,60404,Isse,n,n-s---fn1g,Iss,,,['iːs.sɛ],,0
60405,60405,Isthmus,n,n-s---mn2-,Isthm,,,['ɪs.t̪ʰmʊs],,0
60406,60406,Istri,n,n-p---mn2-,Istr,,,['ɪs.t̪rɪ],,0
60407,60407,Istyaeones,n,n-p---mn3-,Istyaeon,,,[ɪs.t̪y.'jaj.jɔ.n̪ɛs],,0
60409,60409,Ithaca,n,n-s---fn1-,Ithac,,,['ɪ.t̪ʰa.ka],,0
60410,60410,Itone,n,n-s---fn1-,Iton,,,['ɪ.t̪ɔ.n̪ɛ],,0
60411,60411,Ituraea,a,aps---fn1-,Iturae Iturae Iturae,,,[ɪ.t̪ʊ.'raj.ja],,0
60412,60412,Itylus,n,n-s---mn2-,Ityl,,,['ɪ.t̪y.lʊs],,0
60413,60413,Itys,n,n-s---mn3-,Itys,,,['ɪ.t̪ys],,0
60428,60428,Iudaea,n,n-s---fn3-,Iudaea,,,[jʊ.'d̪aj.ja],,0
60429,60429,Iudaizo,n,n-s---mn3-,Iudaizo,,,[jʊ.d̪a.'jɪz.zɔ],,0
60430,60430,Iudas,n,n-s---mn3-,Iudas,,,['jʊ.d̪as],,0
60431,60431,Iugurtha,n,n-s---fn1-,Iugurth,,,['jʊgʷr.t̪ʰa],,0
60432,60432,Iuliacum,n,n-s---nn2-,Iuliac,,,[jʊ.'lɪ̣.ja.kũː],,0
60433,60433,Iulianus,n,n-s---mn2-,Iulian,,,[jʊ.'lɪ̣.ja.n̪ʊs],,0
60434,60434,Iulias,n,n-s---mn3-,Iulias,,,['jʊ.lɪ̣.jas],,0
60436,60436,Iuliobriga,n,n-s---fn1-,Iuliobrig,,,[jʊ.lɪ̣.'jɔ.brɪ.ga],,0
60414,60414,Iulis,n,n-s---fn3-,Iulid,,,['jʊ.lɪs],,0
60437,60437,Iulius,n,n-s---mn2-,Iuli,,,['juː.lɪ̣.jʊs],,0
60415,60415,Iulus,n,n-s---mn2-,Iul,,,['jʊ.lʊs],,0
60439,60439,Iunius,n,n-s---mn2-,Iuni,,,['juː.n̪ɪ̣.jʊs],,0
60440,60440,Iuno,n,n-s---mn3-,Iuno,,,['juː.n̪oː],,0
60441,60441,Iustina,n,n-s---fn1-,Iustin,,,['jʊs.t̪ɪ.n̪a],,0
60443,60443,Iuuenalis,a,aps---fn3i,Iuuenalis Iuuenalis Iuuenalis,,,[jʊ.'wɛ.n̪a.lɪs],,0
60444,60444,Iuuencus,n,n-s---mn2-,Iuuenc,,,[jʊ.'wɛŋ.kʊs],,0
60416,60416,Ixion,n,n-s---mn3-,Ixion,,,['ɪk.sɪ̣.jɔn̪],,0
60417,60417,Ixor,n,n-s---mn3-,Ixor,,,['ɪk.sɔr],,0
60418,60418,Izi,n,n-p---mn2-,Iz,,,['ɪz.zɪ],,0
60445,60445,Kalendarius,n,n-s---mn2-,Kalendari,,,[ka.lɛn̪.'d̪a.rɪ̣.jʊs],,0
60446,60446,Labeates,n,n-p---mn3-,Labeat,,,[la.'bɛ̣.ja.t̪ɛs],,0
60447,60447,Labeo,n,n-s---mn3-,Labeo,,,['la.bɛ̣.jɔ],,0
60448,60448,Labienus,n,n-s---mn2-,Labien,,,[la.'bɪ̣.jɛ.n̪ʊs],,0
60450,60450,Labrandius,n,n-s---mn2-,Labrandi,,,[la.'bra.n̪d̪ɪ̣.jʊs],,0
60451,60451,Lacaena,n,n-s---fn1-,Lacaen,,,[la.'kaj.n̪a],,0
60453,60453,Lacerna,n,n-s---fn1-,Lacern,,,[la.'kɛr.n̪a],,0
60454,60454,Lacetani,n,n-p---mn2-,Lacetan,,,[la.'kɛ.t̪a.n̪ɪ],,0
60455,60455,Lachesis,n,n-s---fn3-,Laches,,,['la.kʰɛ.sɪs],,0
60456,60456,Laciades,n,n-s---mn3-,Laciad,,,[la.'kɪ̣.ja.d̪ɛs],,0
60457,60457,Lacinium,n,n-s---nn2-,Lacini,,,[la.'kɪ.n̪ɪ̣.jũː],,0
60458,60458,Laco,n,n-s---nn3-,Laco,,,['la.kɔ],,0
60459,60459,Lacobriga,n,n-s---fn1-,Lacobrig,,,[la.'kɔ.brɪ.ga],,0
60460,60460,Lactantius,n,n-s---mn2-,Lactanti,,,[lak.'t̪an̪.t̪ɪ̣.jʊs],,0
60420,60420,Ianalis,n,n-s---fn3-,Ianal,,,['ja.n̪a.lɪs],,0
118887,n0565,nouelletum,n,n-s---nn2-,nouellet,,,[n̪ɔ.'wɛɫ.lɛ.t̪ũː],nouelletum,0
60422,60422,Ieremias,n,n-s---mn3-,Ieremias,,,[jɛ.'rɛ.mɪ̣.jas],,0
60464,60464,Laeana,n,n-s---fn1-,Laean,,,['laj.ja.n̪a],,0
60465,60465,Laeca,n,n-s---fn1-,Laec,,,['laj.ka],,0
60466,60466,Laërtes,n,n-p---mn3-,Laërt,,,['la/r.t̪ɛs],,0
60468,60468,Laeui,n,n-p---mn2-,Laeu,,,['ɫewɪ],,0
60469,60469,Laeuius,n,n-s---mn2-,Laeui,,,['ɫewɪ̣.jʊs],,0
60470,60470,Lagon,n,n-s---nn3-,Lag,,,['la.gɔn̪],,0
60471,60471,Lagos,n,n-s---mn2-,Lag,,,['la.gɔs],,0
60472,60472,Lagus,n,n-s---mn2-,Lag,,,['lagʷs],,0
60474,60474,Laius,n,n-s---mn2-,Lai,,,['laj.jʊs],,0
60475,60475,Laletania,n,n-s---fn1-,Laletani,,,[la.lɛ.'t̪a.n̪ɪ̣.ja],,0
60476,60476,Lambrus,n,n-s---mn2-,Lambr,,,['lam.brʊs],,0
60477,60477,Lamia,n,n-s---fn1-,Lami,,,['la.mɪ̣.ja],,0
60478,60478,Lampadio,n,n-s---mn3-,Lampadio,,,[lam.'pa.d̪ɪ̣.jɔ],,0
60480,60480,Lampetie,n,n-s---fn1-,Lampeti,,,[lam.'pɛ.t̪ɪ̣.jɛ],,0
60481,60481,Lampsacum,n,n-s---nn2-,Lampsac,,,['lamp.sa.kũː],,0
60482,60482,Lamus,n,n-s---mn2-,Lam,,,['la.mʊs],,0
60483,60483,Lanarius,n,n-s---mn2-,Lanari,,,[la.'n̪a.rɪ̣.jʊs],,0
60484,60484,Lanatus,n,n-s---mn2-,Lanat,,,['la.n̪a.t̪ʊs],,0
60485,60485,Lancia,n,n-s---fn1-,Lanci,,,['laŋ.kɪ̣.ja],,0
60486,60486,Lanuuium,n,n-s---nn2-,Lanuui,,,[la.'n̪ʊ.jʊ.jũː],,0
60487,60487,Laocoon,n,n-s---mn3-,Laoco,,,[la.'jɔ.kɔ.jɔn̪],,0
60488,60488,Laodamia,n,n-s---fn1-,Laodami,,,[la.jɔ.'d̪a.mɪ̣.ja],,0
60489,60489,Laodice,n,n-s---fn1-,Laodic,,,[la.'jɔ.d̪ɪ.kɛ],,0
60491,60491,Laomedon,n,n-s---nn3-,Laomed,,,[la.'jɔ.mɛ.d̪ɔn̪],,0
60492,60492,Lapathus,n,n-s---mn2-,Lapath,,,['la.pa.t̪ʰʊs],,0
60493,60493,Lapicini,n,n-p---mn2-,Lapicin,,,[la.'pɪ.kɪ.n̪ɪ],,0
60494,60494,Lapitha,n,n-s---fn1-,Lapith,,,['la.pɪ.t̪ʰa],,0
60496,60496,Lara,n,n-s---fn1-,Lar,,,['la.ra],,0
60497,60497,Larentia,n,n-s---fn1-,Larenti,,,[la.'rɛn̪.t̪ɪ̣.ja],,0
60498,60498,Larga,n,n-s---fn1-,Larg,,,['lar.ga],,0
60499,60499,Largus,n,n-s---mn2-,Larg,,,['largʷs],,0
60500,60500,Larinum,n,n-s---nn2-,Larin,,,['la.rɪ.n̪ũː],,0
60501,60501,Larissa,n,n-s---fn1-,Lariss,,,[la.'rɪs.sa],,0
60503,60503,Larius,n,n-s---mn2-,Lari,,,['la.rɪ̣.jʊs],,0
60504,60504,Laronia,n,n-s---fn1-,Laroni,,,[la.'rɔ.n̪ɪ̣.ja],,0
60495,60495,Lars,n,n-s---mn3-,Lars,,,['lars],,0
60473,60473,Las,n,n-s---mn3-,Las,,,['las],,0
60505,60505,Lasia,n,n-s---fn1-,Lasi,,,['la.sɪ̣.ja],,0
60506,60506,Laterensis,n,n-s---fn3-,Laterens,,,[la.t̪ɛ.'reːn̪.sɪs],,0
60507,60507,Laterium,n,n-s---nn2-,Lateri,,,[la.'t̪ɛ.rɪ̣.jũː],,0
60508,60508,Latinus,n,n-s---mn2-,Latin,,,['la.t̪ɪ.n̪ʊs],,0
60510,60510,Latmus,n,n-s---mn2-,Latm,,,['la.t̪mʊs],,0
60511,60511,Latouici,n,n-p---mn2-,Latouic,,,[la.'t̪ɔ.wɪ.kɪ],,0
60512,60512,Laudiceni,a,app---mn1-,Laudicen Laudicen Laudicen,,,[law.'d̪ɪ.kɛ.n̪ɪ],,0
60517,60517,Lauernium,n,n-s---nn2-,Lauerni,,,[la.'wɛr.n̪ɪ̣.jũː],,0
60518,60518,Lauinia,n,n-s---fn1-,Lauini,,,[la.'wɪ.n̪ɪ̣.ja],,0
60519,60519,Lauinium,n,n-s---nn2-,Lauini,,,[la.'wɪ.n̪ɪ̣.jũː],,0
60513,60513,Laurentum,n,n-s---nn2-,Laurent,,,[law.'rɛn̪.t̪ũː],,0
60514,60514,Laureolus,n,n-s---mn2-,Laureol,,,[law.'rɛ̣.jɔ.lʊs],,0
60515,60515,Lauron,n,n-s---nn3-,Laur,,,['law.rɔn̪],,0
60516,60516,Laus,n,n-s---mn2-,La,,,['laws],,0
60520,60520,Leaena,n,n-s---fn1-,Leaen,,,[lɛ̣.'jaj.n̪a],,0
60522,60522,Learchus,n,n-s---mn2-,Learch,,,[lɛ̣.'jar.kʰʊs],,0
60523,60523,Lebadia,n,n-s---fn1-,Lebadi,,,[lɛ.'ba.d̪ɪ̣.ja],,0
60524,60524,Lechaeum,n,n-s---nn2-,Lechae,,,['lɛkʰewm],,0
60525,60525,Lecton,n,n-s---nn3-,Lect,,,['lɛk.t̪ɔn̪],,0
60526,60526,Leda,n,n-s---fn1-,Led,,,['lɛ.d̪a],,0
60527,60527,Ledas,n,n-s---mn3-,Ledas,,,['lɛ.d̪as],,0
60528,60528,Ledus,n,n-s---mn2-,Led,,,['lɛ.d̪ʊs],,0
60529,60529,Leleges,n,n-p---mn3-,Leleg,,,['lɛ.lɛ.gɛs],,0
60530,60530,Lemnos,n,n-s---mn2-,Lemn,,,['lɛm.n̪ɔs],,0
60532,60532,Lentinus,n,n-s---mn2-,Lentin,,,['lɛn̪.t̪ɪ.n̪ʊs],,0
60533,60533,Lentulus,n,n-s---mn2-,Lentul,,,['lɛn̪.t̪ʊ.lʊs],,0
60462,60462,Ladas,n,n-s---mn3-,Ladas,,,['la.d̪as],,0
60463,60463,Ladon,n,n-s---nn3-,Lad,,,['la.d̪ɔn̪],,0
60537,60537,Leonidas,n,n-s---mn3-,Leonidas,,,[lɛ̣.'jɔ.n̪ɪ.d̪as],,0
60539,60539,Leontini,n,n-p---mn2-,Leontin,,,[lɛ̣.'jɔn̪.t̪ɪ.n̪ɪ],,0
60540,60540,Leontium,n,n-s---nn2-,Leonti,,,[lɛ̣.'jɔn̪.t̪ɪ̣.jũː],,0
60541,60541,Lepidus,n,n-s---mn2-,Lepid,,,['lɛ.pɪ.d̪ʊs],,0
60542,60542,Lepreum,n,n-s---nn2-,Lepre,,,['lɛprewm],,0
60543,60543,Leptis,n,n-s---fn3-,Lept,,,['lɛp.t̪ɪs],,0
60544,60544,Lerna,n,n-s---fn1-,Lern,,,['lɛr.n̪a],,0
60545,60545,Lesbos,n,n-s---mn2-,Lesb,,,['lɛs.bɔs],,0
60546,60546,Lethaea,n,n-s---fn1-,Lethae,,,[lɛ.'t̪ʰaj.ja],,0
60547,60547,Lethe,n,n-s---fn1-,Leth,,,['lɛ.t̪ʰɛ],,0
60548,60548,Letus,n,n-s---mn2-,Let,,,['lɛ.t̪ʊs],,0
60549,60549,Leuca,n,n-s---fn1-,Leuc,,,['ɫewka],,0
60550,60550,Leucadia,n,n-s---fn1-,Leucadi,,,['ɫewka.d̪ɪ̣.ja],,0
60552,60552,Leucas,n,n-s---mn3-,Leucas,,,['ɫewkas],,0
60553,60553,Leucata,n,n-s---fn1-,Leucat,,,['ɫewka.t̪a],,0
60554,60554,Leuce,n,n-s---fn1-,Leuc,,,['ɫewkɛ],,0
60555,60555,Leuci,n,n-p---mn2-,Leuc,,,['ɫewkɪ],,0
60556,60556,Leucippe,n,n-s---fn1-,Leucipp,,,['ɫewkɪp.pɛ],,0
60557,60557,Leucippus,n,n-s---mn2-,Leucipp,,,['ɫewkɪp.pʊs],,0
60558,60558,Leuconicus,a,aps---mn1-,Leuconic Leuconic Leuconic,,,['ɫewkɔ.n̪ɪ.kʊs],,0
60559,60559,Leucopetra,n,n-s---fn1-,Leucopetr,,,['ɫewkɔ.pɛ.t̪ra],,0
60560,60560,Leucosia,n,n-s---fn1-,Leucosi,,,['ɫewkɔ.sɪ̣.ja],,0
60561,60561,Leucosyri,n,n-p---mn2-,Leucosyr,,,['ɫewkɔ.sy.rɪ],,0
60563,60563,Leucothoe,n,n-s---fn1-,Leucotho,,,['ɫewkɔt̪ʰoj],,0
60564,60564,Leuctra,n,n-s---fn1-,Leuctr,,,['ɫewkt̪ra],,0
60565,60565,Leuites,n,n-p---fn1-,Leuit,,,['ɫewɪ.t̪ɛs],,0
60566,60566,Libanus,n,n-s---mn2-,Liban,,,['lɪ.ba.n̪ʊs],,0
60567,60567,Liberalis,a,aps---fn3i,Liberalis Liberalis Liberalis,,,[lɪ.'bɛ.ra.lɪs],,0
60568,60568,Libethrum,n,n-s---nn2-,Libethr,,,['lɪ.bɛ.t̪ʰrũː],,0
60569,60569,Libici,n,n-p---mn2-,Libic,,,['lɪ.bɪ.kɪ],,0
60570,60570,Libo,n,n-s---mn3-,Libo,,,['lɪ.bɔ],,0
60571,60571,Libs,a,aps---mn3-,Libs Libs Libs,,,['lɪps],,0
60572,60572,Libui,n,n-p---mn2-,Libu,,,['lɪ.buj],,0
60574,60574,Libyphoenices,n,n-p---mn3-,Libyphoenic,,,[lɪ.'bypʰoj.n̪ɪ.kɛs],,0
60575,60575,Licerianus,a,aps---mn1-,Licerian Licerian Licerian,,,[lɪ.kɛ.'rɪ̣.ja.n̪ʊs],,0
60576,60576,Lichas,n,n-s---mn3-,Lichas,,,['lɪ.kʰas],,0
60577,60577,Licinius,a,aps---mn1-,Licini Licini Licini,,,[lɪ.'kɪ.n̪ɪ̣.jʊs],,0
60578,60578,Licinus,n,n-s---mn2-,Licin,,,['lɪ.kɪ.n̪ʊs],,0
60579,60579,Ligarius,a,aps---mn1-,Ligari Ligari Ligari,,,[lɪ.'ga.rɪ̣.jʊs],,0
60580,60580,Ligdus,n,n-s---mn2-,Ligd,,,['lɪg.d̪ʊs],,0
60581,60581,Ligella,n,n-s---fn1-,Ligell,,,[lɪ.'gɛɫ.la],,0
60582,60582,Ligures,n,n-p---mn3-,Ligur,,,['lɪ.gʷrɛs],,0
60583,60583,Ligurra,n,n-s---fn1-,Ligurr,,,['lɪgʷr.ra],,0
60585,60585,Lilybaeum,n,n-s---nn3-,Lilybaeum,,,['lɪ.lybewm],,0
60586,60586,Limnaea,n,n-s---fn1-,Limnae,,,[lɪm.'n̪aj.ja],,0
60587,60587,Limone,n,n-s---fn1-,Limon,,,['lɪ.mɔ.n̪ɛ],,0
60588,60588,Lindus,n,n-s---mn2-,Lind,,,['lɪn̪.d̪ʊs],,0
60589,60589,Lingones,n,n-p---mn3-,Lingon,,,['lɪŋ.gɔ.n̪ɛs],,0
60590,60590,Lingos,n,n-s---mn2-,Ling,,,['lɪŋ.gɔs],,0
60591,60591,Linus,n,n-s---mn2-,Lin,,,['lɪ.n̪ʊs],,0
60592,60592,Lipara,a,aps---fn1-,Lipar Lipar Lipar,,,['lɪ.pa.ra],,0
60593,60593,Liparo,n,n-s---mn3-,Liparo,,,['lɪ.pa.rɔ],,0
60595,60595,Lirinus,n,n-s---mn2-,Lirin,,,['lɪ.rɪ.n̪ʊs],,0
60596,60596,Liriope,n,n-s---fn1-,Liriop,,,[lɪ.'rɪ̣.jɔ.pɛ],,0
60597,60597,Liris,n,n-s---fn3-,Lir,,,['lɪ.rɪs],,0
60599,60599,Liternum,n,n-s---nn2-,Litern,,,[lɪ.'t̪ɛr.n̪ũː],,0
60600,60600,Litubium,n,n-s---nn2-,Litubi,,,[lɪ.'t̪ʊ.bɪ̣.jũː],,0
60601,60601,Liuius,n,n-s---mn2-,Liui,,,[lɪ̣.'jʊj.jʊs],,0
60602,60602,Locri,n,n-p---mn2-,Locr,,,['lɔ.krɪ],,0
60603,60603,Locusta,n,n-s---fn1-,Locust,,,[lɔ.'kʊs.t̪a],,0
60535,60535,Leoides,n,n-s---fn3-,Leoid,,,[lɛ̣.'jɔ.jɪ.d̪ɛs],,0
36100,n0567,nouello,v,v1spia--1-,nouell nouellau nouellat,,,[nɔˈwɛl.loː],nouello,0
60536,60536,Leon,n,n-s---mn3i,Leont,,,['lɛ̣.jɔn̪],,0
60609,60609,Loracina,n,n-s---fn1-,Loracin,,,[lɔ.'ra.kɪ.n̪a],,0
60610,60610,Loryma,n,n-s---fn1-,Lorym,,,['lɔ.ry.ma],,0
60611,60611,Lotis,n,n-s---fn3-,Lot,,,['lɔ.t̪ɪs],,0
60612,60612,Lotophagitis,n,n-s---fn3-,Lotophagit,,,[lɔ.t̪ɔ.'pʰa.gɪ.t̪ɪs],,0
60614,60614,Lucani,n,n-p---mn2-,Lucan,,,['lʊ.ka.n̪ɪ],,0
60615,60615,Lucceius,n,n-s---mn2-,Luccei,,,['lʊkk.ejʊs],,0
60616,60616,Luceium,n,n-s---nn2-,Lucei,,,['lʊk.ejũː],,0
60617,60617,Luceria,n,n-s---fn1-,Luceri,,,[lʊ.'kɛ.rɪ̣.ja],,0
60619,60619,Lucretilis,n,n-s---fn3-,Lucretil,,,[lʊ.'krɛ.t̪ɪ.lɪs],,0
60620,60620,Lucrinus,n,n-s---mn2-,Lucrin,,,['lʊ.krɪ.n̪ʊs],,0
60621,60621,Lucullus,n,n-s---mn2-,Lucull,,,[lʊ.'kʊɫ.lʊs],,0
60622,60622,Lugdunum,n,n-s---nn2-,Lugdun,,,['lʊg.d̪ʊ.n̪ũː],,0
60623,60623,Luna,n,n-s---fn1-,Lun,,,['luː.n̪a],,0
60624,60624,Lupercalis,a,aps---fn3i,Lupercalis Lupercalis Lupercalis,,,[lʊ.'pɛr.ka.lɪs],,0
60625,60625,Lusitania,n,n-s---fn1-,Lusitani,,,[lʊ.sɪ.'t̪a.n̪ɪ̣.ja],,0
60626,60626,Lusius,n,n-s---mn2-,Lusi,,,['lʊ.sɪ̣.jʊs],,0
60627,60627,Lyaeus,n,n-s---mn2-,Lyae,,,['lyews],,0
60628,60628,Lycabas,n,n-s---mn3-,Lycabas,,,['ly.ka.bas],,0
60629,60629,Lycaeus,n,n-s---mn2-,Lycae,,,['lykews],,0
60630,60630,Lycambes,n,n-p---mn3-,Lycamb,,,[ly.'kam.bɛs],,0
60631,60631,Lycaon,n,n-s---mn3-,Lyca,,,[ly.'kaː.joːn̪],,0
60633,60633,Lychnidum,n,n-s---nn3-,Lychnidum,,,['lykʰ.n̪ɪ.d̪ũː],,0
60634,60634,Lycia,n,n-s---fn1-,Lyci,,,['ly.kɪ̣.ja],,0
60635,60635,Lycidas,n,n-s---mn3-,Lycidas,,,['ly.kɪ.d̪as],,0
60636,60636,Lycium,n,n-s---nn2-,Lyci,,,['ly.kɪ̣.jũː],,0
60637,60637,Lyco,n,n-s---mn3-,Lyco,,,['ly.kɔ],,0
60638,60638,Lycomedes,n,n-s---mn3-,Lycomed,,,[ly.'kɔ.mɛ.d̪ɛs],,0
60639,60639,Lyconides,n,n-s---mn3-,Lyconid,,,[ly.'kɔ.n̪ɪ.d̪ɛs],,0
60640,60640,Lycophron,n,n-s---nn3-,Lycophr,,,['ly.kɔ.pʰrɔn̪],,0
60641,60641,Lycoreus,n,n-s---mn2-,Lycore,,,['ly.kɔrews],,0
60643,60643,Lycortas,n,n-s---mn3-,Lycortas,,,[ly.'kɔr.t̪as],,0
60644,60644,Lycotas,n,n-s---mn3-,Lycotas,,,['ly.kɔ.t̪as],,0
60645,60645,Lycotherses,n,n-p---mn3-,Lycothers,,,[ly.kɔ.'t̪ʰɛr.sɛs],,0
60646,60646,Lyctus,n,n-s---mn2-,Lyct,,,['lyk.t̪ʊs],,0
60647,60647,Lycurgus,n,n-s---mn2-,Lycurg,,,['ly.kʊrgʷs],,0
60648,60648,Lycus,n,n-s---mn2-,Lyc,,,['ly.kʊs],,0
60649,60649,Lyde,n,n-s---fn1-,Lyd,,,['ly.d̪ɛ],,0
60650,60650,Lydia,n,n-s---fn1-,Lydi,,,['ly_.d̪ɪ̣.ja],,0
60651,60651,Lygos,n,n-s---mn2-,Lyg,,,['ly.gɔs],,0
60653,60653,Lyncestae,n,n-p---fn1-,Lyncest,,,[lyŋ.'kɛs.t̪aj],,0
60654,60654,Lynceus,n,n-s---mn2-,Lynce,,,['lyŋkews],,0
60655,60655,Lyrceius,n,n-s---mn2-,Lyrcei,,,['lyrk.ejʊs],,0
60656,60656,Lyrnesus,n,n-s---mn2-,Lyrnes,,,['lyr.n̪ɛ.sʊs],,0
60657,60657,Lysander,n,n-s---mn3-,Lysander,,,[ly.'san̪.d̪ɛr],,0
60658,60658,Lysiades,n,n-s---mn3-,Lysiad,,,[ly.'sɪ̣.ja.d̪ɛs],,0
60659,60659,Lysias,n,n-s---mn3-,Lysias,,,['ly.sɪ̣.jas],,0
60660,60660,Lysimachia,n,n-s---fn1-,Lysimachi,,,[ly.sɪ.'ma.kʰɪ̣.ja],,0
60661,60661,Lysimachus,n,n-s---mn2-,Lysimach,,,[ly.'sɪ.ma.kʰʊs],,0
60662,60662,Lysinoe,n,n-s---fn1-,Lysino,,,['ly.sɪn̪oj],,0
60664,60664,Lysis,n,n-s---fn3-,Lys,,,['ly.sɪs],,0
60665,60665,Lysistratus,n,n-s---mn2-,Lysistrat,,,[ly.'sɪs.t̪ra.t̪ʊs],,0
60666,60666,Lysiteles,n,n-p---mn3-,Lysitel,,,[ly.'sɪ.t̪ɛ.lɛs],,0
60667,60667,Lyson,n,n-s---nn3-,Lys,,,['ly.sɔn̪],,0
60668,60668,Lystra,n,n-s---fn1-,Lystr,,,['lys.t̪ra],,0
60669,60669,Macareus,n,n-s---mn2-,Macare,,,['ma.karews],,0
60670,60670,Macatus,n,n-s---mn2-,Macat,,,['ma.ka.t̪ʊs],,0
60672,60672,Macella,n,n-s---fn1-,Macell,,,[ma.'kɛɫ.la],,0
60673,60673,Macer,n,n-s---mn3-,Macer,,,['ma.kɛr],,0
60674,60674,Macerones,n,n-p---mn3-,Maceron,,,[ma.'kɛ.rɔ.n̪ɛs],,0
60675,60675,Macetae,n,n-p---mn1-,Macet,,,['ma.kɛ.t̪aj],,0
60676,60676,Machabaeus,n,n-s---mn2-,Machabae,,,['ma.kʰabews],,0
60606,60606,Longula,n,n-s---fn1-,Longul,,,['lɔŋ.gʷla],,0
133037,o0241,obsidior,v,v1spid--1-,obsidi obsidiat -,,v1spia--1-=obsidio,[ɔp.'sɪ.d̪ɪ̣.jɔr],obsidior/-o,0
60607,60607,Longuntica,n,n-s---fn1-,Longuntic,,,['lɔŋgʷn̪.t̪ɪ.ka],,0
60679,60679,Machimus,n,n-s---mn2-,Machim,,,['ma.kʰɪ.mʊs],,0
60680,60680,Machlyes,n,n-p---mn3-,Machly,,,['ma.kʰly.jɛs],,0
60681,60681,Machorones,n,n-p---mn3-,Machoron,,,[ma.'kʰɔ.rɔ.n̪ɛs],,0
60682,60682,Macria,n,n-s---fn1-,Macri,,,['ma.krɪ̣.ja],,0
60683,60683,Macris,n,n-s---fn3-,Macr,,,['ma.krɪs],,0
60684,60684,Macrobii,n,n-p---fn1-,Macrobii,,,[ma.'krɔ.bɪ̣.jɪ],,0
60686,60686,Madaura,n,n-s---fn1-,Madaur,,,[ma.'d̪aw.ra],,0
60687,60687,Madaurensis,a,aps---fn3i,Madaurensis Madaurensis Madaurensis,,,[ma.d̪aw.'reːn̪.sɪs],,0
60688,60688,Madytos,n,n-s---mn2-,Madyt,,,['ma.d̪y.t̪ɔs],,0
60689,60689,Maeander,n,n-s---mn3-,Maeander,,,[maj.'jan̪.d̪ɛr],,0
60690,60690,Maecenas,a,aps---mn3-,Maecenas Maecenas Maecenas,,,['maj.kɛ.n̪as],,0
60691,60691,Maecius,n,n-s---mn2-,Maeci,,,['maj.kɪ̣.jʊs],,0
60692,60692,Maedi,n,n-p---mn2-,Maed,,,['maj.d̪ɪ],,0
60693,60693,Maelius,a,aps---mn1-,Maeli Maeli Maeli,,,['maj.lɪ̣.jʊs],,0
60695,60695,Maenalus,n,n-s---mn2-,Maenal,,,['maj.n̪a.lʊs],,0
60696,60696,Maenius,a,aps---mn1-,Maeni Maeni Maeni,,,['maj.n̪ɪ̣.jʊs],,0
60697,60697,Maeones,n,n-p---mn3-,Maeon,,,['maj.jɔ.n̪ɛs],,0
60698,60698,Maeotae,n,n-p---fn1-,Maeot,,,['maj.jɔ.t̪aj],,0
60699,60699,Maera,n,n-s---fn1-,Maer,,,['maj.ra],,0
60700,60700,Maeuius,n,n-s---mn2-,Maeui,,,['mewɪ̣.jʊs],,0
60701,60701,Magaba,n,n-s---fn1-,Magab,,,['ma.ga.ba],,0
60702,60702,Magnesia,n,n-s---fn1-,Magnesi,,,[maŋ.'n̪ɛ.sɪ̣.ja],,0
60704,60704,Mago,n,n-s---nn3-,Magon,,,['ma.gɔ],,0
60706,60706,Magulla,n,n-s---fn1-,Magull,,,['magʷɫ.la],,0
60707,60707,Maharbal,n,n-s---mn3-,Maharbal,,,[ma.'har.baɫ],,0
60708,60708,Maia,n,n-s---fn1-,Mai,,,['maj.ja],,0
60709,60709,Maius,n,n-s---mn2-,Mai,,,['maj.jʊs],,0
60710,60710,Malchio,n,n-s---mn3-,Malchio,,,['maɫ.kʰɪ̣.jɔ],,0
60711,60711,Malea,n,n-s---fn1-,Male,,,['ma.lɛ̣.ja],,0
