2,cibicida,n,n-s---mn1-,cibicid,,,[kɪ.bɪˈkiː.da],cibicida,0
41284,m0061,madefio,v,v1spia--1-,madef - madefact,,,[ma.'d̪ɛ.fɪ̣.jɔ],madefio,0
41253,p2463,polleo,v,v1spia--2-,poll - -,,,[ˈpɔl.le.oː],polleo,0
41279,s3004,subnotatio,n,n-s---fn3-,subnotation,,,[sʊb.n̪ɔ.'t̪a.t̪ɪ̣.jɔ],subnotatio,0
41307,s3903,sycophanta,n,n-s---mn1-,sycophant,,,[syː.kɔˈpʰan.ta],sycophanta,0
41311,t0179,technicus,a,aps---mn1-,technic technic technic,,,[ˈtɛkʰ.nɪ.kʊs],technicus,0
41312,t0606,thiasus,n,n-s---mn2-,thias,,,[ˈtʰi.a.sʊs],thiasus,0
41293,u0047,ualedico,v,v1spia--3-,ualedic ualedix ualedict,,,[wa.ɫɛˈdiː.koː],ualedico,0
41305,z0052,zygia,n,n-s---fn1-,zygi,,,[ˈzʏ.ɡi.a],zygia,0
41292,a0435,acroterium,n,n-s---nn2-,acroteri,,,[a.krɔ.'t̪ɛ.rɪ̣.jũː],acroterium,0
40178,h0358,hiberno,v,v1spia--1-,hibern hibernau hibernat,,27872,[hiːˈbɛr.noː],hiberno,0
41369,p4662,pyrricha,n,n-s---fn1-,pyrrich,,27894,['pyr.rɪ.kʰa],pyrricha,0
41347,41347,ascopera,n,n-s---fn1-,ascoper,,,[as.kɔˈpeː.ra],ascopera,0
41335,c4541,culex,n,n-s---mn3-,culic,,27893,[ˈkʊ.ɫɛks],culex,0
40087,40087,adpertineo,v,v1spia--2-,adpertin adpertinu -,,27871,[ad.pɛrˈtɪ.ne.oː],adpertineo,0
41317,a2349,apertum,n,n-s---nn2-,apert,,,[a.'pɛr.t̪ũː],apertum,0
41351,a2376,aplysia,n,n-s---fn1-,aplysi,,,[a.'ply.sɪ̣.ja],aplysia,0
41379,41379,banca,n,n-s---fn1-,banc,,,['baŋ.ka],banca,0
41332,41332,caldarium,n,n-s---nn2-,caldari,,,[kaɫˈdaː.ri.ũ],caldarium,0
41373,41373,clypeolum,n,n-s---nn2-,clypeol,,,[kly.'pɛ̣.jɔ.ɫũː],clypeolum,0
41388,41388,coaetaneo,v,v1spia--1-,coaetane coaetaneau coaetaneat,,,[kɔ.jaj.'t̪a.n̪ɛ̣.jɔ],coaetaneo,0
41386,41386,cocturarius,n,n-s---mn2-,cocturari,,,[kɔk.t̪ʊ.'ra.rɪ̣.jʊs],cocturarius,0
41365,41365,conlabo,v,v1spia--1-,conlab - conlaps,,,['kɔ.n̪la.bɔ],conlabo,0
41352,41352,conlatiuum,n,n-s---nn2-,conlatiu,,,[kɔ.'n̪la.t̪ɪ.wũː],conlatiuum,0
41381,a2660,arborator,n,n-s---mn3-,arborator,,,[ar.'bɔ.ra.t̪ɔr],arborator,0
41313,41313,contionatorius,a,aps---mn1-,contionatori contionatori contionatori,,,[kɔn̪.t̪ɪ̣.jɔ.n̪a.'t̪ɔ.rɪ̣.jʊs],contionatorius,0
41372,41372,copertus,a,aps---mn1-,copert copert copert,,,[kɔ.'pɛr.t̪ʊs],copertus,0
41346,41346,dampno,v,v1spia--1-,dampn dampnau dampnat,,,['d̪amp.n̪ɔ],dampno,0
41359,41359,dilibutus,a,aps---mn1-,dilibut dilibut dilibut,,,[d̪ɪ.'lɪ.bʊ.t̪ʊs],dilibutus,0
41362,41362,electrochemicus,a,aps---mn1-,electrochemic electrochemic electrochemic,,,[ɛ.lɛk.t̪rɔ.'kʰɛ.mɪ.kʊs],electrochemicus,0
41348,41348,emistrum,n,n-s---nn2-,emistr,,,[ɛ.'mɪs.t̪rũː],emistrum,0
41353,41353,annuntius,n,n-s---mn2-,annunti annunti annunti,,,[an̪.'n̪ʊn̪.t̪ɪ̣.jʊs],annuntius,0
41318,41318,fibroma,n,n-s---fn1-,fibromat,,,['fɪ.brɔ.ma],fibroma,0
41354,41354,fribusculum,n,n-s---nn2-,fribuscul,,,[frɪ.'bʊs.kʊ.ɫũː],fribusculum,0
41358,41358,herbisectrum,n,n-s---nn2-,herbisectr,,,[hɛr.bɪ.'sɛk.t̪rũː],herbisectrum,0
41327,41327,incidentaliter,r,rp--------,,,,[ɪŋ.kɪ.d̪ɛn̪.'t̪a.lɪ.t̪ɛr],incidentaliter,0
41339,41339,indutrix,n,n-s---fn3-,indutric,,,['ɪn̪.d̪ʊ.t̪rɪks],indutrix,0
41319,41319,materialista,n,n-s---fn1-,materialist,,,[ma.t̪ɛ.rɪ̣.ja.'lɪs.t̪a],materialista,0
41363,41363,paululus,a,aps---mn1-,paulul paulul paulul,,,[ˈpau̯.ɫʊ.ɫʊs],paululus,0
41368,41368,pyrrhice,n,n-s---nn3-,pyrrhic,,,['pyr.rɪ.kɛ],pyrrhice,0
41331,41331,quadrangulum,n,n-s---nn2-,quadrangul,,,['kʷa.d̪ra.ŋgʷɫũː],quadrangulum,0
41383,41383,raffinatio,n,n-s---fn3-,raffination,,,[raf.fɪ.'n̪a.t̪ɪ̣.jɔ],raffinatio,0
41344,41344,superus,n,n-s---mn2-,super,,,[ˈsʊ.pɛ.rʊs],superus,0
41370,41370,tantundem,r,rp--------,,,,[tanˈtʊn.dẽ],tantundem,0
41314,c2300,cogitatim,r,rp--------,,,,['kɔ.gɪ.t̪at̪ĩː],cogitatim,0
41329,c3155,condicticius,a,aps---mn1-,condictici condictici condictici,,,[kɔn̪.d̪ɪk.'t̪ɪ.kɪ̣.jʊs],condicticius,0
41390,c9901,coniectus,n,n-s---mn4-,coni,,,[kɔnˈjɛk.tʊs],coniectus,0
41341,d0018,dagnades,n,n-s---fn3-,dagnad,,,['d̪aŋ.n̪a.d̪ɛs],dagnades,0
41355,d0483,deieratio,n,n-s---fn3-,deieration,,,[d̪ejɛ.'ra.t̪ɪ̣.jɔ],deieratio,0
41350,d0487,deificus,a,aps---mn1-,deific deific deific,,,['d̪ejfɪ.kʊs],deificus,0
41376,h0563,hordeum,n,n-s---nn2-,horde,,,[ˈhɔr.de.ũ],hordeum,0
41338,i1136,inculcator,n,n-s---mn3-,inculcator,,,[ɪŋ.'kʊɫ.ka.t̪ɔr],inculcator,0
41320,l0316,lasanum,n,n-s---nn2-,lasan,,,['la.sa.n̪ũː],lasanum,0
41324,m0664,melo,n,n-s---mn3-,melon,,,['mɛ.lɔ],melo,0
41323,p1025,perditrix,n,n-s---fn3-,perditric,,,['pɛr.d̪ɪ.t̪rɪks],perditrix,0
41345,p1142,perfossor,n,n-s---mn3-,perfossor,,,[pɛr.'fɔs.sɔr],perfossor,0
41367,q0154,quassatio,n,n-s---fn3-,quassation,,,/kʷasˈsaː.ti.oː/,quassatio,0
41389,s0124,sagitto,v,v1spia--1-,sagitt sagittau sagittat,,,[saˈɡɪt.toː],sagitto,0
41371,s1790,siser,n,n-s---nn3-,,,,[ˈsɪ.sɛr],siser,0
41384,t9612,tholus,n,n-s---mn2-,thol,,,[ˈtʰɔ.ɫʊs],tholus,0
41357,t1301,trimodia,n,n-s---fn1-,trimodi,,,[trɪˈmɔ.di.a],trimodia,0
41325,t1314,trinoctium,n,n-s---nn2-,trinocti,,,[t̪rɪ.'n̪ɔk.t̪ɪ̣.jũː],trinoctium,0
41366,u0764,uirgeus,a,aps---mn1-,uirge uirge uirge,,,['wɪrgews],uirgeus,0
41316,d2057,diutinus,a,aps---mn1-,diutin diutin diutin,,,[dɪˈuː.tɪ.nʊs],diutinus,0
41330,a1511,altilaneus,a,aps---mn1-,altilane altilane altilane,,,['aɫ.t̪ɪ.lan̪ews],altilaneus,0
40305,40305,adpretio,v,v1spia--1-,adpreti adpretiau adpretiat,,27874,[adˈprɛ.ti.oː],adpretio,0
40342,q0117,qualus,n,n-s---mn2-,qual,,27877,['kʷa.lʊs],qualus,0
41393,41393,moereo,v,v1spia--2-,moer - -,,27896,/ˈmoe̯.re.oː/,moereo,0
41469,41469,oxygenium,n,n-s---nn2-,oxygeni,,,[ɔk.sʏˈɡɛ.ni.ũ],oxygenium,0
41432,41432,acaustus,a,aps---mn1-,acaust acaust acaust,,,[aˈkau̯s.tʊs],acaustus,0
41464,41464,amatrix,a,aps---an3-,amatric amatric amatric,,,/aˈmaː.triːks/,amatrix,0
41428,41428,anabaptismus,n,n-s---mn2-,anabaptism,,,[a.n̪a.bap.'t̪ɪs.mʊs],anabaptismus,0
41403,41403,antemeridianus,r,rp--------,antemeridian antemeridian antemeridian,,,[an̪.t̪ɛ.mɛ.rɪ.'d̪ɪ̣.ja.n̪ʊs],antemeridianus,0
41409,41409,assiduo,r,rp--------,,,,[asˈsɪ.dʊ.oː],assiduo,0
41447,41447,cantreda,n,n-s---fn1-,cantred,,,['kan̪.t̪rɛ.d̪a],cantreda,0
41429,41429,capellanus,n,n-s---mn2-,capellan,,,[ka.'pɛɫ.la.n̪ʊs],capellanus,0
41410,41410,capsum,n,n-s---nn2-,caps,,,['kap.sũː],capsum,0
41450,41450,cellulosa,n,n-s---fn1-,cellulos,,,[kɛɫ.'lʊ.lɔ.sa],cellulosa,0
41456,41456,comitialiter,r,rp--------,,,,[kɔ.mɪ.t̪ɪ̣.'ja.lɪ.t̪ɛr],comitialiter,0
41452,a1536,alucinator,n,n-s---mn3-,alucinator,,,[a.lʊ.'kɪ.n̪a.t̪ɔr],alucinator,0
41392,41392,conctio,n,n-s---fn3-,conction,,,['kɔŋk.t̪ɪ̣.jɔ],conctio,0
41449,41449,conliquesco,v,v1spia--3-,conliquesc conliqu -,,,[kɔ.'n̪lɪ.kʷɛ.skɔ],conliquesco,0
41418,a1611,ambecisus,n,n-s---mn4-,ambecis,,,[am.'bɛ.kɪ.sʊs],ambecisus,0
41423,41423,cymbula,n,n-s---fn1-,cymbul,,,['kym.bʊ.la],cymbula,0
41468,41468,dinuptila,n,n-s---fn1-,dinuptil,,,[d̪ɪ.'n̪ʊp.t̪ɪ.la],dinuptila,0
41437,41437,erinacius,n,n-s---mn2-,erinaci,,,[ɛ.rɪ.'n̪a.kɪ̣.jʊs],erinacius,0
41407,41407,explanate,r,rp--------,uexamin,,,[ɛks.'pla.n̪a.t̪ɛ],explanate,0
41414,41414,forcia,n,n-s---fn1-,forci,,,['fɔr.kɪ̣.ja],forcia,0
41430,41430,menstruatio,n,n-s---fn3-,menstruation,,,[meːn̪s.t̪rʊ.'ja.t̪ɪ̣.jɔ],menstruatio,0
41446,41446,motetum,n,n-s---nn2-,motet,,,['mɔ.t̪ɛ.t̪ũː],motetum,0
41391,41391,omnifariam,r,rp--------,,,,[ɔm.n̪ɪ.'fa.rɪ̣.jãː],omnifariam,0
41434,41434,perfacete,r,rp--------,,,,[pɛr.'fa.kɛ.t̪ɛ],perfacete,0
41451,41451,perspicillum,n,n-s---nn2-,perspicill,,,[pɛrs.pɪ.'kɪɫ.ɫũː],perspicillum,0
41448,41448,praeambula,n,n-s---fn1-,praeambul,,,[praj.'jam.bʊ.la],praeambula,0
41422,41422,proximior,a,aps---cn3-,proximior proximior proximior,,,[prɔk.'sɪ.mɪ̣.jɔr],proximior,0
41465,41465,salue,r,rp--------,,,,[ˈsaɫ.weː],salue,0
41463,41463,accusatorie,r,rp--------,,,,/ak.kuː.saːˈtoː.ri.eː/,accusatorie,0
41411,41411,adnixus,a,aps---mn1-,adnix adnix adnix,,,[ad̪.'n̪ɪk.sʊs],adnixus,0
41453,a2312,aparctias,n,n-s---mn1g,aparcti,,,/aˈpark.ti.aːs/,aparctias,0
41405,a2794,argentosus,a,aps---mn1-,argentos argentos argentos,,,[ar.ɡɛnˈtoː.sʊs],argentosus,0
41424,a3171,assilio,v,v1spia--4-,assil assilu assult,,,[asˈsɪ.li.oː],assilio,0
41421,a3190,assono,v,v1spia--1-,asson assonau assonat,,,[ˈas.sɔ.noː],assono,0
41420,c0206,calculatorius,a,aps---mn1-,calculatori calculatori calculatori,,,[kaɫ.kʊ.la.'t̪ɔ.rɪ̣.jʊs],calculatorius,0
41431,c0254,callidulus,a,aps---mn1-,callidul callidul callidul,,,[kaɫ.'lɪ.d̪ʊ.lʊs],callidulus,0
41470,c4858,condocefio,v,v1spia--3-,condocef - condocefact,,,[kɔn̪.d̪ɔ.'kɛ.fɪ̣.jɔ],condocefio,0
41394,c4760,cuticula,n,n-s---fn1-,cuticul,,,[kʊˈtiː.kʊ.ɫa],cuticula,0
41454,d0199,decimo,v,v1spia--1-,decim decimau decimat,,,[ˈdɛ.kɪ.moː],decimo,0
41419,i1465,inexpeditus,a,aps---mn1-,inexpedit inexpedit inexpedit,,,[ɪ.nɛk.spɛˈdiː.tʊs],inexpeditus,0
41444,k0003,kalendarium,n,n-s---nn2-,kalendari,,,[ka.lɛn̪.'d̪a.rɪ̣.jũː],kalendarium,0
41402,l0051,lacerna,n,n-s---fn1-,lacern,,,[ɫaˈkɛr.na],lacerna,0
41459,p2083,pineus,a,aps---mn1-,pine pine pine,,,[ˈpiː.ne.ʊs],pineus,0
41417,p3202,praepolleo,v,v1spia--2-,praepoll - -,,,[prae̯ˈpɔl.le.oː],praepolleo,0
41425,r1388,reticeo,v,v1spia--2-,retic reticu -,,,[rɛˈtɪ.ke.oː],reticeo,0
41395,s0174,saliunca,n,n-s---fn1-,saliunc,,,[sa.lɪ̣.'jʊŋ.ka],saliunca,0
41440,s2941,subligo,v,v1spia--1-,sublig subligau subligat,,,[ˈsʊ.blɪ.ɡoː],subligo,0
41442,t0063,talea,n,n-s---fn1-,tale,,,[ˈtaː.ɫe.a],talea,0
41435,u0178,udus,a,aps---mn1-,ud ud ud,,,[ˈuː.dʊs],udus,0
41406,u0548,uexamen,n,n-s---nn3-,uexamin,,,['wɛk.sa.mɛn̪],uexamen,0
41416,u1348,uitreus,a,aps---mn1-,uitre uitre uitre,,,[ˈwɪ.tre.ʊs],uitreus,0
41457,u0910,uiuificus,a,aps---mn1-,uiuific uiuific uiuific,,,[wɪ̣.'juj.fɪ.kʊs],uiuificus,0
40704,40704,annicto,v,v1spia--1-,annict annictau annictat,,27881,[anˈnɪk.toː],annicto,0
41471,41471,adnuntialis,a,aps---cn3-,adnuntial adnuntial adnuntial,,,[ad̪.n̪ʊn̪.'t̪ɪ̣.ja.lɪs],adnuntialis,0
40643,q0151,quasillum,n,n-s---nn2-,quasill,,27880,[kʷa.'sɪɫ.ɫũː],quasillum,0
41527,41527,adsuefacio,v,v1spia--3i,adsuefac adsuefec adsuefact,,,[at.sʊ.eːˈfa.ki.oː],adsuefacio,0
41479,41479,ammiranter,r,rp--------,,,,[a.'mmɪ.ra.n̪t̪ɛr],ammiranter,0
41535,41535,arenula,n,n-s---fn1-,arenul,,,[a.'rɛ.n̪ʊ.la],arenula,0
41495,41495,chartographia,n,n-s---fn1-,chartographi,,,[kʰar.t̪ɔ.'gra.pʰɪ̣.ja],chartographia,0
41530,41530,choerogrillus,n,n-s---mn2-,choerogrill,,,['kʰojrɔ.grɪ.ɫlʊs],choerogrillus,0
41531,41531,coenum,n,n-s---nn2-,coen,,,['kojn̪ũː],coenum,0
41499,41499,collectaneum,n,n-s---nn2-,collectane,,,[kɔɫ.'lɛk.t̪an̪ewm],collectaneum,0
41511,41511,comatus,n,n-s---mn4-,comat,,,['kɔ.ma.t̪ʊs],comatus,0
41525,41525,commorsito,v,v1spia--1-,commorsit commorsitau commorsitat,,,[kɔ.'mmɔ.rsɪ.t̪ɔ],commorsito,0
41526,41526,gracia,n,n-s---fn1-,graci,,,['gra.kɪ̣.ja],gracia,0
41490,41490,coordinatio,n,n-s---fn3-,coordination,,,[kɔ.jɔr.d̪ɪ.'n̪a.t̪ɪ̣.jɔ],coordinatio,0
41481,41481,dannaustra,n,n-s---fn1-,dannaustr,,,[d̪an̪.'n̪aws.t̪ra],dannaustra,0
41505,41505,foetus,n,n-s---mn4-,foet,,,[ˈfoe̯.tʊs],foetus,0
41539,41539,hymnologion,n,n-s---nn2-,hymnologi,,,[hym.n̪ɔ.'lɔ.gɪ̣.jɔn̪],hymnologion,0
41534,41534,impariter,r,rp--------,crastin,,,[ɪm.'pa.rɪ.t̪ɛr],impariter,0
41512,41512,inconfusibliter,r,rp--------,,,,[ɪŋkɔːn̪.fʊ.'sɪ.blɪ.t̪ɛr],inconfusibliter,0
41508,41508,iniurius,n,n-s---mn2-,iniuri,,,[ɪnˈjuː.ri.ʊs],iniurius,0
41507,41507,intensiuus,a,aps---mn1-,intensiu intensiu intensiu,,,[ɪn̪.'t̪eːn̪.sɪ.wʊs],intensiuus,0
41480,41480,internicio,n,n-s---fn3-,internicion,,,[ɪn̪.t̪ɛr.'n̪ɪ.kɪ̣.jɔ],internicio,0
41476,41476,itinerans,a,aps---an3-,itinerant itinerant itinerant,,,[ɪˈtɪ.nɛ.rãːs],itinerans,0
41513,41513,neclegenter,r,rp--------,neclegentius neclegentissime,,,[n̪ɛ.'klɛ.gɛ.n̪t̪ɛr],neclegenter,0
41510,41510,opertus,a,aps---mn1-,opert opert opert,,,[ɔ.'pɛr.t̪ʊs],opertus,0
41478,41478,pote,a,aps---an3-,pote pote pote,,,['pɔ.t̪ɛ],pote,0
41482,41482,sphaeratus,a,aps---mn1-,sphaerat sphaerat sphaerat,,,['spʰaj.ra.t̪ʊs],sphaeratus,0
41494,41494,synchronizatio,n,n-s---fn3-,synchronization,,,[syŋ.kʰrɔ.n̪ɪ.'zza.t̪ɪ̣.jɔ],synchronizatio,0
41537,41537,tabacismus,n,n-s---mn2-,tabacism,,,[t̪a.ba.'kɪs.mʊs],tabacismus,0
41506,41506,uaccinum,n,n-s---nn2-,uaccin,,,['wak.kɪ.n̪ũː],uaccinum,0
41528,41528,Neuma,n,n-s---fn1-,Neumat,,,['n̪ewma],Neuma,0
41493,a2800,argitis,n,n-s---fn3-,argitid argitid argitid,,,['ar.gɪ.t̪ɪs],argitis,0
41515,c0685,carota,n,n-s---fn1-,carot,,,/kaˈroː.ta/,carota,0
41503,c2473,collybus,n,n-s---mn2-,collyb,,,['kɔɫ.ly.bʊs],collybus,0
41485,c3320,confrixo,v,v1spia--1-,confrix confrixau confrixat,,,['kɔːn̪frɪk.sɔ],confrixo,0
41497,c3429,coniugulus,a,aps---mn1-,indult indult indult,,,[kɔ.'n̪ɪ̣.jʊ.gʷlʊs],coniugulus,0
41533,c4258,crastinus,a,aps---mn1-,crastin crastin crastin,,,[ˈkraːs.tɪ.nʊs],crastinus,0
41538,d0385,deflexio,n,n-s---fn3-,deflexion,,,[d̪ɛf.'lɛk.sɪ̣.jɔ],deflexio,0
41483,e0101,edormio,v,v1spia--4-,edorm edormiu -,,,[eːˈdɔr.mi.oː],edormio,0
41500,e0998,etenim,r,rp--------,collectane,,,[ˈɛ.tɛ.nĩ],etenim,0
41492,g0115,gaza,n,n-s---fn1-,gaz,,,/ˈɡa.za/,gaza,0
41496,i9871,indultum,n,n-s---nn2-,indult,,,[ɪn̪.'d̪ʊɫ.t̪ũː],indultum,0
41541,i2753,inutilitas,n,n-s---fn3-,inutilitat,,,[ɪ.n̪ʊ.'t̪ɪ.lɪ.t̪as],inutilitas,0
41489,m0020,machaerophorus,n,n-s---mn2-,machaer,,,[ma.kʰaj.'rɔ.pʰɔ.rʊs],machaerophorus,0
41502,o0172,obretio,v,v1spia--4-,obret - -,,,[ɔ.'brɛ.t̪ɪ̣.jɔ],obretio,0
41474,a0291,accognosco,v,v1spia--3-,accognosc - -,,,[ak.kɔŋ.'n̪ɔs.kɔ],accognosco,0
41520,p2021,picaria,n,n-s---fn1-,picari,,,[pɪ.'ka.rɪ̣.ja],picaria,0
41529,p3300,praesignifico,v,v1spia--1-,prae praefu praefut,,,[praj.sɪŋ.'n̪ɪ.fɪ.kɔ],praesignifico,0
41536,p3527,pridianum,n,n-s---nn2-,pridian,,,[prɪ.'d̪ɪ̣.ja.n̪ũː],pridianum,0
41484,r0329,relator,n,n-s---mn3-,relator,,,['rɛ.la.t̪ɔr],relator,0
41487,r0916,ruptor,n,n-s---mn3-,ruptor,,,[ˈrʊp.tɔr],ruptor,0
41521,s1751,sinistra,n,n-s---fn1-,sinistr,,,[sɪˈnɪs.tra],sinistra,0
41516,u1066,undisonus,a,aps---mn1-,undison undison undison,,,[ʊnˈdɪ.sɔ.nʊs],undisonus,0
41475,a0632,adiutorium,n,n-s---nn2-,adiutori,,,[a.d̪ɪ̣.jʊ.'t̪ɔ.rɪ̣.jũː],adiutorium,0
41592,,honestum,n,n-s---nn2-,honest,,,[hɔ.'n̪ɛs.t̪ũː],honestum,0
41598,r0445,replicatio,n,n-s---fn3-,repl,,,[rɛ.plɪ.'ka.t̪ɪ̣.jɔ],replicatio,0
41017,c2650,commentariolum,n,n-s---nn2-,commentariol,,27884,[kɔ.mmɛ.n̪t̪a.'rɪ̣.jɔ.ɫũː],commentariolum,0
41588,41588,abbas,n,n-s---mn3-,abbat,,,/ˈab.baːs/,abbas,0
40854,p4657,pyropus,n,n-s---mn2-,pyrop,,27883,['py.rɔ.pʊs],pyropus,0
41593,41593,amfitapa,n,n-s---fn1-,amfitap,,,[am.'fɪ.t̪a.pa],amfitapa,0
41601,41601,baccalia,n,n-s---fn1-,baccali,,,[bak.'ka.lɪ̣.ja],baccalia,0
41561,41561,beatum,n,n-s---nn2-,beat,,,[bɛ̣.'jaː.t̪ũː],beatum,0
41544,41544,caninus,n,n-s---mn2-,canin,,,[kaˈniː.nʊs],caninus,0
41615,41615,circumiectum,n,n-s---nn2-,circumiect,,,[kɪr.kʊ.mɪ̣.'jɛk.t̪ũː],circumiectum,0
41607,41607,coinquinatus,a,aps---mn1-,coinquinat coinquinat coinquinat,,,[kɔ.ɪŋ.kᶣɪˈnaː.tʊs],coinquinatus,0
41606,41606,confrater,n,n-s---mn2r,confratr,,,['kɔːn̪fra.t̪ɛr],confrater,0
41543,41543,conrotundo,v,v1spia--1-,conrotund conrotundau conrotundat,,,[kɔ.'n̪rɔ.t̪ʊ.n̪d̪ɔ],conrotundo,0
41574,a1194,agnina,n,n-s---fn1-,agnin,,,[aŋˈniː.na],agnina,0
41553,a1452,almitas,n,n-s---fn3-,almitat,,,['aɫ.mɪ.t̪as],almitas,0
41583,41583,cybiarius,n,n-s---mn2-,cybiari,,,[ky.bɪ̣.'ja.rɪ̣.jʊs],cybiarius,0
41586,41586,dautium,n,n-s---nn2-,dauti,,,['d̪aw.t̪ɪ̣.jũː],dautium,0
41578,b0102,bancus,n,n-s---mn2-,banc,,,['baŋ.kʊs],bancus,0
41550,41550,decoratio,n,n-s---fn3-,decoration,,,[d̪ɛ.kɔ.'ra.t̪ɪ̣.jɔ],decoratio,0
41577,41577,democratizatio,n,n-s---fn3-,democratization,,,[d̪ɛ.mɔ.kra.t̪ɪ.'zza.t̪ɪ̣.jɔ],democratizatio,0
41554,41554,essentificatio,n,n-s---fn3-,essentification,,,[ɛs.sɛn̪.t̪ɪ.fɪ.'ka.t̪ɪ̣.jɔ],essentificatio,0
41608,41608,executrix,n,n-s---fn3-,executric,,,[ɛk.'sɛ.kʊ.t̪rɪks],executrix,0
41594,41594,feditas,n,n-s---fn3-,feditat,,,['fɛ.d̪ɪ.t̪as],feditas,0
41546,41546,inremeabilis,a,aps---cn3-,inremeabil inremeabil inremeabil,,,[ɪ.n̪rɛ.mɛ̣.'ja.bɪ.lɪs],inremeabilis,0
41600,c0742,casiarius,a,aps---mn1-,casiari casiari casiari,,,[kaː.sɪˈaː.ri.ʊs],casiarius,0
41584,c1527,chrysallis,n,n-s---fn3-,chrysall,,,[kʰry.'saɫ.lɪs],chrysallis,0
41555,41555,liturgia,n,n-s---fn1-,liturgi,,,[lɪˈtʊr.ɡi.a],liturgia,0
41570,41570,neue,r,rp--------,,,,[ˈneː.wɛ],neue,0
41609,41609,pacatum,n,n-s---nn2-,pacat,,,[paːˈkaː.tũ],pacatum,0
41596,c1740,circumductor,n,n-s---mn3-,circumductor,,,[kɪr.kʊm.'d̪ʊk.t̪ɔr],circumductor,0
41589,41589,plusculum,r,rp--------,abbat,,,['plʊs.kʊ.ɫũː],plusculum,0
41563,41563,realista,n,n-s---fn1-,realist,,,[rɛ̣.ja.'lɪs.t̪a],realista,0
41551,c2117,clino,v,v1spia--1-,clin clinau clinat,,,/ˈkliː.noː/,clino,0
41613,41613,sepelo,v,v1spia--1-,sepel sepeleu sepelet,,,['sɛ.pɛ.lɔ],sepelo,0
41605,41605,squalide,r,rp--------,helu - heluat,,,['skʷa.lɪ.d̪ɛ],squalide,0
41557,41557,acrozymus,a,aps---mn1-,acrozym acrozym acrozym,,,[a.kroːˈzyː.mʊs],acrozymus,0
41595,41595,adoperte,r,rp--------,,,,[a.d̪ɔ.'pɛr.t̪ɛ],adoperte,0
41542,c4855,cytinus,n,n-s---mn2-,cytin,,,[ˈkʏ.tɪ.nʊs],cytinus,0
41614,d1220,diacatochus,n,n-s---mn2-,diacatoch,,,[d̪ɪ̣.ja.'ka.t̪ɔ.kʰʊs],diacatochus,0
41566,i0003,iacio,v,v1spia--3i,sirp sirpau sirpat,,,/ˈja.ki.oː/,iacio,0
41587,i1996,inseparatus,a,aps---mn1-,inseparat inseparat inseparat,,,[iːn̪.sɛ.'pa.ra.t̪ʊs],inseparatus,0
41560,i2839,irrepertus,a,aps---mn1-,irrepert irrepert irrepert,,,[ɪr.rɛ.'pɛr.t̪ʊs],irrepertus,0
41572,i2977,iuba,n,n-s---fn1-,,,,[ˈjʊ.ba],iuba,0
41564,l0160,lamenta,n,n-s---fn1-,lament,,,[la.'mɛn̪.t̪a],lamenta,0
41616,l9891,latratus,n,n-s---mn4-,latrat,,,['la.t̪ra.t̪ʊs],latratus,1
41582,m0215,maluaceus,a,aps---mn1-,maluace maluace maluace,,,['ma.lʊ.jakews],maluaceus,0
41599,m1382,moratus,a,aps---mn1-,morat morat morat,,,[moː.'raː.t̪ʊs],moratus,0
41602,o0470,octodecim,a,aps---an--,oc oc oc,,,[ɔkˈtoː.dɛ.kĩ],octodecim,0
41552,p0621,paullisper,r,rp--------,,,,[pawɫ.'lɪs.pɛr],paullisper,0
41568,p3540,primigenus,a,aps---mn1-,primigen primigen primigen,,,[prɪ.'mɪ.gɛ.n̪ʊs],primigenus,0
41590,p2707,proceleumaticus,n,n-s---mn2-,proceleumatic,,,[prɔ.kɛɫew.'ma.t̪ɪ.kʊs],proceleumaticus,0
41580,s0040,sacrum,n,n-s---nn2-,sacr,,,[ˈsa.krũ],sacrum,0
41558,s0409,scisco,v,v1spia--3-,scisc sciu scit,,,/ˈskiːs.koː/,scisco,0
41597,s1284,spica,n,n-s---fn1-,spic,,,/ˈspiː.ka/,spica,0
41556,s3462,supellex,n,n-s---fn3-,supellectil,,,[sʊ.'pɛɫ.lɛks],supellex,0
41573,u7247,urco,v,v1spia--1-,urc - -,,,[ˈʊr.koː],urco,0
41634,e1841,extenuatio,n,n-s---fn3-,ext,,,[ɛk.stɛ.nʊˈaː.ti.oː],extenuatio,0
41155,41155,adglomero,v,v1spia--1-,adglomer adglomerau adglomerat,,27886,/adˈɡlo.me.roː/,adglomero,0
41654,41654,adsimilatio,n,n-s---fn3-,adsimilation,,,[ad̪.sɪ.mɪ.'la.t̪ɪ̣.jɔ],adsimilatio,0
133334,i3119,insuefio,v,v1spia--3-,- - insuefact,27899,,[iːn̪.sʊ.'jɛ.fɪ̣.jɔ],insuefio,0
41635,41635,aerophobus,n,n-s---fn3-,aerophob,,,[aj.'rɔ.pʰɔ.bʊs],aerophobus,0
41675,41675,aerostatum,n,n-s---nn2-,aerostat,,,[aj.'rɔs.t̪a.t̪ũː],aerostatum,0
41655,41655,anticus,a,aps---mn1-,antic antic antic,,,[anˈtiː.kʊs],anticus,0
41637,41637,aprunus,a,aps---mn1-,aprun aprun aprun,,,['a.prʊ.n̪ʊs],aprunus,0
