083,transportatio,n,n-s---fn3-,transportation,,,[t̪raːn̪s.pɔr.'t̪a.t̪ɪ̣.jɔ],transportatio,0
47569,a3664,azymus,a,aps---mn1-,azym azym azym,,,[aˈzyː.mʊs],azymus,0
54949,b0016,bacchabundus,a,aps---mn1-,bacch bacch bacch,,,[bak.kʰaːˈbʊn.dʊs],bacchabundus,0
103476,b0033,bacula,n,n-s---fn1-,bacul,,,['ba.kʊ.la],bacula,0
103491,b0067,ballatrix,n,n-s---fn3-,ballatric,,,['baɫ.la.t̪rɪks],ballatrix,0
103501,b0333,balnearia,n,n-p---nn2-,balneari,,,[baɫ.n̪ɛ̣.'ja.rɪ̣.ja],balnearia,0
20355,b0085,balneum,n,n-s---nn2-,balne,,,[ˈbaɫ.ne.ũ],balneum,1
103507,b0088,balsamarius,a,aps---mn1-,balsamari balsamari balsamari,,,[baɫ.sa.'ma.rɪ̣.jʊs],balsamarius,0
20365,b0114,barba,n,n-s---fn1-,barb,,,['bar.ba],barba,1
103524,b0130,barbitondium,n,n-s---nn2-,barbitondi,,,[bar.bɪ.'t̪ɔn̪.d̪ɪ̣.jũː],barbitondium,0
20371,b0139,bardocucullus,n,n-s---mn2-,bardocucull,,,[bar.d̪ɔ.kʊ.'kʊɫ.lʊs],bardocucullus,1
103292,a3304,atramentale,n,n-s---nn3i,atramental,,,[a.t̪ra.'mɛ.n̪t̪a.lɛ],atramentale,0
103559,b0186,batrachites,n,n-s---mn1g,batrachit,,,[ba.'t̪ra.kʰɪ.t̪ɛs],batrachites,0
20420,b0280,beryllus,n,n-s---mn2-,beryll,,29409,[beːˈrʏl.lʊs],beryllus,1
20428,b0307,bibliotheca,n,n-s---fn1-,bibliothec,,29410,/bi.bli.oˈtʰeː.ka/,bibliotheca,1
20385,b0205,beatitas,n,n-s---fn3-,beatitat,,,[bɛ̣.'ja.t̪ɪ.t̪as],beatitas,1
20392,b0221,bellatorius,a,aps---mn1-,bellatori bellatori bellatori,,,/bel.laːˈtoː.ri.us/,bellatorius,1
103579,b0224,bellax,a,aps---an3i,bellac bellac bellac,,,['bɛɫ.laks],bellax,0
34759,b0226,belliatus,a,aps---mn1-,belliat belliat belliat,,,[bɛɫ.'lɪ̣.ja.t̪ʊs],belliatus,0
47170,b0228,bellicrepus,a,aps---mn1-,bellicrep bellicrep bellicrep,,,[bɛɫ.'lɪ.krɛ.pʊs],bellicrepus,0
58322,b0015,bellicus,a,aps---mn1-,bellic bellic bellic,,,[ˈbɛl.lɪ.kʊs],bellicus,1
44263,b0232,belliger,a,aps---mn1r,belliger belliger belliger,,,[ˈbɛl.lɪ.ɡɛr],belliger,0
20403,b0251,beluilis,a,aps---cn3i,beluil beluil beluil,,,[bɛ.'luj.lɪs],beluilis,1
41157,b0252,beluosus,a,aps---mn1-,beluos beluos beluos,,,[beː.ɫʊˈoː.sʊs],beluosus,0
103596,b0257,benedicibilis,a,aps---cn3i,benedicibil benedicibil benedicibil,,,[bɛ.n̪ɛ.d̪ɪ.'kɪ.bɪ.lɪs],benedicibilis,0
20410,b0261,benefactor,n,n-s---mn3-,benefactor,,,[bɛ.nɛˈfak.tɔr],benefactor,1
44004,b0277,benna,n,n-s---fn1-,benn,,,['bɛn̪.n̪a],benna,0
38023,b0285,bestiarius,a,aps---mn1-,bestiari bestiari bestiari,,,[beːs.tɪˈaː.ri.ʊs],bestiarius,0
33950,b0660,betaceus,a,aps---mn1-,betace betace betace,,,['bɛ.t̪akews],betaceus,0
103624,b0290,betizo,v,v1spia--1-,betiz betizau betiza,,,[bɛ.'t̪ɪz.zɔ],betizo,0
103642,b0321,bicodulus,a,aps---mn1-,bicodul bicodul bicodul,,,[bɪ.'kɔ.d̪ʊ.lʊs],bicodulus,0
39169,b0322,bicolorus,a,aps---mn1-,bicolor bicolor bicolor,,,[bɪ.'kɔ.lɔ.rʊs],bicolorus,0
103656,b0340,biennalis,a,aps---cn3i,biennal biennal biennal,,,[bɪ̣.'jɛn̪.n̪a.lɪs],biennalis,0
38565,b0352,biformatus,a,aps---mn1-,biformat biformat biformat,,,[bɪ.'fɔr.ma.t̪ʊs],biformatus,0
57080,b0359,bigatus,a,aps---mn1-,bigat bigat bigat,,,['bɪ.ga.t̪ʊs],bigatus,0
97768,b0370,bilibris,a,aps---cn3i,bilibr bilibr bilibr,,,[bɪ.'liː.briːs],bilibris,0
20434,b0380,bimaritus,n,n-s---mn2-,bimarit,,,[bɪ.'ma.rɪ.t̪ʊs],bimaritus,1
32270,b0389,binarius,a,aps---mn1-,binari binari binari,,,[biːˈnaː.ri.ʊs],binarius,0
37652,b0393,binoctium,n,n-s---nn2-,binocti,,,[bɪ.'n̪ɔk.t̪ɪ̣.jũː],binoctium,0
103684,b0401,bipalmis,a,aps---cn3i,bipalm bipalm bipalm,,,[bɪ.'paɫ.mɪs],bipalmis,0
103689,b0408,bipedus,a,aps---mn1-,biped biped biped,,,['bɪ.pɛ.d̪ʊs],bipedus,0
97779,b0410,bipennis,a,aps---cn3i,bipenn bipenn bipenn,,,[bɪ.'pɛn̪.n̪ɪs],bipennis,0
33634,b0414,biprorus,a,aps---mn1-,bipror bipror bipror,,,['bɪ.prɔ.rʊs],biprorus,0
103699,b0425,bisextialis,a,aps---cn3i,bisextial bisextial bisextial,,,[bɪ.sɛks.'t̪ɪ̣.ja.lɪs],bisextialis,0
39500,b0441,bituminosus,a,aps---mn1-,bituminos bituminos bituminos,,,[bɪ.tuː.mɪˈnoː.sʊs],bituminosus,0
20439,b0454,blandificus,a,aps---mn1-,blandific blandific blandific,,,[blan̪.'d̪ɪ.fɪ.kʊs],blandificus,1
48872,b0455,blandifluus,a,aps---mn1-,blandiflu blandiflu blandiflu,,,[blan̪.'d̪ɪf.lʊ.jʊs],blandifluus,0
103720,b0456,blandiloquens,a,aps---an3i,blandiloquent blandiloquent blandiloquent,,,[blan̪.'d̪ɪ.lɔ.kʷeːn̪s],blandiloquens,0
42506,b0447,blateratus,n,n-s---mn4-,blaterat,,,[bla.'t̪ɛ.ra.t̪ʊs],blateratus,0
20450,b0479,blatio,v,v1spia--4-,blat blatiu blatit,,,['bla.t̪ɪ̣.jɔ],blatio,1
103741,b0486,blattinus,a,aps---mn1-,blattin blattin blattin,,,['blat̪.t̪ɪ.n̪ʊs],blattinus,0
43311,b0500,bolarium,n,n-s---nn2-,bolari,,,[boːˈɫa.ri.ũ],bolarium,0
103765,b0516,bombisonus,a,aps---mn1-,bombison bombison bombison,,,[bɔm.'bɪ.sɔ.n̪ʊs],bombisonus,0
103781,b0534,bonememorius,a,aps---mn1-,bonememori bonememori bonememori,,,[bɔ.n̪ɛ.mɛ.'mɔ.rɪ̣.jʊs],bonememorius,0
20460,b0144,bonum,n,n-s---nn2-,bon,,,[ˈbɔ.nũ],bonum,1
103800,b0560,botontini,n,n-p---mn2-,botontin,,,[bɔ.'t̪ɔn̪.t̪ɪ.n̪ɪ],botontini,0
30476,b0589,bracchiolum,n,n-s---nn2-,bracchiol,,,[brak.'kʰɪ̣.jɔ.ɫũː],bracchiolum,1
103823,b0585,brachialis,a,aps---cn3i,brachial brachial brachial,,,[bra.'kʰɪ̣.ja.lɪs],brachialis,0
103827,b0588,brachiolaris,a,aps---cn3i,brachiolar brachiolar brachiolar,,,[bra.kʰɪ̣.'jɔ.la.rɪs],brachiolaris,0
47908,b0613,bratteatus,a,aps---mn1-,bratteat bratteat bratteat,,,[brat̪.'t̪ɛ̣.ja.t̪ʊs],bratteatus,0
103556,b0180,batalarius,a,aps---mn1-,batalari batalari batalari,,,[ba.t̪a.'la.rɪ̣.jʊs],batalarius,0
20481,b0630,breuis,a,aps---cn3i,breu breu breu,,,[ˈbrɛ.wɪs],breuis,1
33882,c0045,cacozelos,a,aps---mn1g,cacozel cacozel cacozel,,29411,[ka.'kɔz.zɛ.lɔs],cacozelos,0
39993,c0065,caduceum,n,n-s---nn2-,caduce,,29412,[kaːˈduː.ke.ũ],caduceum,0
103865,b0639,bromos,n,n-s---mn2g,brom,,,['brɔ.mɔs],bromos,0
42963,b0640,bromosus,a,aps---mn1-,bromos bromos bromos,,,['brɔ.mɔ.sʊs],bromosus,0
103884,b0659,bubalion,n,n-s---nn2g,bubali,,,[bʊ.'ba.lɪ̣.jɔn̪],bubalion,0
103892,b0668,bubularius,a,aps---mn1-,bubulari bubulari bubulari,,,[bʊ.bʊ.'la.rɪ̣.jʊs],bubularius,0
20491,b0671,bubulinus,a,aps---mn1-,bubulin bubulin bubulin,,,[buː.bʊˈliː.nʊs],bubulinus,1
103896,b0680,buccellaris,a,aps---cn3i,buccellar buccellar buccellar,,,[bʊk.'kɛɫ.la.rɪs],buccellaris,0
37205,b0696,bucino,v,v1spia--1-,bucin bucinau bucinat,,,[ˈbuː.kɪ.noː],bucino,0
103910,b0709,budinarius,n,n-s---mn2-,budinari,,,[bʊ.d̪ɪ.'n̪a.rɪ̣.jʊs],budinarius,0
20501,b0714,buglossos,n,n-s---fn2g,bugloss,,,['bʊ.glɔ.ssɔs],buglossos,1
20502,b0720,bulbus,n,n-s---mn2-,bulb,,,['bʊɫ.bʊs],bulbus,1
20508,b0747,burdonarius,n,n-s---mn2-,burdonari,,,[bʊr.d̪ɔ.'n̪a.rɪ̣.jʊs],burdonarius,1
103923,b0748,burdonicus,n,n-s---mn2-,burdonic,,,[bʊr.'d̪ɔ.n̪ɪ.kʊs],burdonicus,0
44888,b0764,bustirapus,n,n-s---mn2-,bustirap,,,[bʊsˈtɪ.ra.pʊs],bustirapus,0
103941,b0773,buthytes,n,n-s---mn3-,buthyt,,,['bʊ.t̪ʰy.t̪ɛs],buthytes,0
54701,b0784,buxiarius,a,aps---mn1-,buxiari buxiari buxiari,,,[bʊk.sɪ̣.'ja.rɪ̣.jʊs],buxiarius,0
103960,c0003,caballarius,n,n-s---mn2-,caballari,,,[ka.baɫ.'la.rɪ̣.jʊs],caballarius,0
103961,c0005,caballico,v,v1spia--1-,caballic caballicau caballica,,,[ka.'baɫ.lɪ.kɔ],caballico,0
52437,c0019,caccabatus,a,aps---mn1-,caccabat caccabat caccabat,,,[kak.'ka.ba.t̪ʊs],caccabatus,0
103979,c0027,cachinnabilis,a,aps---cn3i,cachinnabil cachinnabil cachinnabil,,,[ka.kʰɪn̪.'n̪a.bɪ.lɪs],cachinnabilis,0
47720,c0042,cacosyntheton,n,n-s---nn2g,cacosynthet,,,[ka.kɔ.'syn̪.t̪ʰɛ.t̪ɔn̪],cacosyntheton,0
103991,c0043,cacosystatus,a,aps---mn1-,cacosystat cacosystat cacosystat,,,[ka.kɔ.'sys.t̪a.t̪ʊs],cacosystatus,0
51563,c9048,caculatum,n,n-s---nn2-,caculat,,,[ka.'kʊ.la.t̪ũː],caculatum,0
20517,c0051,cacumino,v,v1spia--1-,cacumin cacuminau cacuminat,,,[kaˈkuː.mɪ.noː],cacumino,1
58064,c0068,caducus,a,aps---mn1-,caduc caduc caduc,,,[kaˈduː.kʊs],caducus,1
97800,c0074,caecigenus,a,aps---mn1-,caecigen caecigen caecigen,,,[kaj.'kɪ.gɛ.n̪ʊs],caecigenus,0
20524,c0077,caecitudo,n,n-s---fn3-,caecitudin,,,[kaj.'kɪ.t̪ʊ.d̪ɔ],caecitudo,1
104009,c0081,caecutio,v,v1spia--4-,caecuti  ,,,[kaj.'kʊ.t̪ɪ̣.jɔ],caecutio,0
20532,c4698,caelibatus,n,n-s---mn4-,caelibat,,,[kaj.'lɪ.ba.t̪ʊs],caelibatus,1
33361,c0109,caenositas,n,n-s---fn3-,caenositat,,,[kaj.'n̪ɔ.sɪ.t̪as],caenositas,0
104025,c1188,caepicium,n,n-s---nn2-,caepici,,,[kaj.'pɪ.kɪ̣.jũː],caepicium,0
104038,c0129,caesapon,n,n-s---nn2g,caesap,,,['kaj.sa.pɔn̪],caesapon,0
38332,c0136,caesitas,n,n-s---fn3-,caesitat,,,['kaj.sɪ.t̪as],caesitas,0
56799,c0141,caespiticius,a,aps---mn1-,caespitici caespitici caespitici,,,[kajs.pɪ.'t̪ɪ.kɪ̣.jʊs],caespiticius,0
57919,c0234,caetratus,a,aps---mn1-,caetrat caetrat caetrat,,,['kaj.t̪ra.t̪ʊs],caetratus,1
104058,c0165,calamites,n,n-s---mn1g,calamit,,,[ka.'la.mɪ.t̪ɛs],calamites,0
30020,c0172,calathus,n,n-s---mn2-,calath,,,['ka.la.t̪ʰʊs],calathus,0
52563,c0180,calcariarius,a,aps---mn1-,calcariari calcariari calcariari,,,[kaɫ.kaː.rɪˈaː.ri.ʊs],calcariarius,0
20552,c0188,calceamen,n,n-s---nn3-,calceamin,,,[kaɫ.'kɛ̣.ja.mɛn̪],calceamen,1
104071,c0189,calceamentarius,n,n-s---mn2-,calceamentari,,,[kaɫ.kɛ̣.ja.mɛn̪.'t̪a.rɪ̣.jʊs],calceamentarius,0
36952,c0984,calcearius,n,n-s---mn2-,calceari,,,[kaɫ.kɛ̣.'ja.rɪ̣.jʊs],calcearius,0
40916,c0202,calcitrosus,a,aps---mn1-,calcitros calcitros calcitros,,,[kaɫ.'kɪ.t̪rɔ.sʊs],calcitrosus,0
20558,c0204,calculatio,n,n-s---fn3-,calculation,,,[kaɫ.kʊ.'la.t̪ɪ̣.jɔ],calculatio,1
43885,c0219,calculatura,n,n-s---fn1-,calculatur,,,[kaɫ.kʊ.'la.t̪ʊ.ra],calculatura,0
45214,c9211,caldicerebrius,a,aps---mn1-,caldicerebri caldicerebri caldicerebri,,,[kaɫ.d̪ɪ.kɛ.'rɛ.brɪ̣.jʊs],caldicerebrius,0
104088,c0216,calefactibilis,a,aps---cn3i,calefactibil calefactibil calefactibil,,,[ka.lɛ.fak.'t̪ɪ.bɪ.lɪs],calefactibilis,0
104358,c0719,carum,n,n-s---nn2-,car,,,['ka.rũː],cărum,0
32485,b0628,breuiloquium,n,n-s---nn2-,breuiloqui,,,[brewɪ.'lɔ.kʷɪ̣.jũː],breuiloquium,0
104097,c0230,calido,v,v1spia--1-,calid calidau calidat,,,['ka.lɪ.d̪ɔ],calido,0
20629,c0458,canticum,n,n-s---nn2-,cantic,,29415,[ˈkan.tɪ.kũ],canticum,1
132285,c0296,calumnior,v,v1spid--1-,calumni calumniat -,,29413,/kaˈlum.ni.or/,calumnior,0
20612,c0411,canistellum,n,n-s---nn2-,canistell,,29414,/ka.nisˈtel.lum/,canistellum,1
31527,c0233,caligaris,a,aps---cn3i,caligar caligar caligar,,,[ka.'lɪ.ga.rɪs],caligaris,0
20565,c0236,caligineus,a,aps---mn1-,caligine caligine caligine,,,['ka.lɪ.gɪn̪ews],caligineus,1
42128,c0264,callisphyros,a,aps---mn1g,callisphyr callisphyr callisphyr,,,[kaɫ.'lɪs.pʰy.rɔs],callisphyros,0
104114,c0275,calopodia,n,n-s---fn1-,calopodi,,,[ka.lɔ.'pɔ.d̪ɪ̣.ja],calopodia,0
20575,c0277,caloratus,a,aps---mn1-,calorat calorat calorat,,,/ka.loːˈraː.tus/,caloratus,1
44186,c0288,caluentinus,a,aps---mn1-,caluentin caluentin caluentin,,,[ka.lʊ.'jɛn̪.t̪ɪ.n̪ʊs],caluentinus,0
20578,c0294,calumniator,n,n-s---mn3-,calumniator,,,[ka.ɫʊm.nɪˈaː.tɔr],calumniator,1
104138,c0314,camelasia,n,n-s---fn1-,camelasi,,,[ka.mɛ.'la.sɪ̣.ja],camelasia,0
57271,c0324,camino,v,v1spia--1-,camin caminau caminat,,,[ka.'miː.n̪oː],camino,0
20595,c0326,camisia,n,n-s---fn1-,camisi,,,[ka.'mɪ.sɪ̣.ja],camisia,1
104160,c0337,campicellum,n,n-s---nn2-,campicell,,,[kam.pɪ.'kɛɫ.ɫũː],campicellum,0
32039,c0338,campicursio,n,n-s---fn3-,campicursion,,,[kam.pɪ.'kʊr.sɪ̣.jɔ],campicursio,0
104166,c0353,canabensis,a,aps---cn3i,canabens canabens canabens,,,[ka.n̪a.'beːn̪.sɪs],canabensis,0
20602,c0369,cancellarius,n,n-s---mn2-,cancellari,,,[kaŋ.kɛlˈlaː.ri.ʊs],cancellarius,1
97818,c0376,cancero,v,v1spia--1-,cancer cancerau cancerat,,,['kaŋ.kɛ.rɔ],cancero,0
54875,c0384,candelabrarius,n,n-s---mn2-,candelabrari,,,[kan.deː.ɫaːˈbraː.ri.ʊs],candelabrarius,0
55856,c1245,candesco,v,v1spia--3-,candesc candu -,,,/kanˈdeːs.koː/,candesco,0
38233,c0388,candico,v,v1spia--1-,candic candicau candicat,,,['kan̪.d̪ɪ.kɔ],candico,0
29367,c9722,candidatus,a,aps---mn1-,candidat candidat candidat,,,[kan̪.'d̪ɪ.d̪a.t̪ʊs],candidatus,0
104188,c0402,canicularis,a,aps---cn3i,canicular canicular canicular,,,[ka.n̪ɪ.'kʊ.la.rɪs],canicularis,0
35147,c0420,cannabinus,a,aps---mn1-,cannabin cannabin cannabin,,,[kanˈna.bɪ.nʊs],cannabinus,0
104214,c0439,cantabries,n,n-s---fn5-,cantabri,,,[kan̪.'t̪a.brɪ̣.jɛs],cantabries,0
20623,c0442,cantamen,n,n-s---nn3-,cantamin,,,[kanˈtaː.mẽ],cantamen,1
35894,c0473,canusinatus,a,aps---mn1-,canusinat canusinat canusinat,,,[ka.n̪ʊ.'sɪ.n̪a.t̪ʊs],canusinatus,0
104225,c0475,capabilis,a,aps---cn3i,capabil capabil capabil,,,[ka.'pa.bɪ.lɪs],capabilis,0
20639,c0485,capesso,v,v1spia--3-,capess capessiu capessit,,,[kaˈpɛs.soː],capesso,1
104230,c0487,capidula,n,n-s---fn1-,capidul,,,[ka.'pɪ.d̪ʊ.la],capidula,0
104238,c0497,capillosus,a,aps---mn1-,capillos capillos capillos,,,[ka.'pɪɫ.lɔ.sʊs],capillosus,0
20643,c0500,capio,v,v1spia--3i,cap cep capt,,,['ka.pɪ̣.jɔ],capio,1
97828,c0507,capitalis,a,aps---cn3i,capital capital capital,,,[ka.'pɪ.t̪a.lɪs],capitalis,0
51521,c0510,capitarius,a,aps---mn1-,capitari capitari capitari,,,[ka.pɪ.'t̪a.rɪ̣.jʊs],capitarius,0
39795,c0514,capitilauium,n,n-s---nn2-,capitilaui,,,[ka.pɪ.t̪ɪ.'la.wɪ̣.jũː],capitilauium,0
104255,c0533,capraginus,a,aps---mn1-,capragin capragin capragin,,,[ka.'pra.gɪ.n̪ʊs],capraginus,0
20651,c0536,caprarius,n,n-s---mn2-,caprari,,,[ka.'pra.rɪ̣.jʊs],caprarius,1
36743,c0540,capreolatim,r,rp--------,,,,[ka.'prɛ̣.jɔ.lat̪ĩː],capreolatim,0
104265,c0555,caprulinus,a,aps---mn1-,caprulin caprulin caprulin,,,[ka.'prʊ.lɪ.n̪ʊs],caprulinus,0
43618,c0556,caprunculum,n,n-s---nn2-,capruncul,,,[ka.'prʊ.ŋkʊ.ɫũː],caprunculum,0
34909,c0561,capsella,n,n-s---fn1-,capsell,,,[kap.'sɛɫ.la],capsella,0
37555,c0568,captatorius,a,aps---mn1-,captatori captatori captatori,,,[kap.t̪a.'t̪ɔ.rɪ̣.jʊs],captatorius,0
20657,c0571,captio,n,n-s---fn3-,caption,,,['kap.t̪ɪ̣.jɔ],captio,1
104279,c0577,captiuatrix,n,n-s---fn3-,captiuatric,,,[kap.'t̪ɪ.wa.t̪rɪks],captiuatrix,0
20664,c0592,caput,n,n-s---nn3-,capit,,,[ˈka.pʊt],caput,1
33804,c9597,carbaseus,a,aps---mn1-,carbase carbase carbase,,,[karˈba.se.ʊs],carbaseus,0
52809,c0600,carbonarius,a,aps---mn1-,carbonari carbonari carbonari,,,[kar.boːˈnaː.ri.ʊs],carbonarius,0
104295,c0602,carboneus,a,aps---mn1-,carbone carbone carbone,,,['kar.bɔn̪ews],carboneus,0
97809,c1101,calesco,v,v1spia--3-,calesc calu -,,,[ka.'lɛs.kɔ],calesco,0
50374,c0620,carcinothron,n,n-s---nn2g,carcinothr,,,[kar.'kɪ.n̪ɔ.t̪ʰrɔn̪],carcinothron,0
20708,c0740,caseus,n,n-s---mn2-,case,,29418,[ˈkaː.se.ʊs],caseus,1
20731,c0809,cataclysmos,n,n-s---mn2g,cataclysm,,29419,[ka.'t̪a.kly.smɔs],cataclysmos,1
132292,c0966,cauillor,v,v1spid--1-,cauill cauillat -,,29420,[kaˈwɪl.lɔr],cauillor,0
20681,c0627,carino,v,v1spia--1-,carin carinau carinat,,29416,[ˈkaː.rɪ.noː],carino,1
40564,c0713,carrus,n,n-s---mn2-,carr,,29417,[ˈkar.rʊs],carrus,0
20675,c0634,carduelis,n,n-s---mn3i,carduel,,,[kar.dʊˈeː.lɪs],carduelis,1
104312,c0641,carians,a,aps---an3i,cariant cariant cariant,,,['ka.rɪ̣.jaːn̪s],carians,0
104326,c0663,carnaria,n,n-s---fn1-,carnari,,,[kar.'n̪a.rɪ̣.ja],carnaria,0
20690,c0673,carnificina,n,n-s---fn1-,carnificin,,,[kar.n̪ɪ.'fɪ.kɪ.n̪a],carnificina,1
40250,c9718,carnificus,a,aps---mn1-,carnific carnific carnific,,,[kar.'n̪ɪ.fɪ.kʊs],carnificus,0
45785,c0691,carpentarius,a,aps---mn1-,carpentari carpentari carpentari,,,[kar.pɛn̪.'t̪a.rɪ̣.jʊs],carpentarius,0
48363,c0705,carrico,v,v1spia--1-,carric carricau carricat,,,[ˈkar.rɪ.koː],carrico,0
104354,c0708,carrocarpentarius,n,n-s---mn2-,carrocarpentari,,,[kar.rɔ.kar.pɛn̪.'t̪a.rɪ̣.jʊs],carrocarpentarius,0
20699,c0714,cartallus,n,n-s---mn2-,cartall,,,[kar.'t̪aɫ.lʊs],cartallus,1
54647,c0716,cartilagineus,a,aps---mn1-,cartilagine cartilagine cartilagine,,,[kar.tɪ.ɫaːˈɡɪ.ne.ʊs],cartilagineus,0
45118,c0717,cartilaginosus,a,aps---mn1-,cartilaginos cartilaginos cartilaginos,,,[kar.tɪ.ɫaː.ɡɪˈnoː.sʊs],cartilaginosus,0
104367,c0729,casalis,a,aps---cn3i,casal casal casal,,,['ka.sa.lɪs],casalis,0
104368,c0732,casanicus,a,aps---mn1-,casanic casanic casanic,,,[ka.'sa.n̪ɪ.kʊs],casanicus,0
104383,c0751,cassidile,n,n-s---nn3i,cassidil,,,[kas.'sɪ.d̪ɪ.lɛ],cassidile,0
20716,c0760,cassus,a,aps---mn1-,cass cass cass,,,[ˈkas.sʊs],cassus,1
20717,c0761,castanea,n,n-s---fn1-,castane,,,/kasˈta.ne.a/,castanea,1
57407,c0765,castellarius,n,n-s---mn2-,castellari,,,[kas.t̪ɛɫ.'la.rɪ̣.jʊs],castellarius,1
20721,c0773,castigatio,n,n-s---fn3-,castigation,,,[kas.t̪ɪ.'ga.t̪ɪ̣.jɔ],castigatio,1
104394,c0779,castimonialis,a,aps---cn3i,castimonial castimonial castimonial,,,[kas.t̪ɪ.mɔ.'n̪ɪ̣.ja.lɪs],castimonialis,0
53617,c0782,castitudo,n,n-s---fn3-,castitudin,,,[kas.'t̪ɪ.t̪ʊ.d̪ɔ],castitudo,0
97846,c0787,castra,n,n-s---fn1-,castr,,,['kas.t̪ra],castra,0
55480,c0792,castrensiarius,n,n-s---mn2-,castrensiari,,,[kas.t̪reː.n̪sɪ̣.'ja.rɪ̣.jʊs],castrensiarius,0
48992,c0806,catachanna,n,n-s---fn1-,catachann,,,[ka.t̪a.'kʰan̪.n̪a],catachanna,0
104413,c0807,catachresis,n,n-s---fn3i,catachres,,,[ka.'t̪a.kʰrɛ.sɪs],catachresis,0
51839,c9823,catalepticus,a,aps---mn1-,cataleptic cataleptic cataleptic,,,[ka.t̪a.'lɛp.t̪ɪ.kʊs],catalepticus,0
104422,c0830,catanance,n,n-s---fn1g,catananc,,,[ka.t̪a.'n̪aŋ.kɛ],catanance,0
104429,c0846,catarrhosus,a,aps---mn1-,catarrhos catarrhos catarrhos,,,[ka.'t̪ar.rɔ.sʊs],catarrhosus,0
41967,c0857,catatexitechnus,a,aps---mn1-,catatexitechn catatexitechn catatexitechn,,,[ka.t̪a.t̪ɛk.sɪ.'t̪ɛkʰ.n̪ʊs],catatexitechnus,0
20739,c0862,catechismus,n,n-s---mn2-,catechism,,,[ka.t̪ɛ.'kʰɪs.mʊs],catechismus,1
42914,c0873,catenarius,a,aps---mn1-,caten caten caten,,,[ka.t̪eː.'n̪aː.rɪ̣.jʊs],catenarius,0
20745,c0874,catenatio,n,n-s---fn3-,catenation,,,[ka.t̪ɛ.'n̪a.t̪ɪ̣.jɔ],catenatio,1
104440,c0878,catenosus,a,aps---mn1-,catenos catenos catenos,,,[ka.'t̪ɛ.n̪ɔ.sʊs],catenosus,0
49299,c0909,catoecicus,a,aps---mn1-,catoecic catoecic catoecic,,,['kat̪oj.kɪ.kʊs],catoecicus,0
50532,c0922,catuloticus,a,aps---mn1-,catulotic catulotic catulotic,,,[ka.tuːˈɫoː.tɪ.kʊs],catuloticus,0
20755,c0925,catus,a,aps---mn1-,cat cat cat,,,[ˈka.tʊs],catus,1
51258,c0932,cauator,n,n-s---mn3-,cauator,,,['ka.wa.t̪ɔr],cauator,0
34030,c0940,caudicarius,a,aps---mn1-,caudicari caudicari caudicari,,,[kaw.d̪ɪ.'ka.rɪ̣.jʊs],caudicarius,0
104459,c0943,caudifico,v,v1spia--1-,caudific caudificau caudifica,,,[kaw.'d̪ɪ.fɪ.kɔ],caudifico,0
20774,c0961,cauillatio,n,n-s---fn3-,cauillation,,,[ka.wɪɫ.'la.t̪ɪ̣.jɔ],cauillatio,1
104471,c0963,cauillatorius,a,aps---mn1-,cauillatori cauillatori cauillatori,,,[ka.wɪɫ.la.'t̪ɔ.rɪ̣.jʊs],cauillatorius,0
32311,c0926,cauillatus,n,n-s---mn4-,cauillat,,,[ka.'wɪɫ.la.t̪ʊs],cauillatus,0
49393,c0986,cauponius,a,aps---mn1-,cauponi cauponi cauponi,,,[kaw.'pɔ.n̪ɪ̣.jʊs],cauponius,0
104297,c0609,carceralis,a,aps---cn3i,carceral carceral carceral,,,[kar.'kɛ.ra.lɪs],carceralis,0
20781,c1031,cedo,v,v1spia--3-,ced cess cess,,,/ˈkeː.doː/,cedo,1
104525,c1064,celeumaticus,a,aps---mn1-,celeumatic celeumatic celeumatic,,,[kɛɫew.'ma.t̪ɪ.kʊs],celeumaticus,0
104708,c1389,charadrios,n,n-s---mn2g,charadri,,29423,[kʰa.'ra.d̪rɪ̣.jɔs],charadrios,0
104743,c1436,chersydros,n,n-s---mn2g,chersydr,,29424,['kʰɛr.sy.d̪rɔs],chersydros,0
31822,c1464,chlora,n,n-s---fn1-,chlor,,29425,['kʰlɔ.ra],chlora,0
20865,c1487,choraules,n,n-s---mn1g,choraul,,29426,[kʰɔˈrau̯.ɫeːs],choraules,1
51125,c1505,chortinus,a,aps---mn1-,chortin chortin chortin,,29427,['kʰɔr.t̪ɪ.n̪ʊs],chortinus,0
20819,c1230,cerebrum,n,n-s---nn2-,cerebr,,29421,[ˈkɛ.rɛ.brũ],cerebrum,1
30563,c1238,cerintha,n,n-s---fn1-,cerinth,,29422,[kɛ.'rɪn̪.t̪ʰa],cerintha,0
57594,c1080,celocula,n,n-s---fn1-,celocul,,,[kɛ.'lɔ.kʊ.la],celocula,1
104543,c1090,cenacellum,n,n-s---nn2-,cenacell,,,[kɛ.n̪a.'kɛɫ.ɫũː],cenacellum,0
43857,c0844,cenacularius,a,aps---mn1-,cenaculari cenaculari cenaculari,,,[kɛ.n̪a.kʊ.'la.rɪ̣.jʊs],cenacularius,0
20799,c1094,cenaculum,n,n-s---nn2-,cenacul,,,[keː.'n̪aː.kʊ.ɫũː],cenaculum,1
