s1125,semirasus,a,0,aps---mn1-,semiras semiras semiras,semirasus
42863,42863,conreptio,n,0,n-s---fn3-,conreption,conreptio
42909,42909,coriandrus,n,0,n-s---mn2-,coriandr,coriandrus
42906,42906,consiptum,n,0,n-s---nn2-,consipt,consiptum
42921,42921,crocyfantium,n,0,n-s---nn2-,crocyfanti,crocyfantium
42871,42871,dorcus,n,0,n-s---mn2-,dorc,dorcus
42884,b0460,blandiloquus,a,0,aps---mn1-,blandiloqu blandiloqu blandiloqu,blandiloquus
42907,42907,holosericum,n,0,n-s---nn2-,holoseric,holosericum
42938,42938,illo,r,0,rp--------,,illo
42880,42880,inligo,v,0,v1spia--1-,salaputi,inligo
42910,42910,paroecianus,n,0,n-s---mn2-,paroecian,paroecianus
42890,c0147,caesuratim,r,0,rp--------,,caesuratim
42861,c0193,calceo,v,0,v1spia--1-,calce calceau calceat,calceo
42918,42918,peiuratus,a,0,aps---mn1-,intercurs intercurs intercurs,peiuratus
42920,c9213,caldicus,a,0,aps---mn1-,caldic caldic caldic,caldicus
42868,42868,psychologicus,a,0,aps---mn1-,psychologic psychologic psychologic,psychologicus
42893,42893,putillus,n,0,n-s---mn2-,put put put,putillus
42922,42922,sartus,a,0,aps---mn1-,crocyfanti crocyfanti crocyfanti,sartus
42930,42930,scriptula,n,0,n-p---nn2-,scriptul,scriptula
42919,42919,solide,r,0,rp--------,intercurs intercursau intercursat,solide
42888,42888,taedeo,v,0,v1spia--2-,taed - taes,taedeo
42882,42882,adquisitus,a,0,aps---mn1-,adquisit adquisit adquisit,adquisitus
42866,c2947,concalefio,v,0,v1spia--3-,concalef - concalefact,concalefio
42913,c4775,cyceon,n,0,n-s---mn3-,cyceon,cyceon
42903,d1650,diplois,n,0,n-s---fn3-,diploid,diplois
42887,g0349,glareosus,a,0,aps---mn1-,glareos glareos glareos,glareosus
42865,i0488,imperfectus,a,0,aps---mn1-,imperfect imperfect imperfect,imperfectus
42878,i9917,impraesentiarum,r,0,rp--------,,impraesentiarum
42860,i1223,indeploratus,a,0,aps---mn1-,indeplorat indeplorat indeplorat,indeploratus
42892,i2350,interiectus,n,0,n-s---mn4-,interiect,interiectus
42915,i2424,interordinium,n,0,n-s---nn2-,interordini,interordinium
42883,m0146,mala,n,0,n-s---fn1-,mal malu -,mala
42934,p1289,periucundus,a,0,aps---mn1-,periucund periucund periucund,periucundus
42917,p3041,praegusto,v,0,v1spia--1-,intercurs intercurs intercurs,praegusto
42908,q0155,quasso,v,0,v1spia--1-,quass quassau quassat,quasso
42901,r1490,rumifico,v,0,v1spia--1-,rumific rumificau rumificat,rumifico
42896,s0134,sagus,a,0,aps---mn1-,sag sag sag,sagus
42879,s0141,salaputium,n,0,n-s---nn2-,salaputi,salaputium
42898,s0164,salillum,n,0,n-s---nn2-,salill,salillum
42911,s2204,spira,n,0,n-s---fn1-,spir,spira
42867,u1388,uinolentia,n,0,n-s---fn1-,uinolenti,uinolentia
42873,a2271,aeneum,n,0,n-s---nn2-,aene,aeneum
42992,p0875,peradulescentulus,a,0,aps---mn2-,peradulescentul peradulescentul peradulescentul,peradulescentulus
42972,c0856,catastropha,n,0,n-s---fn1-,catastroph,catastropha
43012,43012,adcurro,v,0,v1spia--3-,adcurr adcurr adcurs,adcurro
42975,42975,agraphum,n,0,n-s---nn2-,agraph,agraphum
43018,43018,apo,v,0,v1spia--3-,ap - apt,apo
43002,43002,attemperate,r,0,rp--------,,attemperate
42955,42955,biscoctus,n,0,n-s---mn4-,biscoct,biscoctus
42960,42960,campeador,n,0,n-s---mn1-,campeador,campeador
42985,42985,admiralius,n,0,n-s---mn2-,admirali,admiralius
42956,42956,cometessa,n,0,n-s---fn1-,cometess,cometessa
42977,42977,conlisus,n,0,n-s---mn2-,conlis,conlisus
42946,42946,conquiliarius,n,0,n-s---mn2-,conquiliari,conquiliarius
43017,43017,crepidulum,n,0,n-s---nn2-,crepidul,crepidulum
30463,r1025,recolo,v,0,v1spia--3-,recol recolu recult,recolo
42994,42994,dacrima,n,0,n-s---fn1-,dacrim,dacrima
42970,42970,diaeteticus,n,0,n-s---mn2-,diaetetic,diaeteticus
42988,42988,dialecticum,n,0,n-s---nn2-,dialectic,dialecticum
42990,42990,ethnographia,n,0,n-s---fn1-,ethnographi,ethnographia
42999,42999,exstaticus,a,0,aps---mn1-,exstatic exstatic exstatic,exstaticus
43013,43013,indefectibiliter,r,0,rp--------,,indefectibiliter
43007,43007,infricatus,a,0,aps---mn1-,infricat infricat infricat,infricatus
42965,42965,inlutus,a,0,aps---mn1-,inlut inlut inlut,inlutus
42951,42951,notabiliter,r,0,rp--------,diachyl,notabiliter
42954,42954,peccabundus,a,0,aps---mn1-,peccabund peccabund peccabund,peccabundus
42997,42997,perductor,a,0,aps---an3-,perductor perductor perductor,perductor
42996,42996,potissume,r,0,rp--------,,potissume
43014,43014,primogenius,a,0,aps---mn1-,primogeni primogeni primogeni,primogenius
42962,42962,quorsum,r,0,rp--------,,quorsum
43019,a1551,aluminosus,a,0,aps---mn1-,aluminos aluminos aluminos,aluminosus
42952,42952,sarritor,n,0,n-s---mn3-,sarritor,sarritor
43006,43006,transcendentalis,a,0,aps---cn3-,transcendental transcendental transcendental,transcendentalis
42940,42940,Caelus,n,0,n-s---mn2-,Cael,Caelus
42966,a2894,arnus,n,0,n-s---mn2-,arn,arnus
42986,b0348,bifidus,a,0,aps---mn1-,bifid bifid bifid,bifidus
43005,b0690,buceras,n,0,n-s---nn3-,bucerat,buceras
43004,c0002,caballa,n,0,n-s---fn1-,caball,caballa
42942,c0994,caurus,n,0,n-s---mn2-,caur,caurus
42981,c1025,cautor,n,0,n-s---mn3-,cautor,cautor
42944,c1494,chorepiscopus,n,0,n-s---mn2-,chorepiscop,chorepiscopus
42949,c2360,colicon,n,0,n-s---nn2-,colic,colicon
42979,c2543,colurnus,a,0,aps---mn1-,colurn colurn colurn,colurnus
42964,c4313,crepida,n,0,n-s---fn1-,crepid,crepida
42993,f0073,faecatus,a,0,aps---mn1-,faecat faecat faecat,faecatus
43009,f0477,fictor,n,0,n-s---mn3-,fictor,fictor
113714,i1077,inconuulsus,a,0,aps---mn1-,inconuuls inconuuls inconuuls,inconuulsus
42978,n0572,nouenarius,a,0,aps---mn1-,nouenari nouenari nouenari,nouenarius
43001,o0406,occulco,v,0,v1spia--1-,occulc occulcau occulcat,occulco
42957,p1155,perfrigidus,a,0,aps---mn1-,perfrigid perfrigid perfrigid,perfrigidus
43016,s0324,sanna,n,0,n-s---fn1-,sann,sanna
43003,s2326,squameus,a,0,aps---mn1-,squam squam squam,squameus
42959,t0215,telonarius,n,0,n-s---mn2-,telonari,telonarius
42989,t0229,temetum,n,0,n-s---nn2-,temet,temetum
42982,t0776,toleratio,n,0,n-s---fn3-,toleration,toleratio
43029,43029,magnificentus,n,0,n-s---mn4-,magnificent,magnificentus
43051,43051,amictorius,a,0,aps---mn1-,amictori amictori amictori,amictorius
43064,43064,bombacinum,n,0,n-s---nn2-,bombacin,bombacinum
43032,43032,catadupum,n,0,n-s---nn2-,catadup,catadupum
43049,43049,catlutio,n,0,n-s---fn3-,catlution,catlutio
43073,43073,ceruisiaria,n,0,n-s---fn1-,ceruisiari,ceruisiaria
43023,43023,compeditus,n,0,n-s---mn4-,compedit,compeditus
43070,43070,conpatronus,n,0,n-s---mn2-,conpatron,conpatronus
43038,43038,conreptus,a,0,aps---mn1-,conrept conrept conrept,conreptus
43075,43075,decumanus,a,0,aps---mn1-,decuman decuman decuman,decumanus
43020,43020,duoetuicesimani,n,0,n-p---mn2-,duoetuicesiman,duoetuicesimani
43053,43053,exorcistatus,n,0,n-s---mn4-,exorcistat,exorcistatus
43084,43084,extrapolatio,n,0,n-s---fn3-,extrapolation,extrapolatio
43080,43080,gynaecearium,n,0,n-s---nn2-,gynaeceari,gynaecearium
43052,43052,induoia,n,0,n-s---fn1-,induoi,induoia
43054,43054,infallibiliter,r,0,rp--------,,infallibiliter
43045,43045,linguisticus,a,0,aps---mn1-,linguistic linguistic linguistic,linguisticus
43077,43077,apstrusus,a,0,aps---mn1-,apstrus apstrus apstrus,apstrusus
43034,43034,pertinenter,r,0,rp--------,per,pertinenter
43042,43042,promono,v,0,v1spia--1-,promon promonau promonat,promono
43033,43033,quor,r,0,rp--------,,quor
43024,43024,refulgo,v,0,v1spia--1-,refulg refuls -,refulgo
43048,43048,strepito,v,0,v1spia--3-,strepit strepitau strepitat,strepito
43071,43071,subpuratorius,a,0,aps---mn1-,subpuratori subpuratori subpuratori,subpuratorius
43092,43092,taetricus,a,0,aps---mn1-,taetric taetric taetric,taetricus
43021,43021,theosophia,n,0,n-s---fn1-,theosophi,theosophia
43066,43066,tinguo,v,0,v1spia--3-,tingu tinx tinct,tinguo
43085,43085,transmodulatrum,n,0,n-s---nn2-,transmodulatr,transmodulatrum
43060,43060,tuus,n,0,n-s---mn2-,t PRO,tuus
43043,a2815,argutiola,n,0,n-s---fn1-,argutiol,argutiola
43041,c9835,caesarianum,n,0,n-s---nn2-,caesarian,caesarianum
43025,43025,uespillo,n,0,n-s---mn3-,uespillon,uespillo
43067,c0936,caudeus,a,0,aps---mn1-,caude caude caude,caudeus
43088,c1467,chloritis,n,0,n-s---fn3-,chloritid,chloritis
43082,c1816,circummunitio,n,0,n-s---fn3-,circummunition,circummunitio
43030,c2845,compitensis,a,0,aps---cn3i,compitens compitens compitens,compitensis
43074,c3210,confamulus,n,0,n-s---mn2-,confamul,confamulus
43087,d0565,delimitatio,n,0,n-s---fn3-,delimitation,delimitatio
43081,d1034,destitutor,n,0,n-s---mn3-,destitutor,destitutor
43068,e1236,exarchus,n,0,n-s---mn2-,exarch,exarchus
43039,f0619,flaminica,n,0,n-s---fn1-,flaminic,flaminica
43031,h0221,haemorrhois,n,0,n-s---fn3-,haemorrhoid,haemorrhois
43040,i0319,imbrifer,a,0,aps---mn1r,imbrifer imbrifer imbrifer,imbrifer
43055,i2262,interaneum,n,0,n-s---nn2-,interane,interaneum
43078,l0729,lictor,n,0,n-s---mn3-,lictor,lictor
43072,p0018,paenula,n,0,n-s---fn1-,paenul,paenula
43028,r0094,rhetoricus,a,0,aps---mn1-,rhetoric rhetoric rhetoric,rhetoricus
43059,s0641,scilla,n,0,n-s---fn1-,scill,scilla
43044,t1140,tredecim,a,0,aps---an--,argutiol argutiol argutiol,tredecim
43036,u0108,uarianus,a,0,aps---mn1-,uarian uarian uarian,uarianus
43090,a0787,aduersatrix,n,0,n-s---fn3-,aduersatric,aduersatrix
43037,a0370,achor,n,0,n-s---mn3-,achor,achor
43132,43132,annumero,v,0,v1spia--1-,annumer annumerau annumerat,annumero
43112,43112,aliubei,r,0,rp--------,,aliubei
43097,43097,altruista,n,0,n-s---fn1-,altruist,altruista
43159,43159,ambiualentia,n,0,n-s---fn1-,ambiualenti,ambiualentia
43145,43145,bucitum,n,0,n-s---nn2-,bucit,bucitum
43165,43165,campismus,n,0,n-s---mn2-,campism,campismus
43138,43138,conculium,n,0,n-s---nn2-,conculi,conculium
43144,a0863,aeditua,n,0,n-s---fn1-,aeditu,aeditua
43147,43147,conlusorie,r,0,rp--------,,conlusorie
43157,43157,conpetitrix,n,0,n-s---fn3-,conpetitric,conpetitrix
43116,43116,conpilatio,n,0,n-s---fn3-,conpilation,conpilatio
43111,43111,conpositus,a,0,aps---mn1-,conposit conposit conposit,conpositus
43169,43169,duntaxat,r,0,rp--------,,duntaxat
43148,a0876,aegolethron,n,0,n-s---nn2g,aegolethr,aegolethron
43120,43120,exsuctus,a,0,aps---mn1-,denticul denticul denticul,exsuctus
43106,43106,gorilla,n,0,n-s---fn1-,gorill,gorilla
43153,43153,haedulea,n,0,n-s---fn1-,haedule,haedulea
43139,43139,impatienter,r,0,rp--------,conculi,impatienter
43164,43164,incertum,r,0,rp--------,ar,incertum
43125,43125,inpotens,a,0,aps---an3-,inpotent inpotent inpotent,inpotens
43167,43167,insatiabiliter,r,0,rp--------,peruors,insatiabiliter
124966,r1178,religo,v,1,v1spia--1-,relig religau religat,religo
43155,43155,iurgatorus,a,0,aps---mn1-,iurgator iurgator iurgator,iurgatorus
43098,43098,microbiologia,n,0,n-s---fn1-,microbiologi,microbiologia
43133,43133,niueus,a,0,aps---mn1-,  ,niueus
43131,43131,parlamentum,n,0,n-s---nn2-,parlament,parlamentum
43136,43136,peruolgo,v,0,v1spia--1-,peruolg peruolgau peruolgat,peruolgo
43166,43166,peruorsus,a,0,aps---mn1-,peruors peruors peruors,peruorsus
43093,43093,superingo,v,0,v1spia--1-,supering - superingest,superingo
43113,43113,telephonista,n,0,n-s---fn1-,telephonist,telephonista
43158,43158,tromocratia,n,0,n-s---fn1-,tromocrati,tromocratia
43096,43096,uolgo,v,0,v1spia--1-,uolg uolgau uolgat,uolgo
43122,43122,adcessitor,n,0,n-s---mn3-,adcessitor,adcessitor
43123,43123,accersio,v,0,v1spia--4-,accers - -,accersio
43107,a2427,aporiatio,n,0,n-s---fn3-,aporiation,aporiatio
43141,c0929,cauannus,n,0,n-s---mn2-,cauann,cauannus
43140,c1703,circumaro,v,0,v1spia--1-,circumar circumarau circumarat,circumaro
43129,c1730,circumcurro,v,0,v1spia--3-,circumcurr circumcurr circumcurs,circumcurro
43124,c2165,cnemis,n,0,n-s---fn3-,cnemid,cnemis
43119,d0721,denticulus,n,0,n-s---mn2-,denticul,denticulus
43137,e0019,ebriosus,a,0,aps---mn1-,ebrios ebrios ebrios,ebriosus
43161,e0039,ecclesiola,n,0,n-s---fn1-,ecclesiol,ecclesiola
43152,i0162,ignosco,v,0,v1spia--3-,ignosc ignou ignot,ignosco
43146,i0172,iligneus,a,0,aps---mn1-,iligne iligne iligne,iligneus
113723,i1088,incorporo,v,0,v1spia--1-,incorpor incorporau incorporat,incorporo
43142,i2979,iubatus,a,0,aps---mn1-,iubat iubat iubat,iubatus
43168,m0789,merda,n,0,n-s---fn1-,mer - merit,merda
43102,n0026,nardinus,a,0,aps---mn1-,nardin nardin nardin,nardinus
43135,o0116,oblocutor,n,0,n-s---mn3-,oblocutor,oblocutor
43160,p2992,praefiscini,r,0,rp--------,,praefiscini
43149,q0091,quadruplus,a,0,aps---mn1-,quadrupl quadrupl quadrupl,quadruplus
43121,r0060,rapiditas,n,0,n-s---fn3-,rapiditat,rapiditas
43099,t0727,tinus,n,0,n-s---fn2-,tin,tinus
43104,t1424,triumuiratus,n,0,n-s---mn4-,triumuirat,triumuiratus
43229,43229,adpotus,a,0,aps---mn1-,adpot adpot adpot,adpotus
43237,43237,aeuiternus,a,0,aps---mn1-,aeuitern aeuitern aeuitern,aeuiternus
43224,43224,Lamyrus,n,0,n-s---mn2-,Lamyr,Lamyrus
43197,43197,auonculus,n,0,n-s---mn2-,auoncul,auonculus
43208,43208,breuium,n,0,n-s---nn2-,breui,breuium
43199,43199,buccino,v,0,v1spia--1-,buccin buccinau buccinat,buccino
43222,43222,caperratus,a,0,aps---mn1-,caperrat caperrat caperrat,caperratus
43212,43212,cenobita,n,0,n-s---fn1-,cenobi,cenobita
43226,43226,corchoros,a,0,aps---an3-,corchor corchor corchor,corchoros
43170,43170,decoco,v,0,v1spia--3-,decoc decox decoct,decoco
43238,43238,depraedico,v,0,v1spia--1-,depraedic depraedicau depraedicat,depraedico
133295,r1179,religo,v,1,v1spia--3-,relig releg relict,religo
43171,43171,esecutio,n,0,n-s---fn3-,esecution,esecutio
43176,a8036,aesum,n,0,n-s---nn2-,aes,aesum
43209,43209,incunctanter,n,0,n-s---mn2r,incunctanter,incunctanter
43203,43203,industrie,r,0,rp--------,industri,industrie
43187,43187,inlabefactus,a,0,aps---mn1-,inlabefact inlabefact inlabefact,inlabefactus
43210,43210,lineatus,a,0,aps---mn1-,lineat lineat lineat,lineatus
43191,43191,adornate,r,0,rp--------,,adornate
43223,43223,metuendus,a,0,aps---mn1-,metuend metuend metuend,metuendus
43189,43189,mimice,r,0,rp--------,debatu debatu debatu,mimice
43198,43198,nazoreus,n,0,n-s---mn2-,nazore,nazoreus
43247,43247,pastoforius,n,0,n-s---mn2-,pastofori,pastoforius
43241,43241,pausea,n,0,n-s---fn1-,pause,pausea
43196,43196,primas,n,0,n-s---cn3-,primat primat primat,primas
43174,43174,prospeculor,n,0,n-s---fn3-,prospecul - prospeculat,prospeculor
43215,43215,qur,r,0,rp--------,,qur
43193,43193,seriosius,r,0,rp--------,,seriosius
43211,43211,summorosus,a,0,aps---mn1-,summoros summoros summoros,summorosus
43177,a1257,alabaster,n,0,n-s---mn2r,alabastr,alabaster
43179,43179,adfectiose,r,0,rp--------,adfectiosius adfectiosissime,adfectiose
43178,a3148,assessio,n,0,n-s---fn3-,assession,assessio
43214,b0169,basiolum,n,0,n-s---nn2-,basiol,basiolum
43213,b0609,brattea,n,0,n-s---fn1-,bratte,brattea
43227,c0551,caprinus,a,0,aps---mn1-,caprin caprin caprin,caprinus
43201,c0930,cauaticus,a,0,aps---mn1-,cauatic cauatic cauatic,cauaticus
43190,c2675,comminatiuus,a,0,aps---mn1-,comminatiu comminatiu comminatiu,comminatiuus
43181,c3443,connumeratio,n,0,n-s---fn3-,connumeration,connumeratio
43180,m0026,machinarius,n,0,n-s---mn2-,machinari,machinarius
43186,c4291,credra,n,0,n-s---fn1-,credr,credra
43231,d1226,diagon,n,0,n-s---nn2-,diagon,diagon
43172,d1316,diatretarius,n,0,n-s---mn2-,diatretari,diatretarius
43195,f0121,falisca,n,0,n-s---fn1-,falisc,falisca
43205,i0582,impluuium,n,0,n-s---nn2-,impluui,impluuium
43244,i1082,incoronatus,a,0,aps---mn1-,incoronat incoronat incoronat,incoronatus
43217,i2754,inuulgo,v,0,v1spia--1-,inuulg inuulgau inuulgat,inuulgo
43219,r1508,rogatus,n,0,n-s---mn4-,rogat,rogatus
43185,o0007,obaeratus,a,0,aps---mn1-,obaerat obaerat obaerat,obaeratus
43240,p1534,perrogatio,n,0,n-s---fn3-,perrogation,perrogatio
43175,p2918,praediatorius,a,0,aps---mn1-,praediatori praediatori praediatori,praediatorius
43183,p3501,prelum,n,0,n-s---nn2-,prel,prelum
43225,m0445,matella,n,0,n-s---fn1-,matell,matella
43234,u0649,uigintiuiratus,n,0,n-s---mn4-,uigintiuirat,uigintiuiratus
43192,43192,gypsatus,n,0,n-s---mn4-,gypsat,gypsatus
43324,43324,Iulius,n,0,n-s---mn2-,Iuli,iulius
43339,i3025,iugum,n,0,n-s---nn2-, iug,iugum
43313,43313,ammixtus,n,0,n-s---mn4-,ammixt,ammixtus
43334,43334,ammoderate,r,0,rp--------,,ammoderate
43306,a1119,affundo,v,0,v1spia--3-,affund - affus,affundo
43253,43253,aquula,n,0,n-s---fn1-,aquul,aquula
43295,43295,biometria,n,0,n-s---fn1-,biometri,biometria
43285,43285,bubsequa,n,0,n-s---mn1-,bubsequ,bubsequa
43272,43272,cantenatus,a,0,aps---mn1-,cantenat cantenat cantenat,cantenatus
43335,43335,confractura,n,0,n-s---fn1-,confractur,confractura
43338,43338,conlacteus,n,0,n-s---mn2-,conlacte,conlacteus
43282,43282,contrarie,n,0,n-p---mn1-,contrari,contrarie
43309,43309,coquulum,n,0,n-s---nn2-,coquul,coquulum
43326,43326,creatiuus,a,0,aps---mn1-,creatiu creatiu creatiu,creatiuus
43283,43283,cuneatus,a,0,aps---mn1-,cuneat cuneat cuneat,cuneatus
43291,a1426,allino,v,0,v1spia--3-,allin allineu allinit,allino
43298,43298,dalia,n,0,n-s---fn1-,dali,dalia
43319,43319,decemuiraliter,r,0,rp--------,,decemuiraliter
43264,43264,accersitus,n,0,n-s---mn4-,accersit,accersitus
43288,43288,desquamatum,n,0,n-s---nn2-,desquamat,desquamatum
43268,43268,dicatus,a,0,aps---mn1-,dicat dicat dicat,dicatus
43315,43315,fabrile,n,0,n-s---nn3-,fabril,fabrile
43269,43269,insidiae,n,0,n-p---fn1-,insidi,insidiae
43296,a0006,abax,n,0,n-s---mn3-,abac,abax
43322,43322,obsolete,r,0,rp--------,telegraph telegraphau telegraphat,obsolete
43303,43303,postatus,a,0,aps---mn1-,postat postat postat,postatus
124993,r1195,remando,v,1,v1spia--1-,remand remandau remandat,remando
43317,a1873,anancitis,n,0,n-s---fn3-,anancitid,anancitis
43279,43279,rabiose,r,0,rp--------,rabios,rabiose
43278,43278,reuerberatio,n,0,n-s---fn3-,reuerberation,reuerberatio
43307,43307,ultumus,a,0,aps---mn1-,ultum ultum ultum,ultumus
43318,43318,unctus,a,0,aps---mn1-,unct unct unct,unctus
43302,43302,Decuma,n,0,n-s---fn1-,Decum,Decuma
43270,43270,actuose,r,0,rp--------,,actuose
43299,a3562,aurigator,n,0,n-s---mn3-,aurigator,aurigator
43286,c0248,callais,n,0,n-s---fn3-,callaid,callais
43292,c1301,cessim,r,0,rp--------,,cessim
43254,c1416,chelidoniacus,a,0,aps---mn1-,chelidoniac chelidoniac chelidoniac,chelidoniacus
43327,c2621,commaticus,a,0,aps---mn1-,commatic commatic commatic,commaticus
43297,c3000,concheus,a,0,aps---mn1-,conche conche conche,concheus
43258,d0504,delaboro,v,0,v1spia--1-,delabor delaborau delaborat,delaboro
43265,e0125,effercio,v,0,v1spia--4-,efferc - effert,effercio
43250,f0567,fiscella,n,0,n-s---fn1-,fiscell,fiscella
43305,h0028,haedilla,n,0,n-s---fn1-,haedill,haedilla
43331,i0371,immeritus,a,0,aps---mn1-,immerit immerit immerit,immeritus
43328,i0543,impigritas,n,0,n-s---fn3-,impigritat,impigritas
43263,i2030,insilio,v,0,v1spia--4-,insil insilu -,insilio
43255,n0037,narratiuncula,n,0,n-s---fn1-,narratiuncul,narratiuncula
43293,p0883,peragratio,n,0,n-s---fn3-,peragration,peragratio
43290,p1018,perdignus,a,0,aps---mn1-,perdign perdign perdign,perdignus
43333,p2140,piscarius,n,0,n-s---mn2-,piscari,piscarius
43304,p3690,pisculentum,n,0,n-s---nn2-,pisculent,pisculentum
43249,p3110,praemetuo,v,0,v1spia--3-,praemetu - -,praemetuo
43275,p4629,putus,a,0,aps---mn1-,put put put,putus
43316,s0610,sceptuchus,n,0,n-s---mn2-,sceptuch,sceptuchus
43357,a2750,arcuarius,n,0,n-s---mn2-,arcuari,arcuarius
43380,43380,parapsis,n,0,n-s---fn3-,parapsid,parapsis
43396,43396,apstinax,a,0,aps---an3-,apstinac apstinac apstinac,apstinax
43362,43362,blouetum,n,0,n-s---nn2-,blouet,blouetum
43410,43410,caduceus,n,0,n-s---mn2-,caduce,caduceus
43398,43398,caencenatio,n,0,n-s---fn3-,caencenation,caencenatio
43359,43359,cappellania,n,0,n-s---fn1-,cappellani,cappellania
43356,43356,conpasco,v,0,v1spia--3-,conpasc conpau conpast,conpasco
43376,43376,conpressus,a,0,aps---mn1-,conpress conpress conpress,conpressus
43399,43399,deacinatus,a,0,aps---mn1-,deacinat deacinat deacinat,deacinatus
43354,43354,delinitor,n,0,n-s---mn3-,delinitor,delinitor
43347,43347,dianome,r,0,rp--------,dianom,dianome
43390,43390,dilancinatus,a,0,aps---mn1-,dilancinat dilancinat dilancinat,dilancinatus
43406,43406,exemplaritas,n,0,n-s---fn3-,exemplaritat,exemplaritas
43386,,reliquus,n,0,n-s---mn2-,reliqu,reliquus
43415,43415,fractus,a,0,aps---mn1-,anxi anxi anxi,fractus
43351,43351,incardinatio,n,0,n-s---fn3-,incardination,incardinatio
43371,43371,inlicitator,n,0,n-s---mn3-,inlicitator,inlicitator
43412,43412,inluuies,n,0,n-s---fn5-,inluui,inluuies
43411,d1452,diiugatio,n,0,n-s---fn3-,di,diiugatio
43341,43341,massuerius,n,0,n-s---mn2-,massueri,massuerius
43409,43409,naturo,v,0,v1spia--1-,natur naturau naturat,naturo
43369,43369,pasca,n,0,n-s---fn1-,pasc,pasca
43361,43361,prodigialiter,r,0,rp--------,,prodigialiter
43377,43377,psittaca,n,0,n-s---fn1-,psittac,psittaca
43385,43385,psychoanalysta,n,0,n-s---fn1-,psychoanalyst,psychoanalysta
43404,43404,saccharinum,n,0,n-s---nn2-,saccharin,saccharinum
43383,43383,uolitus,a,0,aps---mn1-,uolit uolit uolit,uolitus
43400,t0109,tapes,n,0,n-s---mn3-,tapet,tapes
43416,43416,amplificator,n,0,n-s---fn3-,amplificator,amplificator
43355,c0677,carniuorus,a,0,aps---mn1-,carniuor carniuor carniuor,carniuorus
43384,c1261,cerritus,a,0,aps---mn1-,cerrit cerrit cerrit,cerritus
