"TYPE","SOURCE","TARGET","W_SOURCE","W_TARGET"
"^","v#00153130","v#00250254","",""
"^","v#00272798","v#00211102","",""
"^","v#00211102","v#00272798","",""
"^","v#00293275","v#00107243","",""
"^","v#00107243","v#00293275","",""
"^","v#00329545","v#00162692","",""
"^","v#00162692","v#00329545","",""
"^","v#00329545","v#00298808","",""
"^","v#00298808","v#00329545","",""
"^","v#00329545","v#00329310","",""
"^","v#00329310","v#00329545","",""
"^","v#00353042","v#00161497","",""
"^","v#00161497","v#00353042","",""
"^","v#00421500","v#00421020","",""
"^","v#00421020","v#00421500","",""
"^","v#00430966","v#00429256","",""
"^","v#00429256","v#00430966","",""
"^","v#00453556","v#00453243","",""
"^","v#00453243","v#00453556","",""
"^","v#00488684","v#00404522","",""
"^","v#00404522","v#00488684","",""
"^","v#00529679","v#00529549","",""
"^","v#00529549","v#00529679","",""
"^","v#00578703","v#00577669","",""
"^","v#00577669","v#00578703","",""
"^","v#00603145","v#00599607","",""
"^","v#00599607","v#00603145","",""
"^","v#00618000","v#00617311","",""
"^","v#00617311","v#00618000","",""
"^","v#00635049","v#00424263","",""
"^","v#00424263","v#00635049","",""
"^","v#00638109","v#00620135","",""
"^","v#00620135","v#00638109","",""
"^","v#00641935","v#00641813","",""
"^","v#00641813","v#00641935","",""
"^","v#00644776","v#00560060","",""
"^","v#00560060","v#00644776","",""
"^","v#00673751","v#00654408","",""
"^","v#00654408","v#00673751","",""
"^","v#00735772","v#00733096","",""
"^","v#00733096","v#00735772","",""
"^","v#00787825","v#00787073","",""
"^","v#00787073","v#00787825","",""
"^","v#00794350","v#00793972","",""
"^","v#00793972","v#00794350","",""
"^","v#00794350","v#00794075","",""
"^","v#00794075","v#00794350","",""
"^","v#00825100","v#00655894","",""
"^","v#00655894","v#00825100","",""
"^","v#00852114","v#00839727","",""
"^","v#00839727","v#00852114","",""
"^","v#00858686","v#00856759","",""
"^","v#00856759","v#00858686","",""
"^","v#00859979","v#00456809","",""
"^","v#00456809","v#00859979","",""
"^","v#00875095","v#00874737","",""
"^","v#00874737","v#00875095","",""
"^","v#00880720","v#00522057","",""
"^","v#00522057","v#00880720","",""
"^","v#00894764","v#00797483","",""
"^","v#00797483","v#00894764","",""
"^","v#00896834","v#00798247","",""
"^","v#00798247","v#00896834","",""
"^","v#00898252","v#00898029","",""
"^","v#00898029","v#00898252","",""
"^","v#00900949","v#00489186","",""
"^","v#01887853","v#01889264","",""
"^","v#01889264","v#01887853","",""
"^","v#01887853","v#01887961","",""
"^","v#01887961","v#01887853","",""
"^","v#01844840","v#01851864","",""
"^","v#01851864","v#01844840","",""
"^","v#01828040","v#01845217","",""
"^","v#01845217","v#01828040","",""
"^","v#01832678","v#01832891","",""
"^","v#01832891","v#01832678","",""
"^","v#00755341","v#01829600","",""
"^","v#01829600","v#00755341","",""
"^","v#00345357","v#01829600","",""
"^","v#01829600","v#00345357","",""
"^","v#00162294","v#01829600","",""
"^","v#01829600","v#00162294","",""
"^","v#00551045","v#01829600","",""
"^","v#01829600","v#00551045","",""
"^","v#01828272","v#01829600","",""
"^","v#01829600","v#01828272","",""
"^","v#00808946","v#01829600","",""
"^","v#01829600","v#00808946","",""
"^","v#01678404","v#01829600","",""
"^","v#01829600","v#01678404","",""
"^","v#01668808","v#01829600","",""
"^","v#01829600","v#01668808","",""
"^","v#01700829","v#01829600","",""
"^","v#01829600","v#01700829","",""
"^","v#00321115","v#01829600","",""
"^","v#01829600","v#00321115","",""
"^","v#01785787","v#01829600","",""
"^","v#01829600","v#01785787","",""
"^","v#01804260","v#01829600","",""
"^","v#01829600","v#01804260","",""
"^","v#00757252","v#01829600","",""
"^","v#01829600","v#00757252","",""
"^","v#00768078","v#01829600","",""
"^","v#01829600","v#00768078","",""
"^","v#01808347","v#01809924","",""
"^","v#01809924","v#01808347","",""
"^","v#00800309","v#01809405","",""
"^","v#01809405","v#00800309","",""
"^","v#00800164","v#01809405","",""
"^","v#01809405","v#00800164","",""
"^","v#00786878","v#01784619","",""
"^","v#01784619","v#00786878","",""
"^","v#00757252","v#01780673","",""
"^","v#01780673","v#00757252","",""
"^","v#01123517","v#01756862","",""
"^","v#01756862","v#01123517","",""
"^","v#01752237","v#01753159","",""
"^","v#01753159","v#01752237","",""
"^","v#01730255","v#01744324","",""
"^","v#01744324","v#01730255","",""
"^","v#01727613","v#01727756","",""
"^","v#01727756","v#01727613","",""
"^","v#00664527","v#01723558","",""
"^","v#01723558","v#00664527","",""
"^","v#01715324","v#01715506","",""
"^","v#01715506","v#01715324","",""
"^","v#01635455","v#01677101","",""
"^","v#01677101","v#01635455","",""
"^","v#01130115","v#01651336","",""
"^","v#01651336","v#01130115","",""
"^","v#01359226","v#01639350","",""
"^","v#01639350","v#01359226","",""
"^","v#01576630","v#01576771","",""
"^","v#01576771","v#01576630","",""
"^","v#01559048","v#01576771","",""
"^","v#01576771","v#01559048","",""
"^","v#00784497","v#01542031","",""
"^","v#01542031","v#00784497","",""
"^","v#01517466","v#01540968","",""
"^","v#01540968","v#01517466","",""
"^","v#01517979","v#01530096","",""
"^","v#01530096","v#01517979","",""
"^","v#00503459","v#01526289","",""
"^","v#01526289","v#00503459","",""
"^","v#01525812","v#01526289","",""
"^","v#01526289","v#01525812","",""
"^","v#01526132","v#01526289","",""
"^","v#01526289","v#01526132","",""
"^","v#01507640","v#01526289","",""
"^","v#01526289","v#01507640","",""
"^","v#01512827","v#01519049","",""
"^","v#01519049","v#01512827","",""
"^","v#00530210","v#01494304","",""
"^","v#01494304","v#00530210","",""
"^","v#01490168","v#01493348","",""
"^","v#01493348","v#01490168","",""
"^","v#01133993","v#01492553","",""
"^","v#01492553","v#01133993","",""
"^","v#00702617","v#01489544","",""
"^","v#01489544","v#00702617","",""
"^","v#00640729","v#01489544","",""
"^","v#01489544","v#00640729","",""
"^","v#01454384","v#01485292","",""
"^","v#01485292","v#01454384","",""
"^","v#00594016","v#01457770","",""
"^","v#01457770","v#00594016","",""
"^","v#00482444","v#01457770","",""
"^","v#01457770","v#00482444","",""
"^","v#00470821","v#01457770","",""
"^","v#01457770","v#00470821","",""
"^","v#00445764","v#01457770","",""
"^","v#01457770","v#00445764","",""
"^","v#00898737","v#01457770","",""
"^","v#01457770","v#00898737","",""
"^","v#01247189","v#01457770","",""
"^","v#01457770","v#01247189","",""
"^","v#01456459","v#01457770","",""
"^","v#01457770","v#01456459","",""
"^","v#01343923","v#01422262","",""
"^","v#01422262","v#01343923","",""
"^","v#01343131","v#01422262","",""
"^","v#01422262","v#01343131","",""
"^","v#01349596","v#01422262","",""
"^","v#01422262","v#01349596","",""
"^","v#01359612","v#01422262","",""
"^","v#01422262","v#01359612","",""
"^","v#01420997","v#01421160","",""
"^","v#01421160","v#01420997","",""
"^","v#01418612","v#01421160","",""
"^","v#01421160","v#01418612","",""
"^","v#01377959","v#01418335","",""
"^","v#01418335","v#01377959","",""
"^","v#00818125","v#01416151","",""
"^","v#01416151","v#00818125","",""
"^","v#00615603","v#01410999","",""
"^","v#01410999","v#00615603","",""
"^","v#01367610","v#01410345","",""
"^","v#01410345","v#01367610","",""
"^","v#00305843","v#01408362","",""
"^","v#01408362","v#00305843","",""
"^","v#01366372","v#01406763","",""
"^","v#01406763","v#01366372","",""
"^","v#01406457","v#01406763","",""
"^","v#01406763","v#01406457","",""
"^","v#00305843","v#01405887","",""
"^","v#01405887","v#00305843","",""
"^","v#00301365","v#01405541","",""
"^","v#01405541","v#00301365","",""
"^","v#01304824","v#01401176","",""
"^","v#01401176","v#01304824","",""
"^","v#01306917","v#01401176","",""
"^","v#01401176","v#01306917","",""
"^","v#00417162","v#01401176","",""
"^","v#01401176","v#00417162","",""
"^","v#01094954","v#01392754","",""
"^","v#01392754","v#01094954","",""
"^","v#01302894","v#01392754","",""
"^","v#01392754","v#01302894","",""
"^","v#01303191","v#01392754","",""
"^","v#01392754","v#01303191","",""
"^","v#01267627","v#01376901","",""
"^","v#01376901","v#01267627","",""
"^","v#00530210","v#01361635","",""
"^","v#01361635","v#00530210","",""
"^","v#01000439","v#01356484","",""
"^","v#01356484","v#01000439","",""
"^","v#01312270","v#01338935","",""
"^","v#01338935","v#01312270","",""
"^","v#00417162","v#01338935","",""
"^","v#01338935","v#00417162","",""
"^","v#01312270","v#01336773","",""
"^","v#01336773","v#01312270","",""
"^","v#01285748","v#01314495","",""
"^","v#01314495","v#01285748","",""
"^","v#00608070","v#01301287","",""
"^","v#01301287","v#00608070","",""
"^","v#00539812","v#01301287","",""
"^","v#01301287","v#00539812","",""
"^","v#00418002","v#01277396","",""
"^","v#01277396","v#00418002","",""
"^","v#01120934","v#01266515","",""
"^","v#01266515","v#01120934","",""
"^","v#00458205","v#01265527","",""
"^","v#01265527","v#00458205","",""
"^","v#00656764","v#01253107","",""
"^","v#01253107","v#00656764","",""
"^","v#00530824","v#01253107","",""
"^","v#01253107","v#00530824","",""
"^","v#01212539","v#01243790","",""
"^","v#01243790","v#01212539","",""
"^","v#01202110","v#01208417","",""
"^","v#01208417","v#01202110","",""
"^","v#01164349","v#01191625","",""
"^","v#01191625","v#01164349","",""
"^","v#00711951","v#01182721","",""
"^","v#01182721","v#00711951","",""
"^","v#00478094","v#01160642","",""
"^","v#01160642","v#00478094","",""
"^","v#01123253","v#01124810","",""
"^","v#01124810","v#01123253","",""
"^","v#00481620","v#01092723","",""
"^","v#01092723","v#00481620","",""
"^","v#00573861","v#01083862","",""
"^","v#01083862","v#00573861","",""
"^","v#01067122","v#01069335","",""
"^","v#01069335","v#01067122","",""
"^","v#00874838","v#01069335","",""
"^","v#01069335","v#00874838","",""
"^","v#00858686","v#01069335","",""
"^","v#01069335","v#00858686","",""
"^","v#00894764","v#01069335","",""
"^","v#01069335","v#00894764","",""
"^","v#00856275","v#01069335","",""
"^","v#01069335","v#00856275","",""
"^","v#01007612","v#01063016","",""
"^","v#01063016","v#01007612","",""
"^","v#01026409","v#01063016","",""
"^","v#01063016","v#01026409","",""
"^","v#00452102","v#01061911","",""
"^","v#01061911","v#00452102","",""
"^","v#00875507","v#01059371","",""
"^","v#01059371","v#00875507","",""
"^","v#01034097","v#01059371","",""
"^","v#01059371","v#01034097","",""
"^","v#00303897","v#01046121","",""
"^","v#01046121","v#00303897","",""
"^","v#00409835","v#01041724","",""
"^","v#01041724","v#00409835","",""
"^","v#00926145","v#01041724","",""
"^","v#01041724","v#00926145","",""
"^","v#00409388","v#01041724","",""
"^","v#01041724","v#00409388","",""
"^","v#00891660","v#01035130","",""
"^","v#01035130","v#00891660","",""
"^","v#00503459","v#01026409","",""
"^","v#01026409","v#00503459","",""
"^","v#00933530","v#01026409","",""
"^","v#01026409","v#00933530","",""
"^","v#00894115","v#01026409","",""
"^","v#01026409","v#00894115","",""
"^","v#01004644","v#01026409","",""
"^","v#01026409","v#01004644","",""
"^","v#01022456","v#01026409","",""
"^","v#01026409","v#01022456","",""
"^","v#01010586","v#01026409","",""
"^","v#01026409","v#01010586","",""
"^","v#00338284","v#01025850","",""
"^","v#01025850","v#00338284","",""
"^","v#00145864","v#01025850","",""
"^","v#01025850","v#00145864","",""
"^","v#00928395","v#01025850","",""
"^","v#01025850","v#00928395","",""
"^","v#00905433","v#01025850","",""
"^","v#01025850","v#00905433","",""
"^","v#00014590","v#01025850","",""
"^","v#01025850","v#00014590","",""
"^","v#00456908","v#01001922","",""
"^","v#01001922","v#00456908","",""
"^","v#00546749","v#00994693","",""
"^","v#00994693","v#00546749","",""
"^","v#00522057","v#00993032","",""
"^","v#00993032","v#00522057","",""
"^","v#00924617","v#00993032","",""
"^","v#00993032","v#00924617","",""
"^","v#00923962","v#00993032","",""
"^","v#00993032","v#00923962","",""
"^","v#00942316","v#00992836","",""
"^","v#00992836","v#00942316","",""
"^","v#00923454","v#00992836","",""
"^","v#00992836","v#00923454","",""
"^","v#00991496","v#00991672","",""
"^","v#00991672","v#00991496","",""
"^","v#00504706","v#00987476","",""
"^","v#00987476","v#00504706","",""
"^","v#00655737","v#00986409","",""
"^","v#00986409","v#00655737","",""
"^","v#00884615","v#00986409","",""
"^","v#00986409","v#00884615","",""
"^","v#00643223","v#00985091","",""
"^","v#00985091","v#00643223","",""
"^","v#00857882","v#00966768","",""
"^","v#00966768","v#00857882","",""
"^","v#00869777","v#00956217","",""
"^","v#00956217","v#00869777","",""
"^","v#00787073","v#00955030","",""
"^","v#00955030","v#00787073","",""
"^","v#00825100","v#00955030","",""
"^","v#00955030","v#00825100","",""
"^","v#00404522","v#00947443","",""
"^","v#00947443","v#00404522","",""
"^","v#00456908","v#00947443","",""
"^","v#00947443","v#00456908","",""
"^","v#00456709","v#00947443","",""
"^","v#00947443","v#00456709","",""
"^","v#00931794","v#00944672","",""
"^","v#00944672","v#00931794","",""
"^","v#00434651","v#00938146","",""
"^","v#00938146","v#00434651","",""
"^","v#00858686","v#00938146","",""
"^","v#00938146","v#00858686","",""
"^","v#00858865","v#00937788","",""
"^","v#00937788","v#00858865","",""
"^","v#00855561","v#00937788","",""
"^","v#00937788","v#00855561","",""
"^","v#00484149","v#00929765","",""
"^","v#00929765","v#00484149","",""
"^","v#00906566","v#00929628","",""
"^","v#00929628","v#00906566","",""
"^","v#00875095","v#00924275","",""
"^","v#00924275","v#00875095","",""
"~","v#01263706","v#01374314","",""
"~","v#L7204724","v#00591857","",""
"~","v#L9494847","v#00510062","",""
"~","v#L3079426","v#00510062","",""
"~","v#L4975812","v#01532130","",""
"~","v#L837359","v#00817247","",""
"~","v#L5798172","v#00362765","",""
"~","v#01358414","v#01359491","",""
"~","v#01263706","v#01359612","",""
"~","v#01359612","v#01359796","",""
"~","v#00206040","v#01359938","",""
"~","v#01253107","v#01360050","",""
"~","v#01299128","v#01360346","",""
"~","v#01253107","v#01360460","",""
"~","v#01396655","v#01360595","",""
"~","v#00118898","v#01360709","",""
"~","v#01253107","v#01360914","",""
"~","v#01360914","v#01361265","",""
"~","v#01360914","v#01361481","",""
"~","v#01408362","v#01361635","",""
"~","v#01299603","v#01361796","",""
"~","v#01361796","v#01362009","",""
"~","v#01253107","v#01362108","",""
"~","v#01362108","v#01362365","",""
"~","v#01360050","v#01362669","",""
"~","v#01363279","v#01362833","",""
"~","v#01363279","v#01363024","",""
"~","v#01253107","v#01363149","",""
"~","v#01253107","v#01363279","",""
"~","v#01379952","v#01363605","",""
"~","v#01363605","v#01363796","",""
"~","v#01379952","v#01363896","",""
"~","v#01379952","v#01364032","",""
"~","v#01253107","v#01364150","",""
"~","v#01364150","v#01364337","",""
"~","v#01364494","v#01364775","",""
"~","v#01364494","v#01364900","",""
"~","v#01364900","v#01365093","",""
"~","v#01253107","v#01365204","",""
"~","v#01363279","v#01365498","",""
"~","v#01363279","v#01365664","",""
"~","v#01365204","v#01365796","",""
"~","v#01366372","v#01366058","",""
"~","v#01365796","v#01366239","",""
"~","v#01263706","v#01366372","",""
"~","v#01366372","v#01366738","",""
"~","v#01366372","v#01366859","",""
"~","v#01365796","v#01366980","",""
"~","v#01365204","v#01367094","",""
"~","v#01365796","v#01367202","",""
"~","v#01367732","v#01367327","",""
"~","v#01367732","v#01367489","",""
"~","v#01367732","v#01367610","",""
"~","v#01253107","v#01367732","",""
"~","v#01367732","v#01368085","",""
"~","v#01367732","v#01368235","",""
"~","v#01367732","v#01368356","",""
"~","v#01367732","v#01368517","",""
"~","v#01378357","v#01369099","",""
"~","v#01368651","v#01369235","",""
"~","v#01368651","v#01369399","",""
"~","v#01369399","v#01369640","",""
"~","v#01379952","v#01369821","",""
"~","v#01368651","v#01369917","",""
"~","v#01379952","v#01370014","",""
"~","v#01370014","v#01370246","",""
"~","v#01379952","v#01370367","",""
"~","v#01371248","v#01370454","",""
"~","v#01370454","v#01370678","",""
"~","v#01370454","v#01370793","",""
"~","v#01371248","v#01370937","",""
"~","v#01370454","v#01371162","",""
"~","v#01371248","v#01371791","",""
"~","v#01371248","v#01371945","",""
"~","v#01371248","v#01372072","",""
"~","v#01371248","v#01372201","",""
"~","v#01371248","v#01372366","",""
"~","v#01371248","v#01372615","",""
"~","v#01371248","v#01372750","",""
"~","v#01371248","v#01372850","",""
"~","v#01253107","v#01372965","",""
"~","v#01734511","v#01373065","",""
"~","v#01373274","v#01373175","",""
"~","v#01263706","v#01373274","",""
"~","v#01373274","v#01373583","",""
"~","v#01373274","v#01373722","",""
"~","v#01373274","v#01373912","",""
"~","v#01373274","v#01374053","",""
"~","v#01373274","v#01374158","",""
"~","v#01374314","v#01374509","",""
"~","v#00417819","v#L6196189","",""
"~","v#01442173","v#W0021093","",""
"~","v#01442173","v#W0021092","",""
"~","v#00502333","v#W0021089","",""
"~","v#00628262","v#W0021088","",""
"~","v#00427776","v#W0021087","",""
"~","v#01794357","v#W0021080","",""
"~","v#01089750","v#W0021077","",""
"~","v#00502333","v#W0021076","",""
"~","v#01825574","v#W0021070","",""
"~","v#00562446","v#W0021062","",""
"~","v#00407541","v#W0021061","",""
"~","v#00239960","v#W0021055","",""
"~","v#00717937","v#W0021053","",""
"~","v#00344252","v#W0021052","",""
"~","v#01299128","v#W0021051","",""
"~","v#00464775","v#W0021031","",""
"~","v#01340005","v#W0020969","",""
"~","v#01341375","v#W0020968","",""
