,d0826,deportatorius,a,0,aps---mn1-,deportatori deportatori deportatori,deportatorius
50443,50443,fraglanter,r,0,rp--------,fraglantius fraglantissime,fraglanter
50487,a0019,abamita,n,0,n-s---fn1-,abamit,abamita
50491,50491,innuptus,r,0,rp--------,conlocation,innuptus
50444,a1413,alleuator,n,0,n-s---mn3-,alleuator,alleuator
50441,50441,inpendium,n,0,n-s---nn2-,inpendi,inpendium
50480,50480,sedecim,n,0,n-s---n---,- - sedec,sedecim
50451,50451,inrationabile,n,0,n-s---nn3-,inrationabil,inrationabile
50478,u1302,usucapio,v,0,v1spia--3i,usucap usucep usucapt,usucapio
50442,50442,laeue,r,0,rp--------,inpendi,laeue
50425,50425,militariter,r,0,rp--------,,militariter
50455,50455,petroleifus,a,0,aps---mn1-,petroleif petroleif petroleif,petroleifus
50458,c0513,capitellum,n,0,n-s---nn2-,capitell,capitellum
50430,50430,plumbata,n,0,n-s---fn1-,plumbat,plumbata
50429,50429,titubanter,r,0,rp--------,cussilir,titubanter
50466,50466,zmaragdinus,a,0,aps---mn1-,zmaragdin zmaragdin zmaragdin,zmaragdinus
50446,c1246,cernulo,v,0,v1spia--1-,cernul cernulau cernulat,cernulo
50424,c2385,collator,n,0,n-s---mn3-,collator,collator
50494,c3433,coniunctiuus,a,0,aps---mn1-,moestific moestific moestific,coniunctiuus
50440,c4393,crocidismus,n,0,n-s---mn2-,crocidism,crocidismus
50479,d0435,defututus,a,0,aps---mn1-,defutut defutut defutut,defututus
50482,d0717,dentefaber,a,0,aps---mn1r,dentefabr dentefabr dentefabr,dentefaber
50643,d0963,desideo,v,0,v1spia--2-,desid desid -,desideo
50454,f9216,fricatus,n,0,n-s---mn4-,fricat,fricatus
50426,i0776,inaquosus,a,0,aps---mn1-,inaquos inaquos inaquos,inaquosus
50457,i1713,ingressio,n,0,n-s---fn3-,ingress,ingressio
50473,l0327,luxuries,n,0,n-s---fn5-,luxuri,luxuries
50495,m0174,malefidus,a,0,aps---mn1-,malefid malefid malefid,malefidus
50452,o0043,olearius,a,0,aps---mn1-,oleari oleari oleari,olearius
50433,p0510,passim,r,0,rp--------,pass,passim
50474,p0620,paullatim,r,0,rp--------,,paullatim
50461,p1624,perstimulo,v,0,v1spia--1-,perstimul perstimulau perstimulat,perstimulo
50447,p1048,physicum,n,0,n-s---nn2-,physic,physicum
50483,r0568,resupinus,a,0,aps---mn1-,resupin resupin resupin,resupinus
50445,u1011,unciarius,a,0,aps---mn1-,unciari unciari unciari,unciarius
50510,a3297,atabulus,n,0,n-s---mn2-,atabul,atabulus
50530,50530,Iuda,n,0,n-s---mn1-,Iud,Iuda
50512,50512,apozima,n,0,n-s---fn1-,apozim,apozima
50557,50557,aquiminalis,a,0,aps---cn3-,aquiminal aquiminal aquiminal,aquiminalis
50521,50521,arachis,n,0,n-s---fn3-,arachid,arachis
47115,u1356,uuidus,a,0,aps---mn1-,uuid uuid uuid,uuidus
50545,50545,ariolus,n,0,n-s---mn2-,ariol,ariolus
50558,50558,benzinarius,n,0,n-s---mn2-,benzinari,benzinarius
50564,50564,capitalista,n,0,n-s---fn1-,capitalist,capitalista
50519,50519,cinemateum,n,0,n-s---nn2-,cinemate,cinemateum
50533,50533,coleopterum,n,0,n-s---nn2-,coleopter,coleopterum
50506,50506,compensato,r,0,rp--------,,compensato
50529,50529,conpastor,n,0,n-s---mn3-,conpastor,conpastor
50555,50555,epogdous,a,0,aps---mn1-,epogdo epogdo epogdo,epogdous
50500,50500,facultatiuus,a,0,aps---mn1-,facultatiu facultatiu facultatiu,facultatiuus
50540,50540,familicus,a,0,aps---mn1-,familic familic familic,familicus
50527,50527,helops,n,0,n-s---mn3-,helop,helops
50559,50559,ignoranter,r,0,rp--------,,ignoranter
50549,50549,inordinate,r,0,rp--------,,inordinate
50516,50516,inpos,a,0,aps---an3-,inpot inpot inpot,inpos
50517,50517,diiunctio,n,0,n-s---fn3-,diiunction,diiunctio
50535,50535,libricola,n,0,n-s---fn1-,libricol,libricola
50543,50543,neclegentia,n,0,n-s---fn1-,neclegenti,neclegentia
50552,50552,neu,r,0,rp--------,,neu
50509,50509,obnubilus,a,0,aps---mn1-,expect expect expect,obnubilus
50541,50541,persentisco,v,0,v1spia--3-,persentisc - -,persentisco
50526,50526,pitta,n,0,n-s---fn1-,pitt,pitta
50518,50518,relicum,n,0,n-s---nn2-,relicu,relicum
50508,50508,rotunde,r,0,rp--------,expect expectau expectat,rotunde
50520,c9834,caelatum,n,0,n-s---nn2-,caelat,caelatum
50547,c0255,callidus,a,0,aps---mn1-,calli calli calli,callidus
50511,50511,telegraphum,n,0,n-s---nn2-,telegraph,telegraphum
50528,50528,uiaticus,n,0,n-s---mn2-,uiatic,uiaticus
50514,c1366,chamaemelon,n,1,n-s---nn2g,chamaemel,chamaemelon
50531,50531,uillenagium,n,0,n-s---nn2-,uillenagi,uillenagium
50515,i0112,ieiunium,n,0,n-s---nn2-,ieiuni,ieiunium
50536,c2076,claustritumus,n,0,n-s---mn2-,claustritum,claustritumus
50502,50502,ammorsus,n,0,n-s---mn2-,ammors,ammorsus
50538,c4057,cornuarius,n,0,n-s---mn2-,cornuari,cornuarius
50524,c4302,cremium,n,0,n-s---nn2-,cremi,cremium
50556,d1048,decima,n,0,n-s---fn1-,decim,decima
50498,d0930,descendo,v,0,v1spia--3-,descend descend descens,descendo
50550,d1310,diataxis,n,0,n-s---fn3-,diatax,diataxis
50554,d2399,duriusculus,a,0,aps---mn1-,duriuscul duriuscul duriuscul,duriusculus
50503,e0027,eburneolus,a,0,aps---mn1-,eburneol eburneol eburneol,eburneolus
50566,e0334,eliquo,v,0,v1spia--1-,eliqu eliquau eliquat,eliquo
50534,e0697,ephippium,n,0,n-s---nn2-,ephippi,ephippium
50548,g0026,galbinum,n,0,n-s---nn2-,galbin,galbinum
50523,i1126,incrusto,v,0,v1spia--1-,incrust incrustau incrustat,incrusto
50504,i1334,indolentia,n,0,n-s---fn1-,indolenti,indolentia
50546,i2723,inumbro,v,0,v1spia--1-,inumbr inumbrau inumbrat,inumbro
50563,p1344,permaturo,v,0,v1spia--1-,permatur permaturau permaturat,permaturo
50544,p2256,plangor,n,0,n-s---mn3-,plangor,plangor
50496,p3712,prodico,v,0,v1spia--3-,prodic prodix prodict,prodico
50553,p3843,prolixo,v,0,v1spia--1-,prolix - -,prolixo
50639,50639,Lucinius,n,0,n-s---mn2-,Lucini,Lucinius
50633,a2268,antistoechum,n,0,n-s---nn2-,antistoech,antistoechum
50601,50601,ballena,n,0,n-s---fn1-,ballen,ballena
50582,50582,bliteum,n,0,n-s---nn2-,blite,bliteum
40608,40608,uolgaris,a,0,aps---cn3-,crudari crudari crudari,uolgaris
50607,50607,burgaria,n,0,n-s---fn1-,burgari,burgaria
50577,50577,canonia,n,0,n-s---fn1-,canoni,canonia
50596,50596,casellula,n,0,n-s---fn1-,casellul,casellula
50629,50629,chiragricus,n,0,n-s---mn2-,chiragric,chiragricus
50581,50581,cochlia,n,0,n-s---fn1-,cochli,cochlia
50578,50578,conlegiarius,n,0,n-s---mn2-,conlegiari,conlegiarius
50620,50620,conpositio,n,0,n-s---fn3-,conposition,conpositio
50613,50613,controuersum,n,0,n-s---nn2-,controuers,controuersum
50635,50635,demographus,n,0,n-s---mn2-,demograph,demographus
50572,50572,extimulo,v,0,v1spia--1-,extimul extimulau extimulat,extimulo
50590,50590,frutetum,n,0,n-s---nn2-,frutet,frutetum
50592,50592,gata,n,0,n-s---fn1-,gat,gata
50609,50609,homogium,n,0,n-s---nn2-,homogi,homogium
50574,50574,inpressio,n,0,n-s---fn3-,inpression,inpressio
50579,50579,inritatio,n,0,n-s---fn3-,inritation,inritatio
50632,a1050,aetiologia,n,0,n-s---fn1-,aetiologi,aetiologia
50606,50606,macronosia,n,0,n-s---fn1-,macronosi,macronosia
50587,50587,nasalizatio,n,0,n-s---fn3-,nasalization,nasalizatio
50618,50618,ordinatus,a,0,aps---mn1-,ordinat ordinat ordinat,ordinatus
50588,50588,paluster,n,0,n-s---mn2r,palud,paluster
50627,50627,pergrauiter,r,0,rp--------,spadic,pergrauiter
50576,50576,philatelista,n,0,n-s---fn1-,philatelist,philatelista
50585,a1854,anagnostes,n,0,n-s---mn1g,anagnost,anagnostes
50595,50595,pontificus,a,0,aps---mn1-,pontific pontific pontific,pontificus
50583,50583,praeclare,r,0,rp--------,,praeclare
50589,50589,prognostica,n,0,n-s---fn1-,prognostic,prognostica
50640,50640,rosacius,a,0,aps---mn1-,rosaci rosaci rosaci,rosacius
50584,a2439,apostato,v,0,v1spia--1-,apostat apostatau apostatat,apostato
50626,50626,spadix,a,0,aps---an3-,spadic spadic spadic,spadix
50580,50580,suffamen,n,0,n-s---nn3-,suffamin,suffamen
50603,50603,terratenus,r,0,rp--------,,terratenus
50616,50616,tomata,n,0,n-s---fn1-,tomat,tomata
50631,50631,rogatum,n,0,n-s---nn2-,rogat,rogatum
50594,c1347,chamaecerasus,n,0,n-s---fn2-,chamaeceras,chamaecerasus
50608,c2363,colisatum,n,0,n-s---nn2-,colisat,colisatum
50593,c2697,commixtim,r,0,rp--------,,commixtim
50637,c4327,crepundia,n,0,n-p---nn2-,crepundi,crepundia
50570,d1939,distabesco,v,0,v1spia--3-,distabesc distabu -,distabesco
50624,g0282,gibberosus,a,0,aps---mn1-,gibberos gibberos gibberos,gibberosus
50591,h0175,hederiger,a,0,aps---mn1r,frutet frutet frutet,hederiger
50642,i0641,improbulus,a,0,aps---mn1-,improbul improbul improbul,improbulus
50600,m1231,molliculus,a,0,aps---mn1-,mollicul mollicul mollicul,molliculus
50575,o0865,oppidanus,n,0,n-s---mn2-,oppidan,oppidanus
50610,o0947,orbitas,n,0,n-s---fn3-,orbitat,orbitas
50604,o1053,orthopnoea,n,0,n-s---fn1-,orthopnoe,orthopnoea
50614,o1060,ortygometra,n,0,n-s---fn1-,ortygometr,ortygometra
50571,s3750,suppernatus,a,0,aps---mn1-,suppernat suppernat suppernat,suppernatus
50605,u0647,uigintisexuir,n,0,n-s---mn2r,uigintisexuir,uigintisexuir
50628,a0758,adremigo,v,0,v1spia--1-,adremig adremigau adremigat,adremigo
50667,50667,partiarius,n,0,n-s---mn2-,partiari,partiarius
50697,t1486,tonitrus,n,0,n-s---mn4-,tonitru,tonitrus
50677,50677,adfatim,r,0,rp--------,,adfatim
50659,50659,abolicio,n,0,n-s---fn3-,abolicion,abolicio
50654,50654,adnomentum,n,0,n-s---nn2-,adnoment,adnomentum
50652,50652,adsensor,n,0,n-s---mn3-,adsensor,adsensor
50686,50686,agrosus,a,0,aps---mn1-,agros agros agros,agrosus
50709,50709,aliqui,r,0,rp--------,,aliqui
50678,50678,anaclinterium,n,0,n-s---nn2-,anaclinteri,anaclinterium
50670,50670,arteriacos,a,0,aps---an3-,arteriac arteriac arteriac,arteriacos
50695,50695,auceo,v,0,v1spia--2-,auc aucu aucit,auceo
50700,50700,audiuisificus,a,0,aps---mn1-,audiuisific audiuisific audiuisific,audiuisificus
50645,50645,calide,r,0,rp--------,,calide
50707,50707,cauteroma,n,0,n-s---nn3-,cauteromat,cauteroma
50680,50680,circumdatus,n,0,n-s---mn4-,circumdat,circumdatus
50684,50684,conprehendo,v,0,v1spia--3-,conprehend conprehend conprehens,conprehendo
50702,50702,cornucopium,n,0,n-s---nn2-,cornucopi,cornucopium
50704,50704,culturalis,a,0,aps---cn3-,cultural cultural cultural,culturalis
50661,50661,directe,r,0,rp--------,directius directissime,directe
50668,50668,egoista,n,0,n-s---fn1-,egoist,egoista
50669,50669,hordiacius,a,0,aps---mn1-,hordiaci hordiaci hordiaci,hordiacius
50663,50663,indultiuus,n,0,n-s---mn2-,indultiu,indultiuus
50662,50662,istac,r,0,rp--------,,istac
50648,50648,latebros,a,0,aps---an3-,latebros latebros latebros,latebros
50692,50692,legitimitas,n,0,n-s---fn3-,legitimitat,legitimitas
50665,50665,mesuagium,n,0,n-s---nn2-,mesuagi,mesuagium
50681,50681,prodio,v,0,v1spia--4-,prodi - -,prodio
50705,50705,sacramentarium,n,0,n-s---nn2-,sacramentari,sacramentarium
50714,50714,salubriter,r,0,rp--------,salubrius salubrissime,salubriter
50711,a1310,alburnum,n,0,n-s---nn2-,alburn,alburnum
50685,50685,stomachose,r,0,rp--------,conprehend conprehend conprehens,stomachose
50679,50679,subobscure,r,0,rp--------,su,subobscure
50701,50701,totalis,a,0,aps---cn3-,total total total,totalis
50706,a1532,altrouorsum,r,0,rp--------,,altrouorsum
50660,50660,Capta,n,0,n-s---fn1-,Capt,Capta
50689,50689,adapertiuus,a,0,aps---mn1-,adapertiu adapertiu adapertiu,adapertiuus
50675,a1044,antachates,n,0,n-s---mn1g,antachat,antachates
50672,a6297,athla,n,0,n-s---fn1-,athl,athla
50682,c0138,caesor,n,0,n-s---mn3-,caesor,caesor
50673,c0733,casarius,n,0,n-s---mn2-,casari,casarius
50651,c1372,chamaerops,n,0,n-s---fn3-,chamaearop,chamaerops
50664,c2521,columbus,n,0,n-s---mn2-,columb,columbus
50690,c4001,corallis,n,0,n-s---fn3-,corallid,corallis
50649,c4512,cucumula,n,0,n-s---fn1-,cucumul,cucumula
50650,d2270,ducenarius,a,0,aps---mn1-,ducenari ducenari ducenari,ducenarius
50676,f0914,fractura,n,0,n-s---fn1-,fractur,fractura
50698,i0023,iamiam,r,0,rp--------,tonitru,iamiam
50666,p7100,panthera,n,0,n-s---fn1-,panther,panthera
50683,r0035,ramentum,n,0,n-s---nn2-,rament,ramentum
50713,r1215,remordeo,v,0,v1spia--2-,remord - remors,remordeo
50688,r0492,reputatio,n,0,n-s---fn3-,reputation,reputatio
50699,s9942,sponsa,n,0,n-s---fn1-,spont,sponsa
50656,s2524,stoechas,n,0,n-s---fn3-,stoechad,stoechas
50708,t0767,tofus,n,0,n-s---mn2-,tof,tofus
50671,u0757,uiresco,v,0,v1spia--3-,uiresc - -,uĭresco
50786,a0040,abduco,v,0,v1spia--3-,abduc abdux abduct,abduco
50715,u1190,uolup,r,0,rp--------,,uolup
50760,50760,extergo,v,0,v1spia--3-,exterg exters exters,extergo
50793,50793,alcalinus,a,0,aps---mn1-,alcalin alcalin alcalin,alcalinus
50788,50788,adparentia,n,0,n-s---fn1-,adparenti,adparentia
50758,50758,aruix,n,0,n-s---fn3-,aruig,aruix
50769,50769,apsolute,r,0,rp--------,apsolutius apsolutissime,apsolute
50719,50719,arantium,n,0,n-s---nn2-,aranti,arantium
50732,50732,asperno,v,0,v1spia--1-,aspern - aspernat,asperno
50787,50787,brasmatia,n,0,n-s---fn1-,brasmati,brasmatia
50759,50759,capriolus,n,0,n-s---mn2-,capriol,capriolus
50761,50761,chalcetum,n,0,n-s---nn2-,chalcet,chalcetum
50748,50748,circitorium,n,0,n-s---nn2-,circitori,circitorium
50791,50791,circumfinio,v,0,v1spia--4-,circumfin circumfiniu circumfinit,circumfinio
50781,a1060,affaber,a,0,aps---mn1r,affabr affabr affabr,affaber
50749,50749,conpar,a,0,aps---an3-,conpar conpar conpar,conpar
50766,50766,cooperatiuus,a,0,aps---mn1-,cooperatiu cooperatiu cooperatiu,cooperatiuus
50777,50777,decametrum,n,0,n-s---nn2-,decametr,decametrum
50725,50725,enixus,a,0,aps---mn1-,ningu ningu ningu,enixus
50723,50723,exstasia,n,0,n-s---fn1-,exstasi,exstasia
50728,50728,fraglantia,n,0,n-s---fn1-,fraglanti,fraglantia
50763,a1994,anguinum,n,0,n-s---nn2-,anguin,anguinum
50753,50753,heortologia,n,0,n-s---fn1-,heortologi,heortologia
50742,50742,hydrographia,n,0,n-s---fn1-,hydrographi,hydrographia
50737,50737,incupidus,r,0,rp--------,,incupidus
50792,50792,ischium,n,0,n-s---nn2-,ischi,ischium
50722,50722,lecythus,n,0,n-s---mn2-,lecyth,lecythus
50775,50775,moestitudo,n,0,n-s---fn3-,moestitudin,moestitudo
50724,50724,ninguo,v,0,v1spia--3-,ningu ninx -,ninguo
50739,50739,pastoforium,n,0,n-s---nn2-,pastofori,pastoforium
50752,50752,pertergo,v,0,v1spia--3-,perterg perters perters,pertergo
50773,50773,psychomantium,n,0,n-s---nn2-,psychomanti,psychomantium
50784,50784,satius,n,0,n-s---mn2-,complanator,satius
50757,50757,scinus,n,0,n-s---mn2-,scin,scinus
50751,50751,secularus,a,0,aps---mn1-,secular secular secular,secularus
50770,50770,spectaclum,n,0,n-s---nn2-,spectacl,spectaclum
50736,50736,uel,r,0,rp--------,,uel
50721,a3515,auloedus,n,0,n-s---mn2-,auloed,auloedus
50743,b0300,biberarius,n,0,n-s---mn2-,biberari,biberarius
50754,c1647,cinericius,a,0,aps---mn1-,cinerici cinerici cinerici,cinericius
50768,c2615,commargino,v,0,v1spia--1-,commargin commarginau commarginat,commargino
50783,c2850,complanator,n,0,n-s---mn3-,complanator,complanator
50727,c3533,considium,n,0,n-s---nn2-,considi,considium
50756,c4036,corissum,n,0,n-s---nn2-,coriss,corissum
50767,f0571,fiscus,n,0,n-s---mn2-,fisc,fiscus
50745,i0603,impos,a,0,aps---an3-,impot impot impot,impos
50778,i1640,infremo,v,0,v1spia--3-,infrem infremu -,infremo
50740,l0678,liberalitas,n,0,n-s---fn3-,liberalitat,liberalitas
50782,m0451,materies,n,0,n-s---fn5-,materi,materies
50716,p0593,patrona,n,0,n-s---fn1-,patron,patrona
50750,p2685,positiuus,a,0,aps---mn1-,positiu positiu positiu,positiuus
50774,p3217,praeproperus,a,0,aps---mn1-,praeproper praeproper praeproper,praeproperus
50794,t0153,taurinus,a,0,aps---mn1-,taurin taurin taurin,taurinus
50735,u0009,uacillatio,n,1,n-s---fn3-,uacillation,uacillatio
50808,50808,adcolens,n,0,n-s---cn3-,adcolent,adcolens
50835,50835,aduorse,r,0,rp--------,,aduorse
50861,50861,arangia,n,0,n-s---fn1-,arangi,arangia
50822,50822,callaica,n,0,n-s---fn1-,callaic,callaica
50812,50812,capa,n,0,n-s---fn1-,cap,capa
50850,a0213,abundus,a,0,aps---mn1-,abund abund abund,abundus
50865,50865,chilias,n,0,n-s---fn3-,chiliad,chilias
50845,50845,choraula,n,0,n-s---mn1-,choraul,choraula
50829,50829,cluniculus,r,0,rp--------,clunicul,cluniculus
50838,50838,conditionate,r,0,rp--------,,conditionate
50862,50862,confultus,a,0,aps---mn1-,confult confult confult,confultus
50836,50836,consequius,n,0,n-s---mn2-,consequi,consequius
50828,50828,diselianus,a,0,aps---mn1-,diselian diselian diselian,diselianus
50810,50810,ducissa,n,0,n-s---fn1-,duciss,ducissa
50834,50834,excelse,r,0,rp--------,excelsius excelsissime,excelse
50811,50811,fauste,r,0,rp--------,duciss,fauste
50827,a1117,affrio,v,0,v1spia--1-,affri affriau affriat,affrio
50799,50799,fideicommissus,a,0,aps---mn1-,fideicommiss fideicommiss fideicommiss,fideicommissus
50807,a1240,agriophyllon,n,0,n-s---nn2g,agriophyll,agriophyllon
50867,50867,herbagium,n,0,n-s---nn2-,herbagi,herbagium
50855,a1361,alienitas,n,0,n-s---fn3-,alienitat,alienitas
50839,a1554,alumnus,a,0,aps---mn1-,alumn alumn alumn,alumnus
50837,50837,impie,r,0,rp--------,consequi,impie
50831,50831,inprospere,n,0,n-s---nn3-,inprosper,inprospere
50801,50801,mineralogia,n,0,n-s---fn1-,mineralogi,mineralogia
50825,b0078,balneator,n,0,n-s---mn3-,balneator,balneator
50840,50840,naturaliter,r,0,rp--------,,naturaliter
50817,c0307,cama,n,0,n-s---fn1-,cam,cama
50809,50809,nitella,n,0,n-s---fn1-,nitell,nitella
50868,50868,organismus,n,0,n-s---mn2-,organism,organismus
50820,50820,paciens,a,0,aps---an3-,pacient pacient pacient,paciens
50842,50842,praepigneratus,n,0,n-s---mn4-,praepignerat,praepigneratus
50846,50846,purgare,a,0,aps---an3-,pur pur pur,purgare
50802,50802,pyrricius,a,0,aps---mn1-,pyrrici pyrrici pyrrici,pyrricius
50826,50826,telehorasis,n,0,n-s---fn3-,telehoras,telehorasis
50804,c1127,centauria,n,0,n-s---fn1-,centauri,centauria
50798,50798,terrorista,n,0,n-s---fn1-,terrorist,terrorista
50819,c2777,compagus,n,0,n-s---mn2-,compag,compagus
50843,c3023,concingo,v,0,v1spia--3-,concing concinx concinct,concingo
50823,c3050,conclericus,n,0,n-s---mn2-,concleric,conclericus
50796,c3535,consiligo,n,0,n-s---fn3-,consiligin,consiligo
50818,c4610,cunctabundus,a,0,aps---mn1-,cunct cunct cunct,cunctabundus
50821,d0649,demonstratiuus,a,0,aps---mn1-,demonstratiu demonstratiu demonstratiu,demonstratiuus
50844,d0926,desalto,v,0,v1spia--1-,desalt desaltau desaltat,desalto
50800,e0557,enato,v,0,v1spia--1-,enat enatau enatat,enato
50857,e0699,ephorus,n,0,n-s---mn2-,ephor,ephorus
50864,i1053,inconsummatio,n,0,n-s---fn3-,inconsummation,inconsummatio
50853,i1923,inquilinatus,n,0,n-s---mn4-,inquilinat,inquilinatus
50832,m0376,marculus,n,0,n-s---mn2-,marcul,marculus
50858,m1654,multiloquus,a,0,aps---mn1-,multiloqu multiloqu multiloqu,multiloquus
50856,n0724,nutrix,n,0,n-s---fn3-,nutric,nutrix
50830,p3781,profugus,a,0,aps---mn1-,profug profug profug,profugus
50815,s2386,statera,n,0,n-s---fn1-,stater,statera
50824,a0388,aciscularius,n,0,n-s---mn2-,acisculari,aciscularius
50884,50884,abomiamentum,n,0,n-s---nn2-,abomiament,abomiamentum
50941,50941,extentus,n,0,n-s---mn4-,extent,extentus
50881,50881,adpluda,n,0,n-s---fn1-,adplud,adpluda
50935,50935,apscondite,r,0,rp--------,,apscondite
50902,a9257,acceptatio,n,0,n-s---fn3-,acceptation,acceptatio
50934,u1277,urus,n,0,n-s---mn2-,ur,urus
50882,50882,autopsia,n,0,n-s---fn1-,autopsi,autopsia
50880,50880,clauatus,a,0,aps---mn1-,clauat clauat clauat,clauatus
50893,50893,conlumino,v,0,v1spia--1-,conlumin conluminau conluminat,conlumino
50928,50928,conperco,v,0,v1spia--1-,conperc conpers conpers,conperco
50915,50915,conprehensibilis,a,0,aps---cn3-,conprehensibil conprehensibil conprehensibil,conprehensibilis
50917,50917,conputator,n,0,n-s---mn3-,conputator,conputator
50906,50906,conquino,v,0,v1spia--1-,conquin conquinau conquinat,conquino
50912,50912,conuersator,n,0,n-s---mn3-,conuersator,conuersator
50869,50869,ustilo,v,0,v1spia--1-,ustil ustilau ustilat,ustilo
50873,50873,discophonum,n,0,n-s---nn2-,discophon,discophonum
50922,50922,grammatista,a,0,aps---mn1-,grammatist grammatist grammatist,grammatista
50929,50929,hybernalis,a,0,aps---cn3-,hybernal hybernal hybernal,hybernalis
50886,50886,innitor,r,0,rp--------,natatil,innitor
50939,50939,inreptio,n,0,n-s---fn3-,inreption,inreptio
50923,50923,interius,r,0,rp--------,grammatist,interius
50878,a2620,aquiuergium,n,0,n-s---nn2-,aquiuergi,aquiuergium
50871,a3132,assentatrix,n,0,n-s---fn3-,assentatric,assentatrix
50890,50890,litterate,r,0,rp--------,litteratius litteratissime,litterate
50888,50888,memoriter,r,0,rp--------,,memoriter
50903,50903,penecoste,n,0,n-s---nn3-,penecost,penecoste
50897,b0133,barbula,n,0,n-s---fn1-,barbul,barbula
50933,50933,pentecontarcus,n,0,n-s---mn2-,pentecontarc,pentecontarcus
50879,b0427,bisextus,n,0,n-s---mn2-,bisext,bisextus
50907,50907,praepossum,r,0,rp--------,praepot praepotu -,praepossum
50914,50914,quacunque,r,0,rp--------,,quacunque
50909,50909,relicuus,a,0,aps---mn1-,relicu relicu relicu,relicuus
50887,c9917,candentia,n,0,n-s---fn1-,candenti,candentia
50892,50892,sapphir,n,0,n-s---mn2r,sapphir,sapphir
50870,c0923,catula,n,0,n-s---fn1-,catul,catula
