991,submutatio,n,0,n-s---fn3-,submutation,submutatio
130031,130031,thusculum,n,0,n-s---nn2-,thuscul,thusculum
130032,130032,thyasus,n,0,n-s---mn2-,thyas,thyasus
130033,130033,thymallus,n,0,n-s---mn2-,thymall,thymallus
130037,130037,thymele,n,0,n-s---fn1g,thymel,thymele
130039,130039,thymelici,n,0,n-p---mn2-,thymelic,thymelici
130042,130042,thymiamus,a,0,aps---mn1-,thymiam thymiam thymiam,thymiamus
130043,130043,thymiaterium,n,0,n-s---nn2-,thymiateri,thymiaterium
130047,130047,thymium,n,0,n-s---nn2-,thymi,thymium
130050,130050,thyotes,n,0,n-s---mn1g,thyot,thyotes
130051,130051,thyraeus,a,0,aps---mn1-,thyrae thyrae thyrae,thyraeus
130063,130063,tibizo,v,0,v1spia--1-,tibiz tibizau tibiza,tibizo
130065,130065,tichobates,n,0,n-s---mn1g,tichobat,tichobates
130071,130071,tiliae,n,0,n-p---fn1-,tili,tiliae
130076,130076,timenda,n,0,n-p---nn2-,timend,timenda
130077,130077,timescens,a,0,aps---an3i,timescent timescent timescent,timescens
130081,130081,timos,n,0,n-s---mn3-,timor,timos
130082,130082,timosus,a,0,aps---mn1-,timos timos timos,timosus
130083,130083,tincta,n,0,n-p---nn2-,tinct,tincta
130040,t0646,thymiamatizo,v,0,v1spia--1-,thymiamatiz thymiamatizau thymiamatiza,thymiamatizo
130041,t0647,thymiamatus,a,0,aps---mn1-,thymiamat thymiamat thymiamat,thymiamatus
130044,t0648,thyminus,a,0,aps---mn1-,thymin thymin thymin,thyminus
130046,t0650,thymites,n,0,n-s---fn1g,thymit,thymites
130049,t0635,thyon,n,0,n-s---nn2g,thy,thyon
130052,t0658,thyroma,n,0,n-s---nn3-,thyromat,thyroma
130053,t0659,thyrsiculus,n,0,n-s---mn2-,thyrsicul,thyrsiculus
130054,t0660,thyrsicus,a,0,aps---mn1-,thyrsic thyrsic thyrsic,thyrsicus
130056,t0666,tiaratus,a,0,aps---mn1-,tiarat tiarat tiarat,tiaratus
130057,t0668,tibialis,a,0,aps---cn3i,tibial tibial tibial,tibialis
130058,t0669,tibiarius,n,0,n-s---mn2-,tibiari,tibiarius
130059,t0672,tibicinaria,n,0,n-s---fn1-,tibicinari,tibicinaria
130060,t0673,tibicinator,n,0,n-s---mn3-,tibicinator,tibicinator
130062,t0677,tibinus,a,0,aps---mn1-,tibin tibin tibin,tibinus
130064,t0678,tibulus,n,0,n-s---fn2-,tibul,tibulus
130067,t0684,tignulum,n,0,n-s---nn2-,tignul,tignulum
130068,t0686,tigrifer,a,0,aps---mn1r,tigrifer tigrifer tigrifer,tigrifer
130069,t0687,tigrinus,a,0,aps---mn1-,tigrin tigrin tigrin,tigrinus
130070,t0690,tiliacius,a,0,aps---mn1-,tiliaci tiliaci tiliaci,tiliacius
130072,t0692,tiliaris,a,0,aps---cn3i,tiliar tiliar tiliar,tiliaris
130073,t0693,tilinus,a,0,aps---mn1-,tilin tilin tilin,tilinus
130074,t0694,tiltum,n,0,n-s---nn2-,tilt,tiltum
130075,t0695,timefacio,v,0,v1spia--3i,,timefacio
130078,t0696,timesco,v,0,v1spia--3-,,timesco
130080,t0700,timidule,r,0,rp--------,,timidule
130084,t0705,tinctilis,a,0,aps---cn3i,tinctil tinctil tinctil,tinctilis
130085,t0706,tinctio,n,0,n-s---fn3-,tinction,tinctio
130086,t0707,tinctor,n,0,n-s---mn3-,tinctor,tinctor
28421,28421,trilustralis,a,0,aps---cn3-,trilustral trilustral trilustral,trilustralis
130093,130093,tingens,n,0,n-s---mn3i,tingent,tingens
130139,130139,Tityrus,n,0,n-s---mn2-,Tityr,Tityrus
130100,130100,tiniosus,a,0,aps---mn1-,tinios tinios tinios,tiniosus
130101,130101,tiniunculus,n,0,n-s---mn2-,tiniuncul,tiniunculus
130105,130105,tinnunculus,n,0,n-s---mn2-,tinnuncul,tinnunculus
130107,130107,tintinnabellum,n,0,n-s---nn2-,tintinnabell,tintinnabellum
130112,130112,tintinnum,n,0,n-s---nn2-,tintinn,tintinnum
130114,130114,tinum,n,0,n-s---nn2-,tin,tinum
130117,130117,tippulla,n,0,n-s---fn1-,tippull,tippulla
130118,130118,tipulla,n,0,n-s---fn1-,tipull,tipulla
130094,130094,Tinia,n,0,n-s---fn1-,Tini,Tinia
130124,130124,tithymalon,n,0,n-s---nn2g,tithymal,tithymalon
130125,130125,tithymalus,n,0,n-s---fn2-,tithymal,tithymalus
130130,130130,titinnio,v,0,v1spia--4-,titinn titinniu titinnit,titinnio
130131,130131,titinno,v,0,v1spia--1-,titinn titinnau titinna,titinno
130133,130133,titiuillicium,n,0,n-s---nn2-,titiuillici,titiuillicium
130134,130134,titiuillitium,n,0,n-s---nn2-,titiuilliti,titiuillitium
130137,130137,titulatus,a,0,aps---mn1-,titulat titulat titulat,titulatus
130140,130140,tius,n,0,n-s---mn2-,ti,tius
130142,130142,tocites,n,0,n-s---mn1g,tocit,tocites
130143,130143,tocuilio,n,0,n-s---mn3-,tocuilion,tocuilio
130146,130146,todus,n,0,n-s---mn2-,tod,todus
130147,130147,toecharchus,n,0,n-s---mn2-,toecharch,toecharchus
130150,130150,tofacius,a,0,aps---mn1-,tofaci tofaci tofaci,tofacius
130123,t0740,tithymallus,n,0,n-s---fn2-,tithymall,tithymallus
130090,130090,tinctus,a,0,aps---mn1-,tinct tinct tinct,tinctus
130092,t0711,tineosus,a,0,aps---mn1-,tineos tineos tineos,tineosus
130095,t0713,tiniaria,n,0,n-s---fn1-,tiniari,tiniaria
130097,t9991,tiniatica,n,0,n-s---fn1-,tiniatic,tiniatica
130099,t0716,tinio,v,0,v1spia--4-,tin tini tinit,tinio
130102,t9715,tinnilis,a,0,aps---cn3i,tinnil tinnil tinnil,tinnilis
130103,t0717,tinnipo,v,0,v1spia--1-,tinnip tinnipau tinnipa,tinnipo
130104,t0718,tinnito,v,0,v1spia--1-,tinnit tinnitau tinnita,tinnito
130106,t0721,tinnungulus,n,0,n-s---mn2-,tinnungul,tinnungulus
130109,t0724,tintinnaculus,a,0,aps---mn1-,tintinnacul tintinnacul tintinnacul,tintinnaculus
130110,t0725,tintinniala,n,0,n-s---fn1-,tintinnial,tintinniala
130111,t9726,tintinnio,v,0,v1spia--4-,tintinn tintinniu tintinnit,tintinnio
130113,t8726,tintinnus,n,0,n-s---mn2-,tintinn,tintinnus
130115,t0728,tiphe,n,0,n-s---fn1g,tiph,tiphe
130116,t0729,tiphyon,n,0,n-s---nn2g,tiphy,tiphyon
130119,t0733,tironatus,n,0,n-s---mn4-,tironat,tironatus
130121,t0736,tiruncula,n,0,n-s---fn1-,tiruncul,tiruncula
130122,t9739,tithymalis,n,0,n-s---fn3i,tithymal,tithymalis
130126,t0741,titillamentum,n,0,n-s---nn2-,titillament,titillamentum
130127,t9917,titillatus,n,0,n-s---mn4-,titillat,titillatus
130128,t0744,titillosus,a,0,aps---mn1-,titillos titillos titillos,titillosus
130129,t0745,titillus,n,0,n-s---mn2-,titill,titillus
130132,t0747,titio,v,0,v1spia--1-,titi titiau titiat,titio
130138,t0752,titulo,v,0,v1spia--1-,titul titulau titulat,titulo
130141,t0754,tmesis,n,0,n-s---fn3i,tmes,tmesis
130144,t0757,tocullio,n,0,n-s---mn3-,tocullion,tocullio
130145,t0758,todi,n,0,n-p---mn2-,tod,todi
130148,t0761,toechobates,n,0,n-s---mn1g,toechobat,toechobates
130149,t0762,tofaceus,a,0,aps---mn1-,toface toface toface,tofaceus
47885,i3079,iustificatio,n,0,n-s---fn3-,iustification,iustificatio
130213,t0839,toreuta,n,0,n-s---mn1-,toreut,toreuta
130156,130156,tolae,n,0,n-p---fn1-,tol,tolae
130157,130157,tolerator,n,0,n-s---mn3-,tolerator,tolerator
130162,130162,tolles,n,0,n-p---mn3i,toll,tolles
130154,t0766,tofosus,a,0,aps---mn1-,tofos tofos tofos,tofosus
130169,130169,tomex,n,0,n-s---fn3-,tomic,tomex
130170,130170,tomicla,n,0,n-s---fn1-,tomicl,tomicla
130172,130172,tonaeus,a,0,aps---mn1-,tonae tonae tonae,tonaeus
130173,130173,tonanter,r,0,rp--------,,tonanter
130182,130182,tonor,n,0,n-s---mn3-,tonor,tonor
130183,130183,tonos,n,0,n-s---mn2g,ton,tonos
130185,130185,tonsae,n,0,n-p---fn1-,tons,tonsae
130186,130186,tonsicula,n,0,n-s---fn1-,tonsicul,tonsicula
130189,130189,tonsrix,n,0,n-s---fn3-,tonsric,tonsrix
130190,130190,tonstrinus,a,0,aps---mn1-,tonstrin tonstrin tonstrin,tonstrinus
130191,130191,tonsuro,v,0,v1spia--1-,tonsur tonsurau tonsura,tonsuro
130192,130192,toparcha,n,0,n-s---mn1-,toparch,toparcha
130198,130198,topiarium,n,0,n-s---nn2-,topiari,topiarium
130199,130199,topiarius,n,0,n-s---mn2-,topiari,topiarius
130202,130202,topos,n,0,n-s---mn2g,top,topos
130205,130205,topus,n,0,n-s---mn2-,top,topus
130210,130210,tordylion,n,0,n-s---nn2g,tordyli,tordylion
130214,130214,toreutes,n,0,n-s---mn1-,toreut,toreutes
130196,t1489,topazus,n,0,n-s---fn2-,topaz,topazus
130159,t9918,toleratus,n,0,n-s---mn4-,tolerat,toleratus
130161,t0778,toles,n,0,n-p---mn3i,tol,toles
130164,t0782,tolutilis,a,0,aps---cn3i,tolutil tolutil tolutil,tolutilis
130165,t0783,tolutiloquentia,n,0,n-s---fn1-,tolutiloquenti,tolutiloquentia
130166,t0786,tomacina,n,0,n-s---fn1-,tomacin,tomacina
130167,t0787,tomacularius,n,0,n-s---mn2-,tomaculari,tomacularius
130168,t0789,tome,n,0,n-s---fn1g,tom,tome
130171,t0793,tomus,n,0,n-s---mn2-,tom,tomus
130175,t0753,tonesco,v,0,v1spia--3-,,tonesco
130176,t0797,tongeo,v,0,v1spia--2-,,tongeo
130177,t0799,tongitio,n,0,n-s---fn3-,tongition,tongitio
130178,t0800,toniaeus,a,0,aps---mn1-,toniae toniae toniae,toniaeus
130181,t0803,tonitruo,v,0,v1spia--1-,tonitru tonitruau tonitruat,tonitruo
130184,t0806,tonoticus,a,0,aps---mn1-,tonotic tonotic tonotic,tonoticus
130187,t0809,tonsillae,n,0,n-p---fn1-,tonsill,tonsillae
130188,t0810,tonsio,n,0,n-s---fn3-,tonsion,tonsio
130194,t0822,topaziacus,a,0,aps---mn1-,topaziac topaziac topaziac,topaziacus
130195,t1488,topazus,a,0,aps---mn1-,topaz topaz topaz,topazus
130197,t0825,topia,n,0,n-p---nn2-,topi,topia
130200,t0827,topicus,a,0,aps---mn1-,topic topic topic,topicus
130201,t0828,topographia,n,0,n-s---fn1-,topographi,topographia
130203,t0829,topothesia,n,0,n-s---fn1-,topothesi,topothesia
130204,t0830,topper,r,0,rp--------,,topper
130206,t0832,toraria,n,0,n-s---fn1-,torari,toraria
130207,t0832,torarius,n,0,n-s---mn2-,torari,torarius
130209,t0835,torculo,v,0,v1spia--1-,torcul torculau torcula,torculo
130211,t0837,tordylon,n,0,n-s---nn2g,tordyl,tordylon
130215,t0841,tormenta,n,0,n-s---fn1-,torment,tormenta
130217,t0844,torminalis,a,0,aps---cn3i,torminal torminal torminal,torminalis
130218,t0846,tornatilis,a,0,aps---cn3i,tornatil tornatil tornatil,tornatilis
24160,i1532,infecundus,a,1,aps---mn1-,infecund infecund infecund,infecundus
29496,29496,responsabilis,a,0,aps---cn3-,responsabil responsabil responsabil,responsabilis
130224,130224,torrenter,r,0,rp--------,,torrenter
130228,130228,torrus,a,0,aps---mn1-,torr torr torr,torrus
130230,130230,torsor,n,0,n-s---mn3-,torsor,torsor
130233,130233,tortiloquium,n,0,n-s---nn2-,tortiloqui,tortiloquium
130236,130236,tortrix,n,0,n-s---fn3-,tortric,tortrix
130238,130238,tortuose,r,0,rp--------,,tortuose
130240,130240,torue,r,0,rp--------,,torue
130242,130242,toruiter,r,0,rp--------,,toruiter
130222,t0858,torporo,v,0,v1spia--1-,torpor torporau torporat,torporo
130243,130243,torum,n,0,n-s---nn2-,tor,torum
130244,130244,tosilla,n,0,n-s---fn1-,tosill,tosilla
130247,130247,tostus,a,0,aps---mn1-,tost tost tost,tostus
130248,130248,tote,r,0,rp--------,,tote
130249,130249,totietas,n,0,n-s---fn3-,totietat,totietas
130254,130254,toxico,v,0,v1spia--1-,toxic toxicau toxicat,toxico
130255,130255,toxicon,n,0,n-s---nn2-,toxic,toxicon
130256,130256,toxotis,n,0,n-s---fn3i,toxot,toxotis
130259,130259,trabeata,n,0,n-s---fn1-,trabeat,trabeata
130261,130261,trabicula,n,0,n-s---fn1-,trabicul,trabicula
130262,130262,trabis,n,0,n-s---fn3i,trab,trabis
130265,130265,trachelus,n,0,n-s---mn2-,trachel,trachelus
130269,130269,tracta,n,0,n-p---nn2-,tract,tracta
130271,130271,tractabiliter,r,0,rp--------,,tractabiliter
130272,130272,tractabilius,r,0,rp--------,,tractabilius
130276,130276,tractatus,a,0,aps---mn1-,tractat tractat tractat,tractatus
130279,130279,tractoria,n,0,n-s---fn1-,tractori,tractoria
130280,130280,tractoriae,n,0,n-p---fn1-,tractori,tractoriae
130264,130264,Trachalus,n,0,n-s---mn2-,Trachal,Trachalus
130268,t9993,tracta,n,0,n-s---fn1-,tract,tracta
130225,t0864,torres,n,0,n-s---fn3i,torr,torres
130226,t0865,torrido,v,0,v1spia--1-,torrid - torridat,torrido
130227,t9867,torror,n,0,n-s---mn3-,torror,torror
130229,t0868,torsio,n,0,n-s---fn3-,torsion,torsio
130231,t9913,torta,n,0,n-s---fn1-,tort,torta
130234,t0871,tortio,n,0,n-s---fn3-,tortion,tortio
130235,t0872,tortiono,v,0,v1spia--1-,tortion tortionau tortiona,tortiono
130237,t9913,tortum,n,0,n-s---nn2-,tort,tortum
130239,t0876,tortuositas,n,0,n-s---fn3-,tortuositat,tortuositas
130241,t0878,toruidus,a,0,aps---mn1-,toruid toruid toruid,toruidus
130245,t0883,tostarius,a,0,aps---mn1-,tostari tostari tostari,tostarius
130246,t0884,tosto,v,0,v1spia--1-,tost tostau tostat,tosto
130250,t0889,totiugis,a,0,aps---cn3i,totiug totiug totiug,totiugis
130252,t0890,totmodus,a,0,aps---mn1-,totmod totmod totmod,totmodus
130253,t0892,toxicatus,a,0,aps---mn1-,toxicat toxicat toxicat,toxicatus
130257,t0896,trabaria,n,0,n-s---fn1-,trabari,trabaria
130258,t0898,trabealis,a,0,aps---cn3i,trabeal trabeal trabeal,trabealis
130260,t0902,trabica,n,0,n-s---fn1-,trabic,trabica
130266,t0907,trachia,n,0,n-s---fn1-,trachi,trachia
130267,t0908,trachomaticus,a,0,aps---mn1-,trachomatic trachomatic trachomatic,trachomaticus
130270,t0911,tractabilitas,n,0,n-s---fn3-,tractabilitat,tractabilitas
130275,t0916,tractatrix,n,0,n-s---fn3-,tractatric,tractatrix
130277,t0918,tractio,n,0,n-s---fn3-,traction,tractio
130281,t0922,tractorius,a,0,aps---mn1-,tractori tractori tractori,tractorius
130282,t9993,tractum,n,0,n-s---nn2-,tract,tractum
130283,t0923,tractuosus,a,0,aps---mn1-,tractuos tractuos tractuos,tractuosus
114109,i1536,infelox,a,0,aps---an3i,infeloc infeloc infeloc,infelox
104812,c1538,chrysoaspides,n,0,n-s---mn3-,chrysoaspid,chrysoaspides
104838,c1581,cicatricula,n,0,n-s---fn1-,cicatricul,cicatricula
29734,29734,cyclophoreticus,a,0,aps---mn1-,cyclophoretic cyclophoretic cyclophoretic,cyclophoreticus
29824,29824,sinistrorsus,r,0,rp--------,,sinistrorsus
104915,c1719,circumcirco,v,0,v1spia--1-,circumcirc circumcircau circumcirca,circumcirco
104984,c1799,circumplexus,n,0,n-s---mn4-,circumplex,circumplexus
30013,30013,trecenties,r,0,rp--------,meritori,trecenties
30155,30155,monarchicus,a,0,aps---mn1-,monarchic monarchic monarchic,monarchicus
30255,30255,macaronicus,a,0,aps---mn1-,macaronic macaronic macaronic,macaronicus
105295,c9859,cogitatus,n,0,n-s---mn4-,cogitat,cogitatus
30715,30715,puluerizo,v,0,v1spia--1-,pulueriz puluerizau pulueriza,puluerizo
105407,c2510,colossus,a,0,aps---mn1-,coloss coloss coloss,colossus
105465,c9866,comitiatus,n,0,n-s---mn4-,comitiat,comitiatus
30891,30891,inuidendus,a,0,aps---mn1-,inuidend inuidend inuidend,inuidendus
30983,30983,monticolus,a,0,aps---mn1-,monticol monticol monticol,monticolus
105538,105538,commonstratus,a,0,aps---mn1-,commonstrat commonstrat commonstrat,commonstratus
31421,31421,rationalisticus,a,0,aps---mn1-,rationalistic rationalistic rationalistic,rationalisticus
31440,31440,parastaticus,n,0,nps---fn3-,parastatic parastatic parastatic,parastaticus
105717,c3004,conchula,n,0,n-s---fn1-,conchul,conchula
105728,105728,concinnatitius,a,0,aps---mn1-,concinnatiti concinnatiti concinnatiti,concinnatitius
32465,32465,hordeacius,a,0,aps---mn1-,hordeaci hordeaci hordeaci,hordeacius
32877,32877,helicopterum,n,0,n-s---nn2-,helicopter,helicopterum
32847,32847,mixtus,a,0,aps---mn1-,alueat alueat alueat,mixtus
32875,32875,patrizo,v,0,v1spia--1-,patriz patrizau patrizat,patrizo
32836,32836,photographo,v,0,v1spia--3-,photograph photographau photographat,photographo
32840,32840,quantitatiuus,a,0,aps---mn1-,quantitatiu quantitatiu quantitatiu,quantitatiuus
32957,32957,toparcia,n,0,n-s---fn1-,toparci,toparcia
106248,c3840,contumelio,v,0,v1spia--1-,contumeli contumeliau contumelia,contumelio
33056,33056,concurrentia,n,0,n-s---fn1-,concurrenti,concurrentia
33067,33067,conploratus,n,0,n-s---mn4-,conplorat,conploratus
106450,c4193,cossyphus,n,0,n-s---mn2-,cossyph,cossyphus
33075,33075,edius,a,0,aps---mn1-,edi edi edi,edius
106583,c4445,crudito,v,0,v1spia--1-,crudit cruditau cruditat,crudito
33004,33004,incuruatus,a,0,aps---mn1-,incuru incuru incuru,incuruatus
106822,106822,debellatorius,a,0,aps---mn1-,debellatori debellatori debellatori,debellatorius
33017,33017,monosyllabus,a,0,aps---mn1-,monosyllab monosyllab monosyllab,monosyllabus
106922,106922,decoriatorius,a,0,aps---mn1-,decoriatori decoriatori decoriatori,decoriatorius
33110,33110,capitalismus,n,0,n-s---mn2-,capitalism,capitalismus
33161,33161,dirrumpo,v,0,v1spia--3-,dirrump dirrup dirrupt,dirrumpo
33132,33132,inepte,r,0,rp--------,circumlatr circumlatrau circumlatrat,inepte
33095,33095,adtrectatio,n,0,n-s---fn3-,adtrectation,adtrectatio
130286,130286,traditus,a,0,aps---mn1-,tradit tradit tradit,traditus
130288,130288,traducianus,n,0,n-s---mn2-,traducian,traducianus
130291,130291,traductus,a,0,aps---mn1-,traduct traduct traduct,traductus
130341,t0981,transcensio,n,0,n-s---fn3-,transcension,transcensio
130343,t9924,transcensus,n,0,n-s---mn4-,transcens,transcensus
130344,t0983,transcolo,v,0,v1spia--1-,transcol transcolau transcolat,transcolo
130345,t0984,transcontra,r,0,rp--------,,transcontra
130342,130342,transcensus,a,0,aps---mn1-,transcens transcens transcens,transcensus
107238,d0773,depello,v,0,v1spia--1-,depell depellau depella,depello
33120,33120,offertio,n,0,n-s---fn3-,offertion,offertio
130349,130349,transcriptus,a,0,aps---mn1-,transcript transcript transcript,transcriptus
130350,130350,transcursim,r,0,rp--------,,transcursim
130353,130353,transcursus,a,0,aps---mn1-,transcurs transcurs transcurs,transcursus
130354,130354,transditus,a,0,aps---mn1-,transdit transdit transdit,transditus
130355,130355,transdo,v,0,v1spia--3-,transd transdid transdit,transdo
130356,130356,transductio,n,0,n-s---fn3-,transduction,transductio
130357,130357,transertus,a,0,aps---mn1-,transert transert transert,transertus
130363,130363,transfixus,a,0,aps---mn1-,transfix transfix transfix,transfixus
130365,130365,transfluminianus,n,0,n-s---mn2-,transfluminian,transfluminianus
130366,130366,transfluuialis,a,0,aps---cn3i,transfluuial transfluuial transfluuial,transfluuialis
130370,130370,transformatus,a,0,aps---mn1-,transformat transformat transformat,transformatus
130371,130371,transfossus,a,0,aps---mn1-,transfoss transfoss transfoss,transfossus
130373,130373,transfulgeo,v,0,v1spia--2-,,transfulgeo
130377,130377,transfusus,a,0,aps---mn1-,transfus transfus transfus,transfusus
130382,130382,transgressus,a,0,aps---mn1-,transgress transgress transgress,transgressus
130383,130383,transiacio,v,0,v1spia--3i,,transiacio
130384,130384,transiectus,n,0,n-s---mn4-,transiect,transiectus
130385,130385,transiens,a,0,aps---an3i,transient transient transient,transiens
130387,130387,transilitio,n,0,n-s---fn3-,transilition,transilitio
130388,130388,transilitor,n,0,n-s---mn3-,transilitor,transilitor
130389,130389,transitans,a,0,aps---an3i,transitant transitant transitant,transitans
130390,130390,transitiue,r,0,rp--------,,transitiue
130394,130394,transitus,a,0,aps---mn1-,transit transit transit,transitus
130398,130398,translapsus,a,0,aps---mn1-,translaps translaps translaps,translapsus
130399,130399,translaticie,r,0,rp--------,,translaticie
130400,130400,translatitie,r,0,rp--------,,translatitie
130402,130402,translatiua,n,0,n-s---fn1-,translatiu,translatiua
114124,i3166,infertus,a,0,aps---mn1-,infert infert infert,infertus
130403,130403,translatiue,r,0,rp--------,,translatiue
130351,t0989,transcursio,n,0,n-s---fn3-,transcursion,transcursio
130358,t0996,transfictio,n,0,n-s---fn3-,transfiction,transfictio
130359,t0998,transfigurabilis,a,0,aps---cn3i,transfigurabil transfigurabil transfigurabil,transfigurabilis
130360,t0999,transfiguratio,n,0,n-s---fn3-,transfiguration,transfiguratio
130361,t1000,transfigurator,n,0,n-s---mn3-,transfigurator,transfigurator
130362,t1002,transfingo,v,0,v1spia--3-,,transfingo
130364,t1003,transfluminales,n,0,n-s---mn3i,transfluminal,transfluminales
130367,t1007,transfluuio,v,0,v1spia--1-,transfluui transfluuiau transfluuiat,transfluuio
130368,t1008,transfluuium,n,0,n-s---nn2-,transfluui,transfluuium
130369,t1010,transforatio,n,0,n-s---fn3-,transforation,transforatio
130372,t1016,transfretatio,n,0,n-s---fn3-,transfretation,transfretatio
130378,t1026,transgero,v,0,v1spia--3-,,transgero
130381,t1030,transgressiuus,a,0,aps---mn1-,transgressiu transgressiu transgressiu,transgressiuus
130386,t1034,transilis,a,0,aps---cn3i,transil transil transil,transilis
130391,t1036,transitiuus,a,0,aps---mn1-,transitiu transitiu transitiu,transitiuus
130392,t1037,transito,v,0,v1spia--1-,transit transitau transitat,transito
130393,t1038,transitor,n,0,n-s---mn3-,transitor,transitor
130396,t1041,transiungo,v,0,v1spia--3-,,transiungo
114121,i1549,infertilis,a,0,aps---cn3i,infertil infertil infertil,infertilis
107303,107303,depulsito,v,0,v1spia--1-,depulsit depulsitau depulsita,depulsito
130409,130409,translucanus,a,0,aps---mn1-,translucan translucan translucan,translucanus
130410,130410,transmarina,n,0,n-p---nn2-,transmarin,transmarina
130412,130412,transmeans,a,0,aps---an3i,transmeant transmeant transmeant,transmeans
130414,130414,transmeatus,a,0,aps---mn1-,transmeat transmeat transmeat,transmeatus
130415,130415,transmigratus,a,0,aps---mn1-,transmigrat transmigrat transmigrat,transmigratus
130424,130424,transportaneus,a,0,aps---mn1-,transportane transportane transportane,transportaneus
